"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict","effectiveTranslation","sense"
"1344","1","SON","بني","review","msa","medium","","","","","noun","construction-or-sense-review","SON — بني: بني can be my son in the intended reading. Review the added possession instead of automatically rejecting it.","AI-assisted linguistic review","[]","1344:1","إبني","false","{""arabic"":""بني"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1344","3","SON","إبني","review","msa","medium","","","","","noun","orthography-review","SON — إبني: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1344:3","إبني","true","{""arabic"":""إبني"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1348","0","HOUSING","الاسكان","review","msa","medium","","","","","noun","orthography-review","HOUSING — الاسكان: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1348:0","الإسكان","false","{""arabic"":""الاسكان"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1348","5","HOUSING","اسكان","review","msa","medium","","","","","noun","orthography-review","HOUSING — اسكان: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1348:5","الإسكان","false","{""arabic"":""اسكان"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1349","0","TAKES","ياخذ","review","msa","medium","","","","","verb","orthography-review","TAKES — ياخذ: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1349:0","يأخذ","false","{""arabic"":""ياخذ"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1351","0","BRING","احضار","review","msa","medium","","","","","verb","orthography-review","BRING — احضار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1351:0","أحضر","false","{""arabic"":""احضار"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1351","2","BRING","احضر","review","msa","medium","","","","","verb","orthography-review","BRING — احضر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1351:2","أحضر","false","{""arabic"":""احضر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1352","1","CATALOG","كتالوج","review","uncertain","medium","","","","","noun","register-review","CATALOG — كتالوج: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1352:1","كتالوج","true","{""arabic"":""كتالوج"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}",""
"1355","1","TRYING","احاول","review","msa","medium","","","","","verb","orthography-review","TRYING — احاول: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1355:1","محاولة","false","{""arabic"":""احاول"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1356","0","MOTHER","ام","review","msa","medium","","","","","noun","orthography-review","MOTHER — ام: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1356:0","الأم","false","{""arabic"":""ام"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1356","1","MOTHER","الام","review","msa","medium","","","","","noun","orthography-review","MOTHER — الام: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1356:1","الأم","false","{""arabic"":""الام"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1358","1","CONSIDERED","نظر فيها","review","msa","medium","","","","","verb","construction-or-sense-review","CONSIDERED — نظر فيها: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1358:1","نظر فيها","true","{""arabic"":""نظر فيها"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1359","0","TOLD","اخبرت","review","msa","medium","","","","","verb","orthography-review","TOLD — اخبرت: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1359:0","قال","false","{""arabic"":""اخبرت"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1359","1","TOLD","قال","review","msa","medium","","","","","verb","construction-or-sense-review","TOLD — قال: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1359:1","قال","true","{""arabic"":""قال"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1363","0","INPUT","ادخال","review","msa","medium","","","","","verb","orthography-review","INPUT — ادخال: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1363:0","المدخلات","false","{""arabic"":""ادخال"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1365","0","FEET","الاقدام","review","msa","medium","","","","","noun","orthography-review","FEET — الاقدام: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1365:0","أقدام","false","{""arabic"":""الاقدام"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1365","1","FEET","اقدام","review","msa","medium","","","","","noun","orthography-review","FEET — اقدام: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1365:1","أقدام","false","{""arabic"":""اقدام"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1365","2","FEET","القدم","review","msa","medium","","","","","noun","construction-or-sense-review","FEET — القدم: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1365:2","أقدام","false","{""arabic"":""القدم"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1365","3","FEET","قدم","review","msa","medium","","","","","noun","construction-or-sense-review","FEET — قدم: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1365:3","أقدام","false","{""arabic"":""قدم"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1365","4","FEET","القدمين","review","msa","medium","","","","","noun","construction-or-sense-review","FEET — القدمين: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1365:4","أقدام","false","{""arabic"":""القدمين"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1370","0","SENIOR","كبار","review","msa","medium","","","","","uncertain","construction-or-sense-review","SENIOR — كبار: كبار means seniors or senior plural in some constructions; the isolated POS remains unresolved.","AI-assisted linguistic review","[]","1370:0","كبار","true","{""arabic"":""كبار"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""uncertain""}",""
"1370","1","SENIOR","الاقدم","review","msa","medium","","","","","adjective","orthography-review","SENIOR — الاقدم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1370:1","كبار","false","{""arabic"":""الاقدم"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1376","2","TESTING","اختبار الاختبار","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","TESTING — اختبار الاختبار: A potentially misleading or malformed relationship remains excluded pending review; a categorical rejection is not sufficiently established.","AI-assisted linguistic review","[]","1376:2","اختبار الاختبار","true","{""arabic"":""اختبار الاختبار"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1377","1","TRIAL","المحاكمات","review","msa","medium","","","","","noun","construction-or-sense-review","TRIAL — المحاكمات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1377:1","المحاكمة","false","{""arabic"":""المحاكمات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1390","1","METAL","معادن","review","msa","medium","","","","","noun","construction-or-sense-review","METAL — معادن: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1390:1","معدن","false","{""arabic"":""معادن"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1390","4","METAL","المعادن","review","msa","medium","","","","","noun","construction-or-sense-review","METAL — المعادن: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1390:4","معدن","false","{""arabic"":""المعادن"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1391","0","POSITIVE","ايجابي","review","msa","medium","","","","","adjective","orthography-review","POSITIVE — ايجابي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1391:0","إيجابي","false","{""arabic"":""ايجابي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1391","1","POSITIVE","الايجابي","review","msa","medium","","","","","adjective","orthography-review","POSITIVE — الايجابي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1391:1","إيجابي","false","{""arabic"":""الايجابي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1391","2","POSITIVE","ايجابية","review","msa","medium","","","","","adjective","orthography-review","POSITIVE — ايجابية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1391:2","إيجابي","false","{""arabic"":""ايجابية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1391","3","POSITIVE","الايجابية","review","msa","medium","","","","","adjective","orthography-review","POSITIVE — الايجابية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1391:3","إيجابي","false","{""arabic"":""الايجابية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1392","2","FITNESS","لياقته","review","msa","medium","","","","","noun","construction-or-sense-review","FITNESS — لياقته: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1392:2","اللياقة البدنية","false","{""arabic"":""لياقته"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1394","0","OPINION","الراي","review","msa","medium","","","","","noun","orthography-review","OPINION — الراي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1394:0","الرأي","false","{""arabic"":""الراي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1399","2","OUTPUT","الاخراج","review","msa","medium","","","","","noun","orthography-review","OUTPUT — الاخراج: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1399:2","الإخراج","false","{""arabic"":""الاخراج"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1399","3","OUTPUT","النواتج","review","msa","medium","","","","","noun","construction-or-sense-review","OUTPUT — النواتج: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1399:3","الإخراج","false","{""arabic"":""النواتج"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1401","0","GREATER","اعظم","review","msa","medium","","","","","adjective","orthography-review","GREATER — اعظم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1401:0","أكبر","false","{""arabic"":""اعظم"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1405","0","ARTISTS","للفنانين","review","msa","medium","","","","","noun","construction-or-sense-review","ARTISTS — للفنانين: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1405:0","الفنانون","false","{""arabic"":""للفنانين"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1417","0","VAN","الفان","review","uncertain","medium","","","","","noun","register-review","VAN — الفان: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1417:0","فان","false","{""arabic"":""الفان"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}",""
"1417","1","VAN","فان","review","uncertain","medium","","","","","noun","register-review","VAN — فان: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1417:1","فان","true","{""arabic"":""فان"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}",""
"1425","0","VACATION","اجازه","review","msa","medium","","","","","noun","orthography-review","VACATION — اجازه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1425:0","الإجازة","false","{""arabic"":""اجازه"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1425","2","VACATION","الاجازة","review","msa","medium","","","","","noun","orthography-review","VACATION — الاجازة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1425:2","الإجازة","false","{""arabic"":""الاجازة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1425","4","VACATION","اجازة","review","msa","medium","","","","","noun","orthography-review","VACATION — اجازة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1425:4","الإجازة","false","{""arabic"":""اجازة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1427","0","ACADEMIC","اكاديمية","review","msa","medium","","","","","adjective","orthography-review","ACADEMIC — اكاديمية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1427:0","أكاديمي","false","{""arabic"":""اكاديمية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1427","1","ACADEMIC","الاكاديمي","review","msa","medium","","","","","adjective","orthography-review","ACADEMIC — الاكاديمي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1427:1","أكاديمي","false","{""arabic"":""الاكاديمي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1427","2","ACADEMIC","الاكاديمية","review","msa","medium","","","","","adjective","orthography-review","ACADEMIC — الاكاديمية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1427:2","أكاديمي","false","{""arabic"":""الاكاديمية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1427","3","ACADEMIC","اكاديمي","review","msa","medium","","","","","adjective","orthography-review","ACADEMIC — اكاديمي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1427:3","أكاديمي","false","{""arabic"":""اكاديمي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1429","1","COMPLETED","اكملت","review","msa","medium","","","","","verb","orthography-review","COMPLETED — اكملت: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1429:1","اكتمل","false","{""arabic"":""اكملت"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1439","3","DATING","التي يرجع تاريخها","review","msa","medium","","","","","uncertain","construction-or-sense-review","DATING — التي يرجع تاريخها: التي يرجع تاريخها is a relative-clause fragment for dating back; leave its English grammatical mapping unresolved.","AI-assisted linguistic review","[]","1439:3","التي يرجع تاريخها","true","{""arabic"":""التي يرجع تاريخها"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""uncertain""}",""
"1441","0","MOUNTAIN","ماونتن","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","MOUNTAIN — ماونتن: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1441:0","الجبل","false","{""arabic"":""ماونتن"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1444","0","FILTER","فلتر","review","uncertain","medium","","","","","noun","register-review","FILTER — فلتر: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1444:0","فلتر","true","{""arabic"":""فلتر"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}",""
"1445","0","MAILING","البريد","review","msa","medium","","","","","noun","construction-or-sense-review","MAILING — البريد: البريد denotes mail; an English mailing can be a dispatch, but the intended noun/action sense needs clarification.","AI-assisted linguistic review","[]","1445:0","البريد","true","{""arabic"":""البريد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1447","0","LONGER","اطول","review","msa","medium","","","","","adjective","orthography-review","LONGER — اطول: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1447:0","أطول","false","{""arabic"":""اطول"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1449","1","NORTHERN","شمال","review","msa","medium","","","","","noun","construction-or-sense-review","NORTHERN — شمال: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1449:1","الشمالية","false","{""arabic"":""شمال"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1452","0","FLOOR","ارضية","review","msa","medium","","","","","noun","orthography-review","FLOOR — ارضية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1452:0","الطابق الأرضي","false","{""arabic"":""ارضية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1452","2","FLOOR","الارضية","review","msa","medium","","","","","noun","orthography-review","FLOOR — الارضية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1452:2","الطابق الأرضي","false","{""arabic"":""الارضية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1452","4","FLOOR","الطابق الأرضي","review","msa","medium","","","","","noun","construction-or-sense-review","FLOOR — الطابق الأرضي: الطابق الأرضي is ground floor, a specific narrower floor. Keep the qualifier question for review rather than assuming it is a synonym.","AI-assisted linguistic review","[]","1452:4","الطابق الأرضي","true","{""arabic"":""الطابق الأرضي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1453","0","GERMAN","الالمانية","review","msa","medium","","","","","adjective","orthography-review","GERMAN — الالمانية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1453:0","الألمانية","false","{""arabic"":""الالمانية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1453","1","GERMAN","المان","review","msa","medium","","","","","noun","construction-or-sense-review","GERMAN — المان: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1453:1","الألمانية","false","{""arabic"":""المان"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1453","2","GERMAN","الالماني","review","msa","medium","","","","","adjective","orthography-review","GERMAN — الالماني: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1453:2","الألمانية","false","{""arabic"":""الالماني"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1453","4","GERMAN","الماني","review","msa","medium","","","","","adjective","orthography-review","GERMAN — الماني: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1453:4","الألمانية","false","{""arabic"":""الماني"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1453","5","GERMAN","المانية","review","msa","medium","","","","","adjective","orthography-review","GERMAN — المانية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1453:5","الألمانية","false","{""arabic"":""المانية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1455","0","MATCH","ماتش","review","uncertain","medium","","","","","noun","register-review","MATCH — ماتش: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1455:0","مباراة","false","{""arabic"":""ماتش"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}",""
"1457","2","DEFAULT","التخلف","review","msa","medium","","","","","noun","construction-or-sense-review","DEFAULT — التخلف: التخلف may mean failure to meet obligations, as well as other meanings; the precise default sense is not established here.","AI-assisted linguistic review","[]","1457:2","الافتراضي","false","{""arabic"":""التخلف"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1460","0","BOYS","اولاد","review","msa","medium","","","","","noun","orthography-review","BOYS — اولاد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1460:0","الأولاد","false","{""arabic"":""اولاد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1460","2","BOYS","الاولاد","review","msa","medium","","","","","noun","orthography-review","BOYS — الاولاد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1460:2","الأولاد","false","{""arabic"":""الاولاد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1461","1","OUTDOOR","الهواء الطلق","review","msa","medium","","","","","noun","construction-or-sense-review","OUTDOOR — الهواء الطلق: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1461:1","الهواء الطلق","true","{""arabic"":""الهواء الطلق"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1462","3","DEEP","عمق","review","msa","medium","","","","","noun","construction-or-sense-review","DEEP — عمق: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1462:3","عميق","false","{""arabic"":""عمق"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1463","1","MORNING","صباحك","review","msa","medium","","","","","noun","construction-or-sense-review","MORNING — صباحك: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1463:1","صباح الخير","false","{""arabic"":""صباحك"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1463","3","MORNING","صباح الخير","review","msa","medium","","","","","interjection","construction-or-sense-review","MORNING — صباح الخير: صباح الخير is good morning, an expanded greeting. An elliptical English morning greeting is possible but remains contextual.","AI-assisted linguistic review","[]","1463:3","صباح الخير","true","{""arabic"":""صباح الخير"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""interjection""}",""
"1464","0","OTHERWISE","والا","review","msa","medium","","","","","conjunction","orthography-review","OTHERWISE — والا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1464:0","خلاف ذلك","false","{""arabic"":""والا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""conjunction""}",""
"1475","0","POLITICS","السياسات","review","msa","medium","","","","","noun","construction-or-sense-review","POLITICS — السياسات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1475:0","السياسة","false","{""arabic"":""السياسات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1479","0","BOARDS","الواح","review","msa","medium","","","","","noun","orthography-review","BOARDS — الواح: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1479:0","لوحات","false","{""arabic"":""الواح"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1479","3","BOARDS","الالواح","review","msa","medium","","","","","noun","orthography-review","BOARDS — الالواح: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1479:3","لوحات","false","{""arabic"":""الالواح"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1481","1","PARTIES","اطراف","review","msa","medium","","","","","noun","orthography-review","PARTIES — اطراف: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1481:1","الأطراف","false","{""arabic"":""اطراف"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1481","2","PARTIES","الاطراف","review","msa","medium","","","","","noun","orthography-review","PARTIES — الاطراف: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1481:2","الأطراف","false","{""arabic"":""الاطراف"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1481","4","PARTIES","الاحزاب","review","msa","medium","","","","","noun","orthography-review","PARTIES — الاحزاب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1481:4","الأطراف","false","{""arabic"":""الاحزاب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1481","5","PARTIES","احزاب","review","msa","medium","","","","","noun","orthography-review","PARTIES — احزاب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1481:5","الأطراف","false","{""arabic"":""احزاب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
