"sourceId","originalDecision","revisedDecision","reason","confidence"
"1197:3","{""headwordIndex"":1197,""translationIndex"":3,""english"":""INDEPENDENT"",""original"":""المستقلة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""INDEPENDENT — المستقلة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1197,""translationIndex"":3,""english"":""INDEPENDENT"",""original"":""المستقلة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""المستقلة is independent feminine definite; no extra sense label needed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","المستقلة is independent feminine definite; no extra sense label needed.","high"
"1426:1","{""headwordIndex"":1426,""translationIndex"":1,""english"":""CENTURY"",""original"":""القرن"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""CENTURY — القرن: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1426,""translationIndex"":1,""english"":""CENTURY"",""original"":""القرن"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""القرن expresses century. Horn is another Arabic reading, not grounds for restriction."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","القرن expresses century. Horn is another Arabic reading, not grounds for restriction.","high"
"1317:2","{""headwordIndex"":1317,""translationIndex"":2,""english"":""EXISTING"",""original"":""القائمة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""EXISTING — القائمة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1317,""translationIndex"":2,""english"":""EXISTING"",""original"":""القائمة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""القائمة can mean existing/standing feminine in the intended construction; preserve the adjective reading, not the list noun."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","القائمة can mean existing/standing feminine in the intended construction; preserve the adjective reading, not the list noun.","high"
"1233:0","{""headwordIndex"":1233,""translationIndex"":0,""english"":""THEREFORE"",""original"":""ولذلك"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adverb"",""reasonCode"":""valid-alternative"",""reason"":""THEREFORE — ولذلك: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1233,""translationIndex"":0,""english"":""THEREFORE"",""original"":""ولذلك"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adverb"",""reasonCode"":""valid-alternative"",""reason"":""ولذلك naturally renders therefore with an Arabic conjunction prefix. That grammatical adaptation is not itself an exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","ولذلك naturally renders therefore with an Arabic conjunction prefix. That grammatical adaptation is not itself an exclusion.","high"
"1278:0","{""headwordIndex"":1278,""translationIndex"":0,""english"":""SHIP"",""original"":""السفينة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""SHIP — السفينة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1278,""translationIndex"":0,""english"":""SHIP"",""original"":""السفينة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""السفينة is a ship; article variation remains valid."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","السفينة is a ship; article variation remains valid.","high"
"1291:2","{""headwordIndex"":1291,""translationIndex"":2,""english"":""COMMAND"",""original"":""القيادة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""leadership"",""reasonCode"":""valid-alternative"",""reason"":""COMMAND — القيادة (leadership): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1291,""translationIndex"":2,""english"":""COMMAND"",""original"":""القيادة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""leadership"",""reasonCode"":""valid-alternative"",""reason"":""القيادة is command as leadership, not an individual order; retain the distinct noun sense."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","القيادة is command as leadership, not an individual order; retain the distinct noun sense.","high"
"1236:2","{""headwordIndex"":1236,""translationIndex"":2,""english"":""EVIDENCE"",""original"":""الدليل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""EVIDENCE — الدليل: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1236,""translationIndex"":2,""english"":""EVIDENCE"",""original"":""الدليل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""الدليل naturally expresses evidence/proof. Guide is another possible Arabic reading, not a ban."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","الدليل naturally expresses evidence/proof. Guide is another possible Arabic reading, not a ban.","high"
"1306:0","{""headwordIndex"":1306,""translationIndex"":0,""english"":""EXTRA"",""original"":""اضافي"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""adjective"",""reasonCode"":""orthography-review"",""reason"":""EXTRA — اضافي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1306,""translationIndex"":0,""english"":""EXTRA"",""original"":""اضافي"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""adjective"",""reasonCode"":""orthography-review"",""reason"":""اضافي requires the standard hamza in إضافي. Preserve spelling review and do not silently change the answer."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","اضافي requires the standard hamza in إضافي. Preserve spelling review and do not silently change the answer.","medium"
"1377:1","{""headwordIndex"":1377,""translationIndex"":1,""english"":""TRIAL"",""original"":""المحاكمات"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""construction-or-sense-review"",""reason"":""TRIAL — المحاكمات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1377,""translationIndex"":1,""english"":""TRIAL"",""original"":""المحاكمات"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""construction-or-sense-review"",""reason"":""المحاكمات is trials; generic/collective English trial usage might support it but is not confirmed here. Do not reject number alone."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","المحاكمات is trials; generic/collective English trial usage might support it but is not confirmed here. Do not reject number alone.","medium"
"1344:3","{""headwordIndex"":1344,""translationIndex"":3,""english"":""SON"",""original"":""إبني"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""orthography-review"",""reason"":""SON — إبني: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1344,""translationIndex"":3,""english"":""SON"",""original"":""إبني"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""orthography-review"",""reason"":""إبني has the wrong hamza convention for ابني and includes possession. Keep spelling/construction review without a text edit."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","إبني has the wrong hamza convention for ابني and includes possession. Keep spelling/construction review without a text edit.","medium"
"1495:1","{""headwordIndex"":1495,""translationIndex"":1,""english"":""BORN"",""original"":""تولد"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""verb"",""reasonCode"":""construction-or-sense-review"",""reason"":""BORN — تولد: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1495,""translationIndex"":1,""english"":""BORN"",""original"":""تولد"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""verb"",""reasonCode"":""construction-or-sense-review"",""reason"":""تولد may support a born construction depending on voice and context; retain review, not automatic tense exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","تولد may support a born construction depending on voice and context; retain review, not automatic tense exclusion.","medium"
"1087:0","{""headwordIndex"":1087,""translationIndex"":0,""english"":""COMING"",""original"":""ات"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""adjective"",""reasonCode"":""orthography-review"",""reason"":""COMING — ات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1087,""translationIndex"":0,""english"":""COMING"",""original"":""ات"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""adjective"",""reasonCode"":""orthography-review"",""reason"":""ات is a defective written form for the intended coming adjective. Keep the original and defer spelling repair."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","ات is a defective written form for the intended coming adjective. Keep the original and defer spelling repair.","medium"
"1532:1","{""headwordIndex"":1532,""translationIndex"":1,""english"":""CORE"",""original"":""اساسي"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""adjective"",""reasonCode"":""orthography-review"",""reason"":""CORE — اساسي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1532,""translationIndex"":1,""english"":""CORE"",""original"":""اساسي"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""adjective"",""reasonCode"":""orthography-review"",""reason"":""اساسي lacks hamza in أساسي. Recognizable MSA adjective, still unsuitable for automatic approval as written."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","اساسي lacks hamza in أساسي. Recognizable MSA adjective, still unsuitable for automatic approval as written.","medium"
"1640:2","{""headwordIndex"":1640,""translationIndex"":2,""english"":""GRANT"",""original"":""جرانت"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""GRANT — جرانت: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1640,""translationIndex"":2,""english"":""GRANT"",""original"":""جرانت"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""جرانت is the Grant name rendering, not a certified grant verb/financial award. Exclude pending classification while preserving the record."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","جرانت is the Grant name rendering, not a certified grant verb/financial award. Exclude pending classification while preserving the record.","high"
"1391:2","{""headwordIndex"":1391,""translationIndex"":2,""english"":""POSITIVE"",""original"":""ايجابية"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""adjective"",""reasonCode"":""orthography-review"",""reason"":""POSITIVE — ايجابية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1391,""translationIndex"":2,""english"":""POSITIVE"",""original"":""ايجابية"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""adjective"",""reasonCode"":""orthography-review"",""reason"":""ايجابية lacks hamza in إيجابية. Preserve the original for orthographic review."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","ايجابية lacks hamza in إيجابية. Preserve the original for orthographic review.","medium"
"1169:0","{""headwordIndex"":1169,""translationIndex"":0,""english"":""IDEA"",""original"":""فكره"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""orthography-review"",""reason"":""IDEA — فكره: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1169,""translationIndex"":0,""english"":""IDEA"",""original"":""فكره"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""orthography-review"",""reason"":""فكره has a letter/spelling issue for فكرة. Do not turn the normalization function into a spelling corrector."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","فكره has a letter/spelling issue for فكرة. Do not turn the normalization function into a spelling corrector.","medium"
"1588:1","{""headwordIndex"":1588,""translationIndex"":1,""english"":""HANDS"",""original"":""الايدي"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""orthography-review"",""reason"":""HANDS — الايدي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1588,""translationIndex"":1,""english"":""HANDS"",""original"":""الايدي"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""orthography-review"",""reason"":""الايدي lacks hamza in الأيدي; retain review rather than assuming dialect."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","الايدي lacks hamza in الأيدي; retain review rather than assuming dialect.","medium"
"1603:1","{""headwordIndex"":1603,""translationIndex"":1,""english"":""FATHER"",""original"":""ابت"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""uncertain"",""reasonCode"":""unsuitable-unclassified"",""reason"":""FATHER — ابت: ابت does not establish a normal father citation; it may reflect a defective vocative or unrelated form. Keep uncertain and excluded."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1603,""translationIndex"":1,""english"":""FATHER"",""original"":""ابت"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""uncertain"",""reasonCode"":""unsuitable-unclassified"",""reason"":""ابت does not establish the father citation; possible vocative damage remains unresolved. Keep both directions excluded."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","ابت does not establish the father citation; possible vocative damage remains unresolved. Keep both directions excluded.","high"
"1181:1","{""headwordIndex"":1181,""translationIndex"":1,""english"":""TOOL"",""original"":""اداة"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""orthography-review"",""reason"":""TOOL — اداة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1181,""translationIndex"":1,""english"":""TOOL"",""original"":""اداة"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""orthography-review"",""reason"":""اداة lacks the hamza of أداة. Meaning recognizable, spelling unresolved."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","اداة lacks the hamza of أداة. Meaning recognizable, spelling unresolved.","medium"
"1245:2","{""headwordIndex"":1245,""translationIndex"":2,""english"":""VALLEY"",""original"":""فالى"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""VALLEY — فالى: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1245,""translationIndex"":2,""english"":""VALLEY"",""original"":""فالى"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""فالى is a name/phonetic rendering rather than a certified MSA valley equivalent."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","فالى is a name/phonetic rendering rather than a certified MSA valley equivalent.","high"
"1582:1","{""headwordIndex"":1582,""translationIndex"":1,""english"":""STEEL"",""original"":""ستيل"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""STEEL — ستيل: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1582,""translationIndex"":1,""english"":""STEEL"",""original"":""ستيل"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""ستيل is an unestablished phonetic rendering for the steel substance in this learner entry; do not replace it automatically."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","ستيل is an unestablished phonetic rendering for the steel substance in this learner entry; do not replace it automatically.","high"
"1221:1","{""headwordIndex"":1221,""translationIndex"":1,""english"":""TELEPHONE"",""original"":""تلفون"",""status"":""review"",""register"":""uncertain"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""register-review"",""reason"":""TELEPHONE — تلفون: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1221,""translationIndex"":1,""english"":""TELEPHONE"",""original"":""تلفون"",""status"":""review"",""register"":""uncertain"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""register-review"",""reason"":""تلفون is a widespread borrowing, but its preferred MSA spelling/register needs evidence. Do not reject merely as informal."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","تلفون is a widespread borrowing, but its preferred MSA spelling/register needs evidence. Do not reject merely as informal.","medium"
"1482:0","{""headwordIndex"":1482,""translationIndex"":0,""english"":""FISH"",""original"":""مكه"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""uncertain"",""reasonCode"":""unsuitable-unclassified"",""reason"":""FISH — مكه: مكه does not supply a recognizable fish translation; retain both exclusions and uncertain register without inventing text."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1482,""translationIndex"":0,""english"":""FISH"",""original"":""مكه"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""uncertain"",""reasonCode"":""unsuitable-unclassified"",""reason"":""مكه does not provide a recognizable fish meaning. Keep uncertain register and both exclusions."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","مكه does not provide a recognizable fish meaning. Keep uncertain register and both exclusions.","high"
"1538:1","{""headwordIndex"":1538,""translationIndex"":1,""english"":""WOOD"",""original"":""وود"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""WOOD — وود: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1538,""translationIndex"":1,""english"":""WOOD"",""original"":""وود"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""وود is a transliterated name/English form, not a certified natural general wood equivalent here."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","وود is a transliterated name/English form, not a certified natural general wood equivalent here.","high"
"1109:0","{""headwordIndex"":1109,""translationIndex"":0,""english"":""CHRISTMAS"",""original"":""الكريسماس"",""status"":""review"",""register"":""uncertain"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""register-review"",""reason"":""CHRISTMAS — الكريسماس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1109,""translationIndex"":0,""english"":""CHRISTMAS"",""original"":""الكريسماس"",""status"":""review"",""register"":""uncertain"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""register-review"",""reason"":""الكريسماس is a familiar borrowing, but this review does not establish its MSA learner-register status. Keep unresolved, not rejected."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","الكريسماس is a familiar borrowing, but this review does not establish its MSA learner-register status. Keep unresolved, not rejected.","medium"
"1639:2","{""headwordIndex"":1639,""translationIndex"":2,""english"":""LORD"",""original"":""لورد"",""status"":""review"",""register"":""uncertain"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""register-review"",""reason"":""LORD — لورد: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1639,""translationIndex"":2,""english"":""LORD"",""original"":""لورد"",""status"":""review"",""register"":""uncertain"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""register-review"",""reason"":""لورد is a title borrowing; MSA use is possible and should not be rejected merely because it is borrowed. Leave register review."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","لورد is a title borrowing; MSA use is possible and should not be rejected merely because it is borrowed. Leave register review.","medium"
