"sourceId","originalDecision","revisedDecision","reason","confidence"
"3258:1","{""headwordIndex"":3258,""translationIndex"":1,""english"":""CONTRIBUTIONS"",""original"":""المساهمات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""CONTRIBUTIONS — المساهمات: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":3258,""translationIndex"":1,""english"":""CONTRIBUTIONS"",""original"":""المساهمات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Standard plural contributions with article."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Standard plural contributions with article.","high"
"3093:2","{""headwordIndex"":3093,""translationIndex"":2,""english"":""REQUIREMENT"",""original"":""اشتراط"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""REQUIREMENT — اشتراط: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":3093,""translationIndex"":2,""english"":""REQUIREMENT"",""original"":""اشتراط"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Stipulation is a legitimate requirement sense; not excluded for being secondary."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Stipulation is a legitimate requirement sense; not excluded for being secondary.","high"
"1800:1","{""headwordIndex"":1800,""translationIndex"":1,""english"":""SOLD"",""original"":""بيعت"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""valid-alternative"",""reason"":""SOLD — بيعت: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1800,""translationIndex"":1,""english"":""SOLD"",""original"":""بيعت"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""The passive past verb was sold naturally expresses sold."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The passive past verb was sold naturally expresses sold.","high"
"3156:4","{""headwordIndex"":3156,""translationIndex"":4,""english"":""QUALIFIED"",""original"":""مؤهلون"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""QUALIFIED — مؤهلون: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":3156,""translationIndex"":4,""english"":""QUALIFIED"",""original"":""مؤهلون"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""The plural qualified form is a natural adjective with an implicit people referent."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The plural qualified form is a natural adjective with an implicit people referent.","high"
"1728:0","{""headwordIndex"":1728,""translationIndex"":0,""english"":""BASKET"",""original"":""السلة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""BASKET — السلة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1728,""translationIndex"":0,""english"":""BASKET"",""original"":""السلة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Standard basket noun with article."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Standard basket noun with article.","high"
"2689:0","{""headwordIndex"":2689,""translationIndex"":0,""english"":""BUILDINGS"",""original"":""المباني"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""BUILDINGS — المباني: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2689,""translationIndex"":0,""english"":""BUILDINGS"",""original"":""المباني"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Standard plural buildings noun."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Standard plural buildings noun.","high"
"1688:1","{""headwordIndex"":1688,""translationIndex"":1,""english"":""MONTHLY"",""original"":""شهرية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""MONTHLY — شهرية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1688,""translationIndex"":1,""english"":""MONTHLY"",""original"":""شهرية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Feminine monthly is a legitimate adjective use, not a noun assignment."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Feminine monthly is a legitimate adjective use, not a noun assignment.","high"
"1701:2","{""headwordIndex"":1701,""translationIndex"":2,""english"":""BOTTOM"",""original"":""أسفل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""BOTTOM — أسفل: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1701,""translationIndex"":2,""english"":""BOTTOM"",""original"":""أسفل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""أسفل can name the lower part/bottom; retain the noun mapping."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","أسفل can name the lower part/bottom; retain the noun mapping.","high"
"1869:1","{""headwordIndex"":1869,""translationIndex"":1,""english"":""THINKING"",""original"":""التفكير"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""THINKING — التفكير: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1869,""translationIndex"":1,""english"":""THINKING"",""original"":""التفكير"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""The verbal noun names thinking as an activity."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The verbal noun names thinking as an activity.","high"
"2760:0","{""headwordIndex"":2760,""translationIndex"":0,""english"":""OPTICAL"",""original"":""بصرية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""OPTICAL — بصرية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2760,""translationIndex"":0,""english"":""OPTICAL"",""original"":""بصرية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Natural feminine optical adjective."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Natural feminine optical adjective.","high"
"1668:0","{""headwordIndex"":1668,""translationIndex"":0,""english"":""GALLERIES"",""original"":""المعارض"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""GALLERIES — المعارض: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1668,""translationIndex"":0,""english"":""GALLERIES"",""original"":""المعارض"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Exhibition galleries are naturally represented by this plural noun."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Exhibition galleries are naturally represented by this plural noun.","high"
"2322:3","{""headwordIndex"":2322,""translationIndex"":3,""english"":""CREDITS"",""original"":""أرصدة دائنة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""accounting credit balances"",""reasonCode"":""natural-preferred"",""reason"":""CREDITS — أرصدة دائنة (accounting credit balances): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2322,""translationIndex"":3,""english"":""CREDITS"",""original"":""أرصدة دائنة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""accounting credit balances"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""The phrase precisely identifies credit balances; the narrow sense is explicitly recorded."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The phrase precisely identifies credit balances; the narrow sense is explicitly recorded.","high"
"2933:1","{""headwordIndex"":2933,""translationIndex"":1,""english"":""CONCERN"",""original"":""قلق"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""worry"",""reasonCode"":""natural-preferred"",""reason"":""CONCERN — قلق (worry): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2933,""translationIndex"":1,""english"":""CONCERN"",""original"":""قلق"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""worry"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Concern as worry is correctly distinguished from a matter of concern."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Concern as worry is correctly distinguished from a matter of concern.","high"
"1664:1","{""headwordIndex"":1664,""translationIndex"":1,""english"":""HITS"",""original"":""يضرب"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""verb"",""sense"":""strikes"",""reasonCode"":""natural-preferred"",""reason"":""HITS — يضرب (strikes): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1664,""translationIndex"":1,""english"":""HITS"",""original"":""يضرب"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""verb"",""sense"":""strikes"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""The finite verb hits means strikes; this is separate from the plural noun."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The finite verb hits means strikes; this is separate from the plural noun.","high"
"2627:4","{""headwordIndex"":2627,""translationIndex"":4,""english"":""INSTANT"",""original"":""لحظة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""moment"",""reasonCode"":""natural-preferred"",""reason"":""INSTANT — لحظة (moment): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2627,""translationIndex"":4,""english"":""INSTANT"",""original"":""لحظة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""moment"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""An instant is a moment, distinct from the immediate adjective."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","An instant is a moment, distinct from the immediate adjective.","high"
"4628:1","{""headwordIndex"":4628,""translationIndex"":1,""english"":""LIE"",""original"":""الكذب"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""falsehood"",""reasonCode"":""valid-alternative"",""reason"":""LIE — الكذب (falsehood): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":4628,""translationIndex"":1,""english"":""LIE"",""original"":""الكذب"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""falsehood"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""The action/falsehood noun is a legitimate lie sense, not reclining."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The action/falsehood noun is a legitimate lie sense, not reclining.","high"
"3338:0","{""headwordIndex"":3338,""translationIndex"":0,""english"":""RESERVATION"",""original"":""حجز"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""booking"",""reasonCode"":""natural-preferred"",""reason"":""RESERVATION — حجز (booking): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":3338,""translationIndex"":0,""english"":""RESERVATION"",""original"":""حجز"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""booking"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Reservation as booking is distinct from an expressed doubt."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Reservation as booking is distinct from an expressed doubt.","high"
"2142:2","{""headwordIndex"":2142,""translationIndex"":2,""english"":""OPENING"",""original"":""افتتاح"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""inauguration"",""reasonCode"":""natural-preferred"",""reason"":""OPENING — افتتاح (inauguration): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2142,""translationIndex"":2,""english"":""OPENING"",""original"":""افتتاح"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""inauguration"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""The opening/inauguration noun is distinct from physically opening something."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The opening/inauguration noun is distinct from physically opening something.","high"
"2734:0","{""headwordIndex"":2734,""translationIndex"":0,""english"":""CIRCUIT"",""original"":""الدائرة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""electrical circuit"",""reasonCode"":""valid-alternative"",""reason"":""CIRCUIT — الدائرة (electrical circuit): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2734,""translationIndex"":0,""english"":""CIRCUIT"",""original"":""الدائرة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""electrical circuit"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""The electrical-circuit noun is valid and distinguished from a race circuit."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The electrical-circuit noun is valid and distinguished from a race circuit.","high"
"1984:0","{""headwordIndex"":1984,""translationIndex"":0,""english"":""HEARING"",""original"":""سماع"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""hearing sounds"",""reasonCode"":""valid-alternative"",""reason"":""HEARING — سماع (hearing sounds): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1984,""translationIndex"":0,""english"":""HEARING"",""original"":""سماع"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""hearing sounds"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Sماع names hearing/listening activity, distinct from a formal hearing."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Sماع names hearing/listening activity, distinct from a formal hearing.","high"
"1984:2","{""headwordIndex"":1984,""translationIndex"":2,""english"":""HEARING"",""original"":""جلسة استماع"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""formal hearing"",""reasonCode"":""valid-alternative"",""reason"":""HEARING — جلسة استماع (formal hearing): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1984,""translationIndex"":2,""english"":""HEARING"",""original"":""جلسة استماع"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""formal hearing"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""The naturally spaced phrase identifies a formal hearing."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The naturally spaced phrase identifies a formal hearing.","high"
"2058:2","{""headwordIndex"":2058,""translationIndex"":2,""english"":""FINDING"",""original"":""العثور على"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""FINDING — العثور على: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2058,""translationIndex"":2,""english"":""FINDING"",""original"":""العثور على"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""The finding action phrase is natural; preserve its preposition and spaces."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The finding action phrase is natural; preserve its preposition and spaces.","high"
"2196:0","{""headwordIndex"":2196,""translationIndex"":0,""english"":""HEADLINES"",""original"":""العناوين الرئيسية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""HEADLINES — العناوين الرئيسية: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2196,""translationIndex"":0,""english"":""HEADLINES"",""original"":""العناوين الرئيسية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Natural main-headlines phrase in MSA."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Natural main-headlines phrase in MSA.","high"
"1973:1","{""headwordIndex"":1973,""translationIndex"":1,""english"":""PROVIDERS"",""original"":""مقدمو الخدمات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""PROVIDERS — مقدمو الخدمات: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1973,""translationIndex"":1,""english"":""PROVIDERS"",""original"":""مقدمو الخدمات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Providers of services is a natural explicit noun phrase for providers."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Providers of services is a natural explicit noun phrase for providers.","high"
"1826:0","{""headwordIndex"":1826,""translationIndex"":0,""english"":""RINGTONES"",""original"":""نغمات الرنين"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""RINGTONES — نغمات الرنين: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1826,""translationIndex"":0,""english"":""RINGTONES"",""original"":""نغمات الرنين"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Natural ringtone phrase with plural noun."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Natural ringtone phrase with plural noun.","high"
"3643:1","{""headwordIndex"":3643,""translationIndex"":1,""english"":""ANNIVERSARY"",""original"":""الذكرى السنوية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""ANNIVERSARY — الذكرى السنوية: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":3643,""translationIndex"":1,""english"":""ANNIVERSARY"",""original"":""الذكرى السنوية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Natural annual-anniversary noun phrase."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Natural annual-anniversary noun phrase.","high"
