"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict","effectiveTranslation","sense"
"1867","0","INITIAL","الاولي","review","msa","medium","","","","","adjective","orthography-review","INITIAL — الاولي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1867:0","الأولي","false","{""arabic"":""الاولي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1867","1","INITIAL","اولية","review","msa","medium","","","","","adjective","orthography-review","INITIAL — اولية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1867:1","الأولي","false","{""arabic"":""اولية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1867","2","INITIAL","اوليا","review","msa","medium","","","","","adverb","orthography-review","INITIAL — اوليا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1867:2","الأولي","false","{""arabic"":""اوليا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adverb""}",""
"5089","0","BAN","بحظر","review","msa","medium","","","","","noun","construction-or-sense-review","BAN — بحظر: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","5089:0","الحظر","false","{""arabic"":""بحظر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1886","0","FISHING","الصيد","review","msa","medium","","","","","noun","construction-or-sense-review","FISHING — الصيد: الصيد covers hunting/catching broadly; the fishing-specific rendering صيد الأسماك is supported.","AI-assisted linguistic review","[]","1886:0","صيد الأسماك","false","{""arabic"":""الصيد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2494","0","CONTAINED","احتواء","review","msa","medium","","","","","verb","construction-or-sense-review","CONTAINED — احتواء: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2494:0","الواردة","false","{""arabic"":""احتواء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1909","1","DOLLARS","دولار","review","msa","medium","","","","","noun","construction-or-sense-review","DOLLARS — دولار: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1909:1","دولار","true","{""arabic"":""دولار"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"4141","0","EXHIBIT","المعرض","review","msa","medium","","","","","noun","construction-or-sense-review","EXHIBIT — المعرض: المعرض normally means exhibition rather than one exhibit; a supported exhibit sense is needed.","AI-assisted linguistic review","[]","4141:0","معرض","false","{""arabic"":""المعرض"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"4141","1","EXHIBIT","معرض","review","msa","medium","","","","","noun","construction-or-sense-review","EXHIBIT — معرض: معرض can be an exhibition/showroom; defer the individual-exhibit mapping rather than broadly reject secondary uses.","AI-assisted linguistic review","[]","4141:1","معرض","true","{""arabic"":""معرض"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1954","1","WALK","امشي","review","msa","medium","","","","","verb","orthography-review","WALK — امشي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1954:1","المشي","false","{""arabic"":""امشي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1957","0","ITALIAN","ايطالي","review","msa","medium","","","","","adjective","orthography-review","ITALIAN — ايطالي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1957:0","الايطالية","false","{""arabic"":""ايطالي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1957","1","ITALIAN","الايطالية","review","msa","medium","","","","","noun","orthography-review","ITALIAN — الايطالية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1957:1","الايطالية","true","{""arabic"":""الايطالية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1957","2","ITALIAN","ايطالية","review","msa","medium","","","","","adjective","orthography-review","ITALIAN — ايطالية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1957:2","الايطالية","false","{""arabic"":""ايطالية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1957","3","ITALIAN","ايطاليا","review","msa","medium","","","","","noun","orthography-review","ITALIAN — ايطاليا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1957:3","الايطالية","false","{""arabic"":""ايطاليا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1957","4","ITALIAN","الايطالي","review","msa","medium","","","","","adjective","orthography-review","ITALIAN — الايطالي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1957:4","الايطالية","false","{""arabic"":""الايطالي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1958","0","PAPERBACK","غلاف ورقي","review","msa","medium","","","","","noun","construction-or-sense-review","PAPERBACK — غلاف ورقي: غلاف ورقي denotes a paper cover; the dictionary may intend the binding rather than the book, so leave the standalone noun mapping unresolved.","AI-assisted linguistic review","[]","1958:0","غلاف ورقي","true","{""arabic"":""غلاف ورقي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1973","0","PROVIDERS","مقدمي","review","msa","medium","","","","","noun","construction-or-sense-review","PROVIDERS — مقدمي: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1973:0","مقدمو الخدمات","false","{""arabic"":""مقدمي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"3589","2","BLOGGER","المدونة","review","msa","medium","","","","","noun","construction-or-sense-review","BLOGGER — المدونة: المدونة could be female blogger or the blog; lack of a discriminating context needs review.","AI-assisted linguistic review","[]","3589:2","مدون","false","{""arabic"":""المدونة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1988","0","ENTRIES","مداخل","review","msa","medium","","","","","noun","construction-or-sense-review","ENTRIES — مداخل (entrances): Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1988:0","إدخالات","false","{""arabic"":""مداخل"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun"",""sense"":""entrances""}","entrances"
"2014","0","REPORTING","الابلاغ","review","msa","medium","","","","","noun","orthography-review","REPORTING — الابلاغ: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2014:0","الإبلاغ","false","{""arabic"":""الابلاغ"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2014","1","REPORTING","ابلاغ","review","msa","medium","","","","","noun","orthography-review","REPORTING — ابلاغ: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2014:1","الإبلاغ","false","{""arabic"":""ابلاغ"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2015","0","ESSENTIAL","اساسي","review","msa","medium","","","","","adjective","orthography-review","ESSENTIAL — اساسي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2015:0","ضروري","false","{""arabic"":""اساسي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"2020","0","AFFILIATE","المنتسبة","review","msa","medium","","","","","adjective","construction-or-sense-review","AFFILIATE — المنتسبة: The participial affiliated relationship requires construction/context for English affiliate; leave POS/sense review.","AI-assisted linguistic review","[]","2020:0","التابعة لها","false","{""arabic"":""المنتسبة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"2020","1","AFFILIATE","التابعة لها","review","msa","medium","","","","","adjective","construction-or-sense-review","AFFILIATE — التابعة لها: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2020:1","التابعة لها","true","{""arabic"":""التابعة لها"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"3643","0","ANNIVERSARY","ذكرى","review","msa","medium","","","","","noun","construction-or-sense-review","ANNIVERSARY — ذكرى: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","3643:0","الذكرى السنوية","false","{""arabic"":""ذكرى"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"3656","0","TYPICALLY","نموذجيا","review","msa","medium","","","","","adverb","construction-or-sense-review","TYPICALLY — نموذجيا: نموذجيا tends to mean ideally/exemplarily; do not substitute it for usually without contextual evidence.","AI-assisted linguistic review","[]","3656:0","عادة","false","{""arabic"":""نموذجيا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adverb""}",""
"3258","0","CONTRIBUTIONS","الاشتراكات","review","msa","medium","","","","","noun","construction-or-sense-review","CONTRIBUTIONS — الاشتراكات: الاشتراكات means subscriptions/memberships; a contribution sense requires explicit context.","AI-assisted linguistic review","[]","3258:0","المساهمات","false","{""arabic"":""الاشتراكات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2058","1","FINDING","ايجاد","review","msa","medium","","","","","noun","orthography-review","FINDING — ايجاد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2058:1","العثور على","false","{""arabic"":""ايجاد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1658","1","WIFE","زوجه","review","msa","medium","","","","","noun","orthography-review","WIFE — زوجه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1658:1","زوجة","false","{""arabic"":""زوجه"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1661","2","FORMER","السابقون","review","msa","medium","","","","","noun","construction-or-sense-review","FORMER — السابقون: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1661:2","السابقون","true","{""arabic"":""السابقون"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1664","2","HITS","الزيارات","approved","msa","high","true","true","false","false","noun","valid-alternative","HITS — الزيارات (web visits): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1664:2","الزيارات","false","{""arabic"":""الزيارات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun"",""sense"":""web visits""}","web visits"
"1676","0","LITERATURE","الادب","review","msa","medium","","","","","noun","orthography-review","LITERATURE — الادب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1676:0","الأدب","false","{""arabic"":""الادب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1676","1","LITERATURE","ادب","review","msa","medium","","","","","noun","orthography-review","LITERATURE — ادب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1676:1","الأدب","false","{""arabic"":""ادب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2082","1","REASONS","اسباب","review","msa","medium","","","","","noun","orthography-review","REASONS — اسباب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2082:1","أسباب","false","{""arabic"":""اسباب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2082","2","REASONS","الاسباب","review","msa","medium","","","","","noun","orthography-review","REASONS — الاسباب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2082:2","أسباب","false","{""arabic"":""الاسباب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2685","1","CERTIFICATION","الشهادات","review","msa","medium","","","","","noun","construction-or-sense-review","CERTIFICATION — الشهادات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2685:1","الشهادات","true","{""arabic"":""الشهادات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1690","0","FRAME","الاطار","review","msa","medium","","","","","noun","orthography-review","FRAME — الاطار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1690:0","الإطار","false","{""arabic"":""الاطار"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1690","1","FRAME","اطار","review","msa","medium","","","","","noun","orthography-review","FRAME — اطار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1690:1","الإطار","false","{""arabic"":""اطار"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"5307","2","HUB","هاب","review","uncertain","medium","","","","","uncertain","register-review","HUB — هاب: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","5307:2","المحور","false","{""arabic"":""هاب"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""uncertain""}",""
"5307","3","HUB","هب","review","uncertain","medium","","","","","uncertain","register-review","HUB — هب: هب is an Arabic verb under some readings, but not a natural isolated hub noun rendering; register/identity unresolved.","AI-assisted linguistic review","[]","5307:3","المحور","false","{""arabic"":""هب"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""uncertain""}",""
"2107","0","PROCEDURE","الاجراء","review","msa","medium","","","","","noun","orthography-review","PROCEDURE — الاجراء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2107:0","الإجراء","false","{""arabic"":""الاجراء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2107","1","PROCEDURE","الاجراءات","review","msa","medium","","","","","noun","orthography-review","PROCEDURE — الاجراءات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2107:1","الإجراء","false","{""arabic"":""الاجراءات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2107","2","PROCEDURE","اجراء","review","msa","medium","","","","","noun","orthography-review","PROCEDURE — اجراء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2107:2","الإجراء","false","{""arabic"":""اجراء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2723","0","PROVISION","الحكم","review","msa","medium","","","","","noun","construction-or-sense-review","PROVISION — الحكم: الحكم may denote a legal provision in context but is not the general supply sense; leave this specialized relationship for review.","AI-assisted linguistic review","[]","2723:0","الحكم","true","{""arabic"":""الحكم"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1740","1","SKIP","سكيب","review","uncertain","medium","","","","","uncertain","register-review","SKIP — سكيب: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1740:1","تخطي","false","{""arabic"":""سكيب"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""uncertain""}",""
"1744","2","GEAR","والعتاد","review","msa","medium","","","","","noun","construction-or-sense-review","GEAR — والعتاد: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1744:2","والعتاد","true","{""arabic"":""والعتاد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2148","1","PLASTIC","البلاستيكية","review","msa","medium","","","","","adjective","construction-or-sense-review","PLASTIC — البلاستيكية: البلاستيكية could be a feminine adjective; the headword supports that use but standalone article construction needs review.","AI-assisted linguistic review","[]","2148:1","البلاستيك","false","{""arabic"":""البلاستيكية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1751","0","NATION","امة","review","msa","medium","","","","","noun","orthography-review","NATION — امة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1751:0","الأمة","false","{""arabic"":""امة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1751","1","NATION","الامة","review","msa","medium","","","","","noun","orthography-review","NATION — الامة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1751:1","الأمة","false","{""arabic"":""الامة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1767","0","FACILITY","منشاة","review","msa","medium","","","","","noun","orthography-review","FACILITY — منشاة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1767:0","المرفق","false","{""arabic"":""منشاة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"3774","0","CAPTURE","اسر","review","msa","medium","","","","","noun","orthography-review","CAPTURE — اسر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3774:0","أسر","false","{""arabic"":""اسر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1781","0","FOREST","الغابات","review","msa","medium","","","","","noun","construction-or-sense-review","FOREST — الغابات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1781:0","الغابات","true","{""arabic"":""الغابات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1781","3","FOREST","غابات","review","msa","medium","","","","","noun","construction-or-sense-review","FOREST — غابات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1781:3","الغابات","false","{""arabic"":""غابات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2182","1","ADVENTURE","مغامرات","review","msa","medium","","","","","noun","construction-or-sense-review","ADVENTURE — مغامرات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2182:1","مغامرة","false","{""arabic"":""مغامرات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"3784","0","MECHANISM","الالية","review","msa","medium","","","","","noun","orthography-review","MECHANISM — الالية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3784:0","آلية","false","{""arabic"":""الالية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"3784","1","MECHANISM","الية","review","msa","medium","","","","","noun","orthography-review","MECHANISM — الية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3784:1","آلية","false","{""arabic"":""الية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1793","0","LISTEN","اسمع","review","msa","medium","","","","","verb","construction-or-sense-review","LISTEN — اسمع: اسمع is hear/hear me; listen is deliberate attention. Review the imperative pragmatics rather than automatically conflate the verbs.","AI-assisted linguistic review","[]","1793:0","استمعوا","false","{""arabic"":""اسمع"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1793","3","LISTEN","اسمعوا","review","msa","medium","","","","","verb","construction-or-sense-review","LISTEN — اسمعوا: اسمعوا may pragmatically mean listen, but the literal hear/listen distinction needs a supported construction.","AI-assisted linguistic review","[]","1793:3","استمعوا","false","{""arabic"":""اسمعوا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"2195","0","PARKING","موقف سيارات","review","msa","medium","","","","","noun","construction-or-sense-review","PARKING — موقف سيارات: موقف سيارات denotes a car park/parking place; parking can be the activity or provision of spaces, so leave the construction unresolved.","AI-assisted linguistic review","[]","2195:0","موقف سيارات","true","{""arabic"":""موقف سيارات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1800","0","SOLD","تباع","review","msa","medium","","","","","verb","construction-or-sense-review","SOLD — تباع: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1800:0","بيعت","false","{""arabic"":""تباع"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1807","0","LOWEST","ادنى","review","msa","medium","","","","","adjective","orthography-review","LOWEST — ادنى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1807:0","أدنى مستوى","false","{""arabic"":""ادنى"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1807","1","LOWEST","أدنى مستوى","review","msa","medium","","","","","adjective","construction-or-sense-review","LOWEST — أدنى مستوى: أدنى مستوى adds level to the superlative; review the noun-phrase/adjective presentation.","AI-assisted linguistic review","[]","1807:1","أدنى مستوى","true","{""arabic"":""أدنى مستوى"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1813","1","LIVES","حياة","review","msa","medium","","","","","noun","construction-or-sense-review","LIVES — حياة: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1813:1","حياة","true","{""arabic"":""حياة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"3823","2","DETECTION","كشف الكشف","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","DETECTION — كشف الكشف: كشف الكشف is a duplicated genitive label, not a natural isolated detection equivalent.","AI-assisted linguistic review","[]","3823:2","كشف الكشف","true","{""arabic"":""كشف الكشف"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1823","0","STONE","ستون","review","uncertain","medium","","","","","uncertain","register-review","STONE — ستون: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1823:0","الحجر","false","{""arabic"":""ستون"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""uncertain""}",""
"1823","2","STONE","الحجارة","review","msa","medium","","","","","noun","construction-or-sense-review","STONE — الحجارة: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1823:2","الحجر","false","{""arabic"":""الحجارة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1823","3","STONE","حجارة","review","msa","medium","","","","","noun","construction-or-sense-review","STONE — حجارة: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1823:3","الحجر","false","{""arabic"":""حجارة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1839","0","PAIN","الالم","review","msa","medium","","","","","noun","orthography-review","PAIN — الالم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1839:0","ألم","false","{""arabic"":""الالم"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1839","1","PAIN","الم","review","msa","medium","","","","","noun","orthography-review","PAIN — الم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1839:1","ألم","false","{""arabic"":""الم"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2242","0","OBJECTS","الاجسام","review","msa","medium","","","","","noun","orthography-review","OBJECTS — الاجسام: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2242:0","كائنات","false","{""arabic"":""الاجسام"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2242","1","OBJECTS","اجسام","review","msa","medium","","","","","noun","orthography-review","OBJECTS — اجسام: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2242:1","كائنات","false","{""arabic"":""اجسام"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1855","0","ROOT","روت","review","uncertain","medium","","","","","uncertain","register-review","ROOT — روت: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1855:0","جذر","false","{""arabic"":""روت"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""uncertain""}",""
"1855","1","ROOT","جذور","review","msa","medium","","","","","noun","construction-or-sense-review","ROOT — جذور: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1855:1","جذر","false","{""arabic"":""جذور"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2263","2","PERSONNEL","الافراد","review","msa","medium","","","","","noun","orthography-review","PERSONNEL — الافراد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2263:2","الأفراد","false","{""arabic"":""الافراد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1863","0","GRADUATE","التخرج","review","msa","medium","","","","","verb","construction-or-sense-review","GRADUATE — التخرج: التخرج denotes graduation, while graduate can be a verb/person; the isolated action rendering needs construction review.","AI-assisted linguistic review","[]","1863:0","خريج","false","{""arabic"":""التخرج"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1865","1","SHOT","اطلاق النار","review","msa","medium","","","","","noun","orthography-review","SHOT — اطلاق النار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1865:1","اطلاق النار","true","{""arabic"":""اطلاق النار"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
