"sourceId","originalDecision","revisedDecision","reason","confidence"
"1715:0","{""headwordIndex"":1715,""translationIndex"":0,""english"":""SWITCH"",""original"":""التبديل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""SWITCH — التبديل: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1715,""translationIndex"":0,""english"":""SWITCH"",""original"":""التبديل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""التبديل names the act of switching, an English switch noun use."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","التبديل names the act of switching, an English switch noun use.","high"
"1903:1","{""headwordIndex"":1903,""translationIndex"":1,""english"":""CRIME"",""original"":""الجريمة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""CRIME — الجريمة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1903,""translationIndex"":1,""english"":""CRIME"",""original"":""الجريمة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""Standard crime noun with article."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Standard crime noun with article.","high"
"4937:3","{""headwordIndex"":4937,""translationIndex"":3,""english"":""ROUTINE"",""original"":""الروتينية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""ROUTINE — الروتينية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":4937,""translationIndex"":3,""english"":""ROUTINE"",""original"":""الروتينية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""The feminine definite routine adjective is valid."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The feminine definite routine adjective is valid.","high"
"2550:4","{""headwordIndex"":2550,""translationIndex"":4,""english"":""SLEEP"",""original"":""النوم"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""SLEEP — النوم: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2550,""translationIndex"":4,""english"":""SLEEP"",""original"":""النوم"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""Standard sleep activity noun with article."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Standard sleep activity noun with article.","high"
"3861:1","{""headwordIndex"":3861,""translationIndex"":1,""english"":""TASTE"",""original"":""ذوق"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""TASTE — ذوق: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":3861,""translationIndex"":1,""english"":""TASTE"",""original"":""ذوق"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""ذوق naturally expresses taste; do not force an aesthetic-only sense label."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","ذوق naturally expresses taste; do not force an aesthetic-only sense label.","high"
"3513:2","{""headwordIndex"":3513,""translationIndex"":2,""english"":""FLEXIBLE"",""original"":""مرن"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adjective"",""reasonCode"":""natural-preferred"",""reason"":""FLEXIBLE — مرن: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":3513,""translationIndex"":2,""english"":""FLEXIBLE"",""original"":""مرن"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adjective"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""Natural flexible adjective."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Natural flexible adjective.","high"
"2821:1","{""headwordIndex"":2821,""translationIndex"":1,""english"":""TRENDS"",""original"":""الاتجاهات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""TRENDS — الاتجاهات: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2821,""translationIndex"":1,""english"":""TRENDS"",""original"":""الاتجاهات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""The directions/tendencies noun legitimately expresses trends."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The directions/tendencies noun legitimately expresses trends.","high"
"2881:0","{""headwordIndex"":2881,""translationIndex"":0,""english"":""NOISE"",""original"":""ضجيج"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""NOISE — ضجيج: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2881,""translationIndex"":0,""english"":""NOISE"",""original"":""ضجيج"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""Natural noise noun; synonyms do not make it an unfair reverse clue."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Natural noise noun; synonyms do not make it an unfair reverse clue.","high"
"1782:3","{""headwordIndex"":1782,""translationIndex"":3,""english"":""CALLS"",""original"":""مكالمات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""CALLS — مكالمات: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1782,""translationIndex"":3,""english"":""CALLS"",""original"":""مكالمات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""مكالمات naturally supplies calls."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","مكالمات naturally supplies calls.","high"
"3256:1","{""headwordIndex"":3256,""translationIndex"":1,""english"":""PILOT"",""original"":""طيار"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""PILOT — طيار: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":3256,""translationIndex"":1,""english"":""PILOT"",""original"":""طيار"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""طيار naturally supplies a pilot."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","طيار naturally supplies a pilot.","high"
"2176:0","{""headwordIndex"":2176,""translationIndex"":0,""english"":""CONTACTS"",""original"":""الاتصالات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""CONTACTS — الاتصالات: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2176,""translationIndex"":0,""english"":""CONTACTS"",""original"":""الاتصالات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""الاتصالات can express contacts/communications; the noun relationship remains valid."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","الاتصالات can express contacts/communications; the noun relationship remains valid.","high"
"1904:0","{""headwordIndex"":1904,""translationIndex"":0,""english"":""COUNT"",""original"":""كونت"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""noble title"",""reasonCode"":""natural-preferred"",""reason"":""COUNT — كونت (noble title): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1904,""translationIndex"":0,""english"":""COUNT"",""original"":""كونت"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""noble title"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""كونت is the conventional noble-title borrowing, distinct from numerical count."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","كونت is the conventional noble-title borrowing, distinct from numerical count.","high"
"2953:2","{""headwordIndex"":2953,""translationIndex"":2,""english"":""AGES"",""original"":""العصور"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""eras"",""reasonCode"":""valid-alternative"",""reason"":""AGES — العصور (eras): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2953,""translationIndex"":2,""english"":""AGES"",""original"":""العصور"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""eras"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""The ages/eras noun is distinct from people's ages."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The ages/eras noun is distinct from people's ages.","high"
"2607:2","{""headwordIndex"":2607,""translationIndex"":2,""english"":""RINGS"",""original"":""حلقات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""loops"",""reasonCode"":""valid-alternative"",""reason"":""RINGS — حلقات (loops): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2607,""translationIndex"":2,""english"":""RINGS"",""original"":""حلقات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""loops"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""حلقات expresses rings as loops rather than jewelry."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","حلقات expresses rings as loops rather than jewelry.","high"
"1970:3","{""headwordIndex"":1970,""translationIndex"":3,""english"":""DRUGS"",""original"":""المخدرات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""narcotics"",""reasonCode"":""valid-alternative"",""reason"":""DRUGS — المخدرات (narcotics): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1970,""translationIndex"":3,""english"":""DRUGS"",""original"":""المخدرات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""narcotics"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""المخدرات supplies the narcotics sense, distinct from therapeutic drugs."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","المخدرات supplies the narcotics sense, distinct from therapeutic drugs.","high"
"2031:2","{""headwordIndex"":2031,""translationIndex"":2,""english"":""RECOVERY"",""original"":""التعافي"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""return to health"",""reasonCode"":""natural-preferred"",""reason"":""RECOVERY — التعافي (return to health): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2031,""translationIndex"":2,""english"":""RECOVERY"",""original"":""التعافي"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""return to health"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""The recovery noun expresses return to health, distinguished from retrieval."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The recovery noun expresses return to health, distinguished from retrieval.","high"
"2953:1","{""headwordIndex"":2953,""translationIndex"":1,""english"":""AGES"",""original"":""عصور"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""eras"",""reasonCode"":""natural-preferred"",""reason"":""AGES — عصور (eras): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2953,""translationIndex"":1,""english"":""AGES"",""original"":""عصور"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""eras"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""عصور naturally names historical ages/eras."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","عصور naturally names historical ages/eras.","high"
"1902:2","{""headwordIndex"":1902,""translationIndex"":2,""english"":""MASS"",""original"":""قداس"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""religious service"",""reasonCode"":""natural-preferred"",""reason"":""MASS — قداس (religious service): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1902,""translationIndex"":2,""english"":""MASS"",""original"":""قداس"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""religious service"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""قداس is the religious-service sense of mass, not physical quantity."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","قداس is the religious-service sense of mass, not physical quantity.","high"
"2682:3","{""headwordIndex"":2682,""translationIndex"":3,""english"":""APPEAL"",""original"":""الاستئناف"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""legal challenge"",""reasonCode"":""valid-alternative"",""reason"":""APPEAL — الاستئناف (legal challenge): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2682,""translationIndex"":3,""english"":""APPEAL"",""original"":""الاستئناف"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""legal challenge"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""The appeal noun is a legal challenge, distinct from a general request."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The appeal noun is a legal challenge, distinct from a general request.","high"
"2031:5","{""headwordIndex"":2031,""translationIndex"":5,""english"":""RECOVERY"",""original"":""الاسترداد"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""retrieval"",""reasonCode"":""valid-alternative"",""reason"":""RECOVERY — الاسترداد (retrieval): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2031,""translationIndex"":5,""english"":""RECOVERY"",""original"":""الاسترداد"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""retrieval"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""الاسترداد expresses recovering/retrieving something rather than health recovery."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","الاسترداد expresses recovering/retrieving something rather than health recovery.","high"
"1989:1","{""headwordIndex"":1989,""translationIndex"":1,""english"":""DATES"",""original"":""المواعيد"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""appointments"",""reasonCode"":""valid-alternative"",""reason"":""DATES — المواعيد (appointments): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1989,""translationIndex"":1,""english"":""DATES"",""original"":""المواعيد"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""appointments"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""المواعيد expresses dates as appointments, distinct from calendar dates."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","المواعيد expresses dates as appointments, distinct from calendar dates.","high"
"2355:0","{""headwordIndex"":2355,""translationIndex"":0,""english"":""SIGNS"",""original"":""العلامات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""SIGNS — العلامات: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2355,""translationIndex"":0,""english"":""SIGNS"",""original"":""العلامات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""Standard signs noun with article."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Standard signs noun with article.","high"
"2706:4","{""headwordIndex"":2706,""translationIndex"":4,""english"":""DRESS"",""original"":""لباس"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""DRESS — لباس: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2706,""translationIndex"":4,""english"":""DRESS"",""original"":""لباس"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""لباس names dress/clothing generally and is a valid noun sense."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","لباس names dress/clothing generally and is a valid noun sense.","high"
"6213:1","{""headwordIndex"":6213,""translationIndex"":1,""english"":""SILENCE"",""original"":""الصمت"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""SILENCE — الصمت: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":6213,""translationIndex"":1,""english"":""SILENCE"",""original"":""الصمت"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""Standard silence noun with article."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Standard silence noun with article.","high"
"2227:1","{""headwordIndex"":2227,""translationIndex"":1,""english"":""BOAT"",""original"":""القارب"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""BOAT — القارب: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2227,""translationIndex"":1,""english"":""BOAT"",""original"":""القارب"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""Standard boat noun with article."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Standard boat noun with article.","high"
"2048:4","{""headwordIndex"":2048,""translationIndex"":4,""english"":""ORANGE"",""original"":""برتقالية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""ORANGE — برتقالية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2048,""translationIndex"":4,""english"":""ORANGE"",""original"":""برتقالية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""The feminine orange-color adjective is valid."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The feminine orange-color adjective is valid.","high"
"1662:1","{""headwordIndex"":1662,""translationIndex"":1,""english"":""IMPLEMENTATION"",""original"":""التنفيذ"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""IMPLEMENTATION — التنفيذ: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1662,""translationIndex"":1,""english"":""IMPLEMENTATION"",""original"":""التنفيذ"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""Standard implementation noun with article."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Standard implementation noun with article.","high"
