"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict","sense"
"1455","0","MATCH","ماتش","review","uncertain","medium","","","","","noun","register-review","MATCH — ماتش: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1455:0","مباراة","false",""
"1457","2","DEFAULT","التخلف","review","msa","medium","","","","","noun","construction-or-sense-review","DEFAULT — التخلف: التخلف may mean failure to meet obligations, as well as other meanings; the precise default sense is not established here.","AI-assisted linguistic review","[]","1457:2","الافتراضي","false",""
"1460","0","BOYS","اولاد","review","msa","medium","","","","","noun","orthography-review","BOYS — اولاد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1460:0","الأولاد","false",""
"1460","2","BOYS","الاولاد","review","msa","medium","","","","","noun","orthography-review","BOYS — الاولاد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1460:2","الأولاد","false",""
"1461","1","OUTDOOR","الهواء الطلق","review","msa","medium","","","","","noun","construction-or-sense-review","OUTDOOR — الهواء الطلق: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1461:1","الهواء الطلق","true",""
"1462","3","DEEP","عمق","review","msa","medium","","","","","noun","construction-or-sense-review","DEEP — عمق: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1462:3","عميق","false",""
"1463","1","MORNING","صباحك","review","msa","medium","","","","","noun","construction-or-sense-review","MORNING — صباحك: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1463:1","صباح الخير","false",""
"1463","3","MORNING","صباح الخير","review","msa","medium","","","","","interjection","construction-or-sense-review","MORNING — صباح الخير: صباح الخير is good morning, an expanded greeting. An elliptical English morning greeting is possible but remains contextual.","AI-assisted linguistic review","[]","1463:3","صباح الخير","true",""
"1464","0","OTHERWISE","والا","review","msa","medium","","","","","conjunction","orthography-review","OTHERWISE — والا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1464:0","خلاف ذلك","false",""
"1475","0","POLITICS","السياسات","review","msa","medium","","","","","noun","construction-or-sense-review","POLITICS — السياسات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1475:0","السياسة","false",""
"1479","0","BOARDS","الواح","review","msa","medium","","","","","noun","orthography-review","BOARDS — الواح: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1479:0","لوحات","false",""
"1479","3","BOARDS","الالواح","review","msa","medium","","","","","noun","orthography-review","BOARDS — الالواح: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1479:3","لوحات","false",""
"1481","1","PARTIES","اطراف","review","msa","medium","","","","","noun","orthography-review","PARTIES — اطراف: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1481:1","الأطراف","false",""
"1481","2","PARTIES","الاطراف","review","msa","medium","","","","","noun","orthography-review","PARTIES — الاطراف: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1481:2","الأطراف","false",""
"1481","4","PARTIES","الاحزاب","review","msa","medium","","","","","noun","orthography-review","PARTIES — الاحزاب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1481:4","الأطراف","false",""
"1481","5","PARTIES","احزاب","review","msa","medium","","","","","noun","orthography-review","PARTIES — احزاب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1481:5","الأطراف","false",""
"1482","0","FISH","مكه","review","uncertain","high","false","false","false","false","uncertain","unsuitable-unclassified","FISH — مكه: مكه does not supply a recognizable fish translation; retain both exclusions and uncertain register without inventing text.","AI-assisted linguistic review","[]","1482:0","سمك","false",""
"1482","3","FISH","فيش","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","FISH — فيش: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1482:3","سمك","false",""
"1482","5","FISH","الاسماك","review","msa","medium","","","","","noun","orthography-review","FISH — الاسماك: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1482:5","سمك","false",""
"1486","3","STRING","سلسلة نص","review","msa","medium","","","","","noun","construction-or-sense-review","STRING — سلسلة نص: سلسلة نص is an awkward text-string phrase; do not rewrite it or approve without review.","AI-assisted linguistic review","[]","1486:3","سلسلة نص","true",""
"1487","0","SENSE","الاحساس","review","msa","medium","","","","","noun","orthography-review","SENSE — الاحساس: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1487:0","إحساس","false",""
"1487","2","SENSE","احساس","review","msa","medium","","","","","noun","orthography-review","SENSE — احساس: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1487:2","إحساس","false",""
"1488","2","MODIFIED","تعديل","review","msa","medium","","","","","noun","construction-or-sense-review","MODIFIED — تعديل: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1488:2","معدلة","false",""
"1495","1","BORN","تولد","review","msa","medium","","","","","verb","construction-or-sense-review","BORN — تولد: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1495:1","ولد","false",""
"1495","3","BORN","يولد","review","msa","medium","","","","","verb","construction-or-sense-review","BORN — يولد: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1495:3","ولد","false",""
"1496","0","UNLESS","مالم","review","msa","medium","","","","","conjunction","orthography-review","UNLESS — مالم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1496:0","إلا إذا","false",""
"1496","1","UNLESS","الا","review","msa","medium","","","","","conjunction","orthography-review","UNLESS — الا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1496:1","إلا إذا","false",""
"1504","1","EXCEPT","الا","review","msa","medium","","","","","preposition","orthography-review","EXCEPT — الا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1504:1","باستثناء","false",""
"1504","2","EXCEPT","ماعدا","review","msa","medium","","","","","preposition","orthography-review","EXCEPT — ماعدا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1504:2","باستثناء","false",""
"1506","0","MAINTENANCE","النفقة","review","msa","medium","","","","","noun","construction-or-sense-review","MAINTENANCE — النفقة: النفقة can mean maintenance payments, a legitimate possible legal sense. Retain it for sense confirmation rather than rejecting specialist overlap automatically.","AI-assisted linguistic review","[]","1506:0","الصيانة","false",""
"1507","2","ABILITY","القدره","review","msa","medium","","","","","noun","orthography-review","ABILITY — القدره: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1507:2","القدرة","false",""
"1511","0","BRANDS","الماركات","review","uncertain","medium","","","","","noun","register-review","BRANDS — الماركات: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1511:0","العلامات التجارية","false",""
"1512","0","PLACES","اماكن","review","msa","medium","","","","","noun","orthography-review","PLACES — اماكن: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1512:0","أماكن","false",""
"1512","1","PLACES","الاماكن","review","msa","medium","","","","","noun","orthography-review","PLACES — الاماكن: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1512:1","أماكن","false",""
"1517","2","SOUTHERN","جنوب","review","msa","medium","","","","","noun","construction-or-sense-review","SOUTHERN — جنوب: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1517:2","الجنوبية","false",""
"1520","2","WINTER","وينتر","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","WINTER — وينتر: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1520:2","الشتاء","false",""
"1520","3","WINTER","ونتر","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","WINTER — ونتر: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1520:3","الشتاء","false",""
"1522","2","BATTERY","بطارية البطارية","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","BATTERY — بطارية البطارية: بطارية البطارية is an unexplained repeated possessive. Keep review with explicit exclusions; do not mechanically remove a repeated word.","AI-assisted linguistic review","[]","1522:2","بطارية البطارية","true",""
"1523","1","YOUTH","شب","review","msa","medium","","","","","uncertain","orthography-review","YOUTH — شب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1523:1","الشباب","false",""
"1530","2","TELEVISION","التليفزيون","review","uncertain","medium","","","","","noun","register-review","TELEVISION — التليفزيون: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1530:2","تلفاز","false",""
"1532","1","CORE","اساسي","review","msa","medium","","","","","adjective","orthography-review","CORE — اساسي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1532:1","الأساسية","false",""
"1532","3","CORE","الأساسية","review","msa","medium","","","","","adjective","orthography-review","CORE — الأساسية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1532:3","الأساسية","true",""
"1538","1","WOOD","وود","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","WOOD — وود: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1538:1","خشب","false",""
"1540","1","DEFINED","تعريف","review","msa","medium","","","","","noun","construction-or-sense-review","DEFINED — تعريف: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1540:1","تعريف","true",""
"1541","0","PAPERS","الاوراق","review","msa","medium","","","","","noun","orthography-review","PAPERS — الاوراق: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1541:0","أوراق","false",""
"1541","4","PAPERS","اوراق","review","msa","medium","","","","","noun","orthography-review","PAPERS — اوراق: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1541:4","أوراق","false",""
"1544","1","FEE","الاجر","review","msa","medium","","","","","noun","orthography-review","FEE — الاجر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1544:1","رسوم","false",""
"1544","3","FEE","اجر","review","msa","medium","","","","","noun","orthography-review","FEE — اجر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1544:3","رسوم","false",""
"1548","1","DEVICE","الاداة","review","msa","medium","","","","","noun","orthography-review","DEVICE — الاداة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1548:1","الجهاز","false",""
"1548","2","DEVICE","اداة","review","msa","medium","","","","","noun","orthography-review","DEVICE — اداة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1548:2","الجهاز","false",""
"1549","0","ESTABLISHED","انشئت","review","msa","medium","","","","","verb","orthography-review","ESTABLISHED — انشئت: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1549:0","المنشأة","false",""
"1549","1","ESTABLISHED","انشئ","review","msa","medium","","","","","verb","orthography-review","ESTABLISHED — انشئ: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1549:1","المنشأة","false",""
"1549","2","ESTABLISHED","انشا","review","msa","medium","","","","","verb","orthography-review","ESTABLISHED — انشا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1549:2","المنشأة","false",""
"1549","3","ESTABLISHED","المنشأة","review","msa","medium","","","","","uncertain","construction-or-sense-review","ESTABLISHED — المنشأة: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1549:3","المنشأة","true",""
"1550","0","ANSWERS","الاجابات","review","msa","medium","","","","","noun","orthography-review","ANSWERS — الاجابات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1550:0","أجوبة","false",""
"1550","1","ANSWERS","اجابات","review","msa","medium","","","","","noun","orthography-review","ANSWERS — اجابات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1550:1","أجوبة","false",""
"1551","0","RENT","ايجار","review","msa","medium","","","","","noun","orthography-review","RENT — ايجار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1551:0","إيجار","false",""
"1554","4","DARK","الظلام الداكن","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","DARK — الظلام الداكن: الظلام الداكن is an unnatural redundant dark darkness phrase. Keep it excluded pending review without changing text.","AI-assisted linguistic review","[]","1554:4","الظلام الداكن","true",""
"1559","1","INSTRUCTIONS","ارشادات","review","msa","medium","","","","","noun","orthography-review","INSTRUCTIONS — ارشادات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1559:1","تعليمات","false",""
"1564","0","REMOVE","ازل","review","msa","medium","","","","","verb","orthography-review","REMOVE — ازل: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1564:0","إزالة","false",""
"1564","1","REMOVE","ازالة","review","msa","medium","","","","","verb","orthography-review","REMOVE — ازالة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1564:1","إزالة","false",""
"1564","2","REMOVE","احذف","review","msa","medium","","","","","verb","orthography-review","REMOVE — احذف: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1564:2","إزالة","false",""
"1567","0","MINIMUM","الادنى","review","msa","medium","","","","","adjective","orthography-review","MINIMUM — الادنى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1567:0","الحد الأدنى","false",""
"1570","0","VARIETY","متنوعة","review","msa","medium","","","","","adjective","construction-or-sense-review","VARIETY — متنوعة: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1570:0","متنوعة","true",""
"1571","0","TEACHERS","الاساتذة","review","msa","medium","","","","","noun","orthography-review","TEACHERS — الاساتذة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1571:0","المعلمون","false",""
"1575","1","BLOCK","بلوك","review","uncertain","medium","","","","","noun","register-review","BLOCK — بلوك: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1575:1","كتلة","false",""
"1578","1","INCREASED","زيادة","review","msa","medium","","","","","noun","construction-or-sense-review","INCREASED — زيادة: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1578:1","زيادة","true",""
"1579","0","REPAIR","اصلاح","review","msa","medium","","","","","noun","orthography-review","REPAIR — اصلاح: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1579:0","إصلاح","false",""
"1579","2","REPAIR","الاصلاح","review","msa","medium","","","","","noun","orthography-review","REPAIR — الاصلاح: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1579:2","إصلاح","false",""
"1580","2","FAIR","عدل","review","msa","medium","","","","","noun","construction-or-sense-review","FAIR — عدل: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1580:2","عادل","false",""
"1581","1","CIVIL","الاهلي","review","msa","medium","","","","","adjective","orthography-review","CIVIL — الاهلي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1581:1","مدني","false",""
"1582","1","STEEL","ستيل","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","STEEL — ستيل: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1582:1","الصلب","false",""
"1584","0","SONGS","اغان","review","msa","medium","","","","","noun","orthography-review","SONGS — اغان: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1584:0","أغاني","false",""
"1584","1","SONGS","الاغاني","review","msa","medium","","","","","noun","orthography-review","SONGS — الاغاني: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1584:1","أغاني","false",""
"1584","2","SONGS","اغاني","review","msa","medium","","","","","noun","orthography-review","SONGS — اغاني: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1584:2","أغاني","false",""
"1586","0","WRONG","الخطا","review","msa","medium","","","","","noun","orthography-review","WRONG — الخطا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1586:0","خطأ","false",""
"1586","1","WRONG","غلط","review","msa","medium","","","","","noun","construction-or-sense-review","WRONG — غلط: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1586:1","خطأ","false",""
"1586","2","WRONG","خطا","review","msa","medium","","","","","noun","orthography-review","WRONG — خطا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1586:2","خطأ","false",""
"1586","4","WRONG","خطأ","review","msa","medium","","","","","noun","construction-or-sense-review","WRONG — خطأ: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1586:4","خطأ","true",""
"1588","1","HANDS","الايدي","review","msa","medium","","","","","noun","orthography-review","HANDS — الايدي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1588:1","الأيدي","false",""
"1588","2","HANDS","ايادي","review","msa","medium","","","","","noun","orthography-review","HANDS — ايادي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1588:2","الأيدي","false",""
"1589","0","ASSOCIATES","الزميلة","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","ASSOCIATES — الزميلة: الزميلة names a single feminine colleague, whereas associates is plural. A suitable nominal construction has not been established; preserve review and exclusions, not automatic categorical rejection.","AI-assisted linguistic review","[]","1589:0","الزميلة","true",""
"1590","0","FINALLY","واخيرا","review","msa","medium","","","","","adverb","orthography-review","FINALLY — واخيرا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1590:0","أخيراً","false",""
"1590","1","FINALLY","اخيرا","review","msa","medium","","","","","adverb","orthography-review","FINALLY — اخيرا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1590:1","أخيراً","false",""
"1598","3","CAPACITY","القدرات","review","msa","medium","","","","","noun","construction-or-sense-review","CAPACITY — القدرات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1598:3","القدرة","false",""
"1603","0","FATHER","الاب","review","msa","medium","","","","","noun","orthography-review","FATHER — الاب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1603:0","أب","false",""
"1603","1","FATHER","ابت","review","uncertain","high","false","false","false","false","uncertain","unsuitable-unclassified","FATHER — ابت: ابت does not establish a normal father citation; it may reflect a defective vocative or unrelated form. Keep uncertain and excluded.","AI-assisted linguistic review","[]","1603:1","أب","false",""
"1603","2","FATHER","اب","review","msa","medium","","","","","noun","orthography-review","FATHER — اب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1603:2","أب","false",""
"1606","2","INSTRUMENTS","الالات","review","msa","medium","","","","","noun","orthography-review","INSTRUMENTS — الالات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1606:2","الصكوك","false",""
"1612","0","RESPECT","ترا","review","uncertain","high","false","false","false","false","uncertain","unsuitable-unclassified","RESPECT — ترا: ترا does not provide the respect meaning in the supplied relationship. Do not guess a replacement or certify its register.","AI-assisted linguistic review","[]","1612:0","الاحترام","false",""
"1618","0","WORTH","يستحق","review","msa","medium","","","","","verb","construction-or-sense-review","WORTH — يستحق: يستحق can express worth through a natural finite construction, but its English POS alignment needs contextual review.","AI-assisted linguistic review","[]","1618:0","قيمة","false",""
"1618","1","WORTH","قيمة","review","msa","medium","","","","","noun","construction-or-sense-review","WORTH — قيمة: قيمة is worth/value as a noun; review the intended lexical reading independently from WORTH meaning deserving.","AI-assisted linguistic review","[]","1618:1","قيمة","true",""
"1619","0","PROCEDURES","الاجراءات","review","msa","medium","","","","","noun","orthography-review","PROCEDURES — الاجراءات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1619:0","الإجراءات","false",""
"1619","1","PROCEDURES","اجراءات","review","msa","medium","","","","","noun","orthography-review","PROCEDURES — اجراءات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1619:1","الإجراءات","false",""
"1621","0","TEACHER","استاذ","review","msa","medium","","","","","noun","orthography-review","TEACHER — استاذ: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1621:0","معلم","false",""
"1623","0","EYES","اعين","review","msa","medium","","","","","noun","orthography-review","EYES — اعين: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1623:0","عيون","false",""
"1623","3","EYES","عين","review","msa","medium","","","","","noun","construction-or-sense-review","EYES — عين: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1623:3","عيون","false",""
"1624","2","RELATIONSHIP","العلاقات","review","msa","medium","","","","","noun","construction-or-sense-review","RELATIONSHIP — العلاقات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1624:2","العلاقة","false",""
"1624","3","RELATIONSHIP","علاقه","review","msa","medium","","","","","noun","orthography-review","RELATIONSHIP — علاقه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1624:3","العلاقة","false",""
"1633","0","CREATIVE","الابداعية","review","msa","medium","","","","","adjective","orthography-review","CREATIVE — الابداعية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1633:0","إبداعي","false",""
"1633","3","CREATIVE","ابداع","review","msa","high","false","false","false","false","uncertain","unsuitable-pending-review","A potentially misleading or malformed relationship remains excluded pending review; a categorical rejection is not sufficiently established. Second pass: ابداع is a misspelled creativity/action noun, potentially natural for creative work in context. Defer the isolated mapping; a noun/adjective difference alone is not rejection evidence.","AI-assisted linguistic review","[]","1633:3","إبداعي","false",""
"1634","2","COAST","كوست","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","COAST — كوست: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1634:2","الساحل","false",""
"1635","3","BENEFIT","الاستحقاقات","review","msa","medium","","","","","noun","construction-or-sense-review","BENEFIT — الاستحقاقات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1635:3","الاستحقاقات","true",""
