"headwordIndex","translationIndex","english","original","status","register","confidence","reasonCode","reason","reviewer","replacement","applied","sourceId","beforeStatus","beforeRegister","finalArabic","beforeGrid","afterGrid","referenceArabic","referenceConflict","referenceConflictReason"
"236","1","WANT","تريد","review","uncertain","medium","needs-linguistic-confirmation","WANT → تريد: The Arabic is second/third-person feminine; defer a standalone headword convention.","AI-assisted linguistic review","","false","stage3a:h236:t1","review","uncertain","تريد","تريد","تريد","تريد","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"237","1","PHONE","تلفون","review","uncertain","medium","needs-linguistic-confirmation","PHONE → تلفون: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h237:t1","review","uncertain","تلفون","تلفون","تلفون","الهاتف","false",""
"243","2","FAMILY","الاسرة","review","uncertain","medium","needs-linguistic-confirmation","FAMILY → الاسرة: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h243:t2","review","uncertain","الاسرة","الاسرة","الاسرة","الأسرة","false",""
"243","3","FAMILY","اسرة","review","uncertain","medium","needs-linguistic-confirmation","FAMILY → اسرة: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h243:t3","review","uncertain","اسرة","اسرة","اسرة","الأسرة","false",""
"244","2","LONG","طويلا","review","uncertain","medium","needs-linguistic-confirmation","LONG → طويلا: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h244:t2","review","uncertain","طويلا","طويلا","طويلا","طويل","false",""
"245","0","BASED","قائم","review","msa","medium","needs-linguistic-confirmation","BASED → قائم: Participle needs a complement; standalone Arabic phrase does not establish a fair clue.","AI-assisted linguistic review","","false","stage3a:h245:t0","review","uncertain","قائم","قائم","قائم","على أساس","false",""
"245","1","BASED","على أساس","review","msa","medium","needs-linguistic-confirmation","BASED → على أساس: Participle needs a complement; standalone Arabic phrase does not establish a fair clue.","AI-assisted linguistic review","","false","stage3a:h245:t1","review","uncertain","على أساس","علىأساس","علىأساس","على أساس","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"246","1","CODE","الكود","review","uncertain","medium","needs-linguistic-confirmation","CODE → الكود: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h246:t1","review","uncertain","الكود","الكود","الكود","الكود","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"246","4","CODE","كود","review","uncertain","medium","needs-linguistic-confirmation","CODE → كود: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h246:t4","review","uncertain","كود","كود","كود","الكود","false",""
"247","0","SHOW","اظهار","review","uncertain","medium","needs-linguistic-confirmation","SHOW → اظهار: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h247:t0","review","uncertain","اظهار","اظهار","اظهار","عرض","false",""
"247","2","SHOW","اظهر","review","uncertain","medium","needs-linguistic-confirmation","SHOW → اظهر: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h247:t2","review","uncertain","اظهر","اظهر","اظهر","عرض","false",""
"248","1","EVEN","حتي","review","uncertain","medium","needs-linguistic-confirmation","EVEN → حتي: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h248:t1","review","uncertain","حتي","حتي","حتي","حتى","false",""
"249","0","BLACK","الاسود","review","uncertain","medium","needs-linguistic-confirmation","BLACK → الاسود: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h249:t0","review","uncertain","الاسود","الاسود","الاسود","أسود","false",""
"249","1","BLACK","اسود","review","uncertain","medium","needs-linguistic-confirmation","BLACK → اسود: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h249:t1","review","uncertain","اسود","اسود","اسود","أسود","false",""
"249","2","BLACK","بلاك","review","uncertain","medium","needs-linguistic-confirmation","BLACK → بلاك: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h249:t2","review","uncertain","بلاك","بلاك","بلاك","أسود","false",""
"252","0","PRICES","اسعار","review","uncertain","medium","needs-linguistic-confirmation","PRICES → اسعار: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h252:t0","review","uncertain","اسعار","اسعار","اسعار","الأسعار","false",""
"252","1","PRICES","الاسعار","review","uncertain","medium","needs-linguistic-confirmation","PRICES → الاسعار: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h252:t1","review","uncertain","الاسعار","الاسعار","الاسعار","الأسعار","false",""
"255","0","BEING","كونك","review","msa","medium","needs-linguistic-confirmation","BEING → كونك: Copula, existence noun and inflection are not interchangeable.","AI-assisted linguistic review","","false","stage3a:h255:t0","review","uncertain","كونك","كونك","كونك","يجري","false",""
"255","1","BEING","يجري","review","msa","medium","needs-linguistic-confirmation","BEING → يجري: Copula, existence noun and inflection are not interchangeable.","AI-assisted linguistic review","","false","stage3a:h255:t1","review","uncertain","يجري","يجري","يجري","يجري","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"258","2","SIGN","اشارة","review","uncertain","medium","needs-linguistic-confirmation","SIGN → اشارة: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h258:t2","review","uncertain","اشارة","اشارة","اشارة","علامة","false",""
"258","4","SIGN","التوقيع","review","uncertain","medium","needs-linguistic-confirmation","SIGN → التوقيع: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h258:t4","review","uncertain","التوقيع","التوقيع","التوقيع","علامة","false",""
"260","1","LINK","لينك","review","uncertain","medium","needs-linguistic-confirmation","LINK → لينك: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h260:t1","review","uncertain","لينك","لينك","لينك","رابط","false",""
"261","3","OPEN","فتح","review","uncertain","medium","needs-linguistic-confirmation","OPEN → فتح: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h261:t3","review","uncertain","فتح","فتح","فتح","مفتوح","false",""
"264","0","SOUTH","جنوبي","review","uncertain","medium","needs-linguistic-confirmation","SOUTH → جنوبي: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h264:t0","review","uncertain","جنوبي","جنوبي","جنوبي","الجنوب","false",""
"264","1","SOUTH","جنوبا","review","uncertain","medium","needs-linguistic-confirmation","SOUTH → جنوبا: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h264:t1","review","uncertain","جنوبا","جنوبا","جنوبا","الجنوب","false",""
"265","4","CASE","كايس","review","uncertain","medium","needs-linguistic-confirmation","CASE → كايس: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h265:t4","review","uncertain","كايس","كايس","كايس","القضية","false",""
"267","0","SAME","نفس","review","uncertain","medium","needs-linguistic-confirmation","SAME → نفس: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h267:t0","review","uncertain","نفس","نفس","نفس","نفس الشيء","false",""
"267","1","SAME","نفسه","review","uncertain","medium","needs-linguistic-confirmation","SAME → نفسه: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h267:t1","review","uncertain","نفسه","نفسه","نفسه","نفس الشيء","false",""
"269","1","VERSION","اصدار","review","uncertain","medium","needs-linguistic-confirmation","VERSION → اصدار: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h269:t1","review","uncertain","اصدار","اصدار","اصدار","النسخة","false",""
"269","2","VERSION","الاصدار","review","uncertain","medium","needs-linguistic-confirmation","VERSION → الاصدار: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h269:t2","review","uncertain","الاصدار","الاصدار","الاصدار","النسخة","false",""
"272","0","FOUND","وجد","review","uncertain","medium","needs-linguistic-confirmation","FOUND → وجد: Past of find vs base found and Arabic tense/person ambiguity require context.","AI-assisted linguistic review","","false","stage3a:h272:t0","review","uncertain","وجد","وجد","وجد","وجدت","false",""
"272","1","FOUND","خلصت","review","uncertain","medium","needs-linguistic-confirmation","FOUND → خلصت: Past of find vs base found and Arabic tense/person ambiguity require context.","AI-assisted linguistic review","","false","stage3a:h272:t1","review","uncertain","خلصت","خلصت","خلصت","وجدت","false",""
"272","2","FOUND","وجدت","review","uncertain","medium","needs-linguistic-confirmation","FOUND → وجدت: Past of find vs base found and Arabic tense/person ambiguity require context.","AI-assisted linguistic review","","false","stage3a:h272:t2","review","uncertain","وجدت","وجدت","وجدت","وجدت","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"276","0","SECURITY","الامن","review","uncertain","medium","needs-linguistic-confirmation","SECURITY → الامن: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h276:t0","review","uncertain","الامن","الامن","الامن","الأمن","false",""
"276","1","SECURITY","الامنية","review","uncertain","medium","needs-linguistic-confirmation","SECURITY → الامنية: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h276:t1","review","uncertain","الامنية","الامنية","الامنية","الأمن","false",""
"279","0","AMERICAN","امريكية","review","uncertain","medium","needs-linguistic-confirmation","AMERICAN → امريكية: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h279:t0","review","uncertain","امريكية","امريكية","امريكية","الأمريكية","false",""
"279","1","AMERICAN","امريكيون","review","uncertain","medium","needs-linguistic-confirmation","AMERICAN → امريكيون: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h279:t1","review","uncertain","امريكيون","امريكيون","امريكيون","الأمريكية","false",""
"279","2","AMERICAN","امريكي","review","uncertain","medium","needs-linguistic-confirmation","AMERICAN → امريكي: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h279:t2","review","uncertain","امريكي","امريكي","امريكي","الأمريكية","false",""
"279","3","AMERICAN","الامريكي","review","uncertain","medium","needs-linguistic-confirmation","AMERICAN → الامريكي: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h279:t3","review","uncertain","الامريكي","الامريكي","الامريكي","الأمريكية","false",""
"282","0","MEMBERS","الاعضاء","review","uncertain","medium","needs-linguistic-confirmation","MEMBERS → الاعضاء: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h282:t0","review","uncertain","الاعضاء","الاعضاء","الاعضاء","الأعضاء","false",""
"282","1","MEMBERS","اعضاء","review","uncertain","medium","needs-linguistic-confirmation","MEMBERS → اعضاء: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h282:t1","review","uncertain","اعضاء","اعضاء","اعضاء","الأعضاء","false",""
"287","0","DOWN","اسفل","review","uncertain","medium","needs-linguistic-confirmation","DOWN → اسفل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h287:t0","review","uncertain","اسفل","اسفل","اسفل","أسفل","false",""
"289","1","SYSTEMS","الانظمة","review","uncertain","medium","needs-linguistic-confirmation","SYSTEMS → الانظمة: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h289:t1","review","uncertain","الانظمة","الانظمة","الانظمة","أنظمة","false",""
"289","3","SYSTEMS","انظمة","review","uncertain","medium","needs-linguistic-confirmation","SYSTEMS → انظمة: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h289:t3","review","uncertain","انظمة","انظمة","انظمة","أنظمة","false",""
"290","2","THREE","ثلاثه","review","uncertain","medium","needs-linguistic-confirmation","THREE → ثلاثه: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h290:t2","review","uncertain","ثلاثه","ثلاثه","ثلاثه","ثلاثة","false",""
"291","2","TOTAL","اجمالي","review","uncertain","medium","needs-linguistic-confirmation","TOTAL → اجمالي: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h291:t2","review","uncertain","اجمالي","اجمالي","اجمالي","المجموع","false",""
"291","3","TOTAL","الاجمالي","review","uncertain","medium","needs-linguistic-confirmation","TOTAL → الاجمالي: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h291:t3","review","uncertain","الاجمالي","الاجمالي","الاجمالي","المجموع","false",""
"294","0","FOLLOWING","تابع","review","uncertain","medium","needs-linguistic-confirmation","FOLLOWING → تابع: Follower, subsequent and participle senses are ambiguous here.","AI-assisted linguistic review","","false","stage3a:h294:t0","review","uncertain","تابع","تابع","تابع","تابع","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"295","0","DOWNLOAD","حمل","review","uncertain","medium","needs-linguistic-confirmation","DOWNLOAD → حمل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h295:t0","review","uncertain","حمل","حمل","حمل","تحميل","false",""
"295","3","DOWNLOAD","نزل","review","uncertain","medium","needs-linguistic-confirmation","DOWNLOAD → نزل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h295:t3","review","uncertain","نزل","نزل","نزل","تحميل","false",""
"296","0","HIM","له","review","msa","medium","needs-linguistic-confirmation","HIM → له: Subject/prepositional Arabic forms need an object-pronoun construction.","AI-assisted linguistic review","","false","stage3a:h296:t0","review","uncertain","له","له","له","هو","false",""
"296","1","HIM","هو","review","msa","medium","needs-linguistic-confirmation","HIM → هو: Subject/prepositional Arabic forms need an object-pronoun construction.","AI-assisted linguistic review","","false","stage3a:h296:t1","review","uncertain","هو","هو","هو","هو","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"300","1","NORTH","شمالي","review","uncertain","medium","needs-linguistic-confirmation","NORTH → شمالي: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h300:t1","review","uncertain","شمالي","شمالي","شمالي","الشمال","false",""
"300","3","NORTH","شمالا","review","uncertain","medium","needs-linguistic-confirmation","NORTH → شمالا: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h300:t3","review","uncertain","شمالا","شمالا","شمالا","الشمال","false",""
"304","2","BIG","كبيره","review","uncertain","medium","needs-linguistic-confirmation","BIG → كبيره: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h304:t2","review","uncertain","كبيره","كبيره","كبيره","كبير","false",""
"305","0","MEDIA","الاعلام","review","uncertain","medium","needs-linguistic-confirmation","MEDIA → الاعلام: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h305:t0","review","uncertain","الاعلام","الاعلام","الاعلام","وسائط الإعلام","false",""
"305","1","MEDIA","اعلام","review","uncertain","medium","needs-linguistic-confirmation","MEDIA → اعلام: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h305:t1","review","uncertain","اعلام","اعلام","اعلام","وسائط الإعلام","false",""
"313","0","PERSONAL","شخصيه","review","uncertain","medium","needs-linguistic-confirmation","PERSONAL → شخصيه: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h313:t0","review","uncertain","شخصيه","شخصيه","شخصيه","البيانات الشخصية","false",""
"314","1","SINCE","مند","review","uncertain","medium","needs-linguistic-confirmation","SINCE → مند: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h314:t1","review","uncertain","مند","مند","مند","منذ","false",""
"316","4","GUIDE","ارشاد","review","uncertain","medium","needs-linguistic-confirmation","GUIDE → ارشاد: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h316:t4","review","uncertain","ارشاد","ارشاد","ارشاد","دليل","false",""
"317","1","SHOP","تسوق","review","uncertain","medium","needs-linguistic-confirmation","SHOP → تسوق: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h317:t1","review","uncertain","تسوق","تسوق","تسوق","متجر","false",""
"317","3","SHOP","محلا","review","uncertain","medium","needs-linguistic-confirmation","SHOP → محلا: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h317:t3","review","uncertain","محلا","محلا","محلا","متجر","false",""
"317","4","SHOP","شوب","review","uncertain","medium","needs-linguistic-confirmation","SHOP → شوب: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h317:t4","review","uncertain","شوب","شوب","شوب","متجر","false",""
"321","3","CHANGE","غير","review","uncertain","medium","needs-linguistic-confirmation","CHANGE → غير: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h321:t3","review","uncertain","غير","غير","غير","التغيير","false",""
"322","1","WHITE","الابيض","review","uncertain","medium","needs-linguistic-confirmation","WHITE → الابيض: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h322:t1","review","uncertain","الابيض","الابيض","الابيض","أبيض","false",""
"322","2","WHITE","وايت","review","uncertain","medium","needs-linguistic-confirmation","WHITE → وايت: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h322:t2","review","uncertain","وايت","وايت","وايت","أبيض","false",""
"322","3","WHITE","ابيض","review","uncertain","medium","needs-linguistic-confirmation","WHITE → ابيض: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h322:t3","review","uncertain","ابيض","ابيض","ابيض","أبيض","false",""
"324","0","SMALL","صغيره","review","uncertain","medium","needs-linguistic-confirmation","SMALL → صغيره: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h324:t0","review","uncertain","صغيره","صغيره","صغيره","صغير","false",""
"324","2","SMALL","صغر","review","uncertain","medium","needs-linguistic-confirmation","SMALL → صغر: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h324:t2","review","uncertain","صغر","صغر","صغر","صغير","false",""
"328","0","CHILDREN","الاطفال","review","uncertain","medium","needs-linguistic-confirmation","CHILDREN → الاطفال: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h328:t0","review","uncertain","الاطفال","الاطفال","الاطفال","الأطفال","false",""
"328","1","CHILDREN","اطفال","review","uncertain","medium","needs-linguistic-confirmation","CHILDREN → اطفال: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h328:t1","review","uncertain","اطفال","اطفال","اطفال","الأطفال","false",""
"329","0","DURING","اثناء","review","uncertain","medium","needs-linguistic-confirmation","DURING → اثناء: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h329:t0","review","uncertain","اثناء","اثناء","اثناء","خلال","false",""
"333","0","SHOPPING","للتسوق","review","uncertain","medium","needs-linguistic-confirmation","SHOPPING → للتسوق: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h333:t0","review","uncertain","للتسوق","للتسوق","للتسوق","التسوق","false",""
"335","0","TIMES","تايمز","review","uncertain","medium","needs-linguistic-confirmation","TIMES → تايمز: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h335:t0","review","uncertain","تايمز","تايمز","تايمز","مرات","false",""
"335","1","TIMES","اوقات","review","uncertain","medium","needs-linguistic-confirmation","TIMES → اوقات: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h335:t1","review","uncertain","اوقات","اوقات","اوقات","مرات","false",""
"335","3","TIMES","التايمز","review","uncertain","medium","needs-linguistic-confirmation","TIMES → التايمز: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h335:t3","review","uncertain","التايمز","التايمز","التايمز","مرات","false",""
"335","5","TIMES","الاوقات","review","uncertain","medium","needs-linguistic-confirmation","TIMES → الاوقات: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h335:t5","review","uncertain","الاوقات","الاوقات","الاوقات","مرات","false",""
"337","2","LEVEL","الرتبة","review","uncertain","medium","needs-linguistic-confirmation","LEVEL → الرتبة: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h337:t2","review","uncertain","الرتبة","الرتبة","الرتبة","الرتبة","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"342","0","EVENTS","احداث","review","uncertain","medium","needs-linguistic-confirmation","EVENTS → احداث: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h342:t0","review","uncertain","احداث","احداث","احداث","الأحداث","false",""
"342","3","EVENTS","الاحداث","review","uncertain","medium","needs-linguistic-confirmation","EVENTS → الاحداث: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h342:t3","review","uncertain","الاحداث","الاحداث","الاحداث","الأحداث","false",""
"343","1","LOVE","احب","review","uncertain","medium","needs-linguistic-confirmation","LOVE → احب: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h343:t1","review","uncertain","احب","احب","احب","الحب","false",""
"344","0","OLD","قديمه","review","uncertain","medium","needs-linguistic-confirmation","OLD → قديمه: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h344:t0","review","uncertain","قديمه","قديمه","قديمه","قديم","false",""
"350","2","DEPARTMENT","الادارة","review","uncertain","medium","needs-linguistic-confirmation","DEPARTMENT → الادارة: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h350:t2","review","uncertain","الادارة","الادارة","الادارة","القسم","false",""
"353","0","INSURANCE","التامين","review","uncertain","medium","needs-linguistic-confirmation","INSURANCE → التامين: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h353:t0","review","uncertain","التامين","التامين","التامين","التأمين","false",""
"353","1","INSURANCE","تامين","review","uncertain","medium","needs-linguistic-confirmation","INSURANCE → تامين: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h353:t1","review","uncertain","تامين","تامين","تامين","التأمين","false",""
"354","0","ANOTHER","اخر","review","uncertain","medium","needs-linguistic-confirmation","ANOTHER → اخر: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h354:t0","review","uncertain","اخر","اخر","اخر","آخر","false",""
"354","1","ANOTHER","اخرى","review","uncertain","medium","needs-linguistic-confirmation","ANOTHER → اخرى: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h354:t1","review","uncertain","اخرى","اخرى","اخرى","آخر","false",""
"356","0","SHALL","سوف:","review","uncertain","medium","needs-linguistic-confirmation","SHALL → سوف:: Modal and editorial punctuation need context-specific review.","AI-assisted linguistic review","","false","stage3a:h356:t0","review","uncertain","سوف:","سوف","سوف","سوف:","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"360","0","MONEY","فلوس","review","msa","medium","needs-linguistic-confirmation","MONEY → فلوس: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h360:t0","review","uncertain","فلوس","فلوس","فلوس","المال","false",""
"360","2","MONEY","اموال","review","uncertain","medium","needs-linguistic-confirmation","MONEY → اموال: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h360:t2","review","uncertain","اموال","اموال","اموال","المال","false",""
"368","0","VISIT","زور","review","uncertain","medium","needs-linguistic-confirmation","VISIT → زور: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h368:t0","review","uncertain","زور","زور","زور","زيارة","false",""
