template,slotA,slotB,positionA,positionB,lengthA,lengthB,row,col
a4ac4916e1a06cc3,12,30,0,6,5,13,6,2
a4ac4916e1a06cc3,14,30,0,7,6,13,7,2
a4ac4916e1a06cc3,16,30,2,8,5,13,8,2
a4ac4916e1a06cc3,19,30,2,9,4,13,9,2
a4ac4916e1a06cc3,21,30,2,10,13,13,10,2
a4ac4916e1a06cc3,22,30,0,11,4,13,11,2
a4ac4916e1a06cc3,24,30,0,12,4,13,12,2
a4ac4916e1a06cc3,0,31,1,0,5,3,0,3
a4ac4916e1a06cc3,2,31,1,1,5,3,1,3
a4ac4916e1a06cc3,4,31,3,2,13,3,2,3
a4ac4916e1a06cc3,8,32,3,0,4,9,4,3
a4ac4916e1a06cc3,10,32,3,1,4,9,5,3
a4ac4916e1a06cc3,12,32,1,2,5,9,6,3
a4ac4916e1a06cc3,14,32,1,3,6,9,7,3
a4ac4916e1a06cc3,16,32,3,4,5,9,8,3
a4ac4916e1a06cc3,19,32,3,5,4,9,9,3
a4ac4916e1a06cc3,21,32,3,6,13,9,10,3
a4ac4916e1a06cc3,22,32,1,7,4,9,11,3
a4ac4916e1a06cc3,24,32,1,8,4,9,12,3
a4ac4916e1a06cc3,0,33,2,0,5,4,0,4
a4ac4916e1a06cc3,2,33,2,1,5,4,1,4
a4ac4916e1a06cc3,4,33,4,2,13,4,2,4
a4ac4916e1a06cc3,6,33,0,3,5,4,3,4
a4ac4916e1a06cc3,12,34,2,0,5,3,6,4
a4ac4916e1a06cc3,14,34,2,1,6,3,7,4
a4ac4916e1a06cc3,16,34,4,2,5,3,8,4
a4ac4916e1a06cc3,21,35,4,0,13,3,10,4
a4ac4916e1a06cc3,22,35,2,1,4,3,11,4
a4ac4916e1a06cc3,24,35,2,2,4,3,12,4
a4ac4916e1a06cc3,0,36,3,0,5,4,0,5
a4ac4916e1a06cc3,2,36,3,1,5,4,1,5
a4ac4916e1a06cc3,4,36,5,2,13,4,2,5
a4ac4916e1a06cc3,6,36,1,3,5,4,3,5
a4ac4916e1a06cc3,11,37,0,0,6,3,5,5
a4ac4916e1a06cc3,12,37,3,1,5,3,6,5
a4ac4916e1a06cc3,14,37,3,2,6,3,7,5
a4ac4916e1a06cc3,21,38,5,0,13,3,10,5
a4ac4916e1a06cc3,22,38,3,1,4,3,11,5
a4ac4916e1a06cc3,24,38,3,2,4,3,12,5
a4ac4916e1a06cc3,0,39,4,0,5,11,0,6
a4ac4916e1a06cc3,2,39,4,1,5,11,1,6
a4ac4916e1a06cc3,4,39,6,2,13,11,2,6
a4ac4916e1a06cc3,6,39,2,3,5,11,3,6
a4ac4916e1a06cc3,9,39,0,4,5,11,4,6
a4ac4916e1a06cc3,11,39,1,5,6,11,5,6
a4ac4916e1a06cc3,12,39,4,6,5,11,6,6
a4ac4916e1a06cc3,14,39,4,7,6,11,7,6
a4ac4916e1a06cc3,17,39,0,8,3,11,8,6
a4ac4916e1a06cc3,20,39,0,9,5,11,9,6
a4ac4916e1a06cc3,21,39,6,10,13,11,10,6
a4ac4916e1a06cc3,4,40,7,0,13,4,2,7
a4ac4916e1a06cc3,6,40,3,1,5,4,3,7
a4ac4916e1a06cc3,9,40,1,2,5,4,4,7
a4ac4916e1a06cc3,11,40,2,3,6,4,5,7
a4ac4916e1a06cc3,14,41,5,0,6,4,7,7
a4ac4916e1a06cc3,17,41,1,1,3,4,8,7
a4ac4916e1a06cc3,20,41,1,2,5,4,9,7
a4ac4916e1a06cc3,21,41,7,3,13,4,10,7
a4ac4916e1a06cc3,4,42,8,0,13,4,2,8
a4ac4916e1a06cc3,6,42,4,1,5,4,3,8
a4ac4916e1a06cc3,9,42,2,2,5,4,4,8
a4ac4916e1a06cc3,11,42,3,3,6,4,5,8
a4ac4916e1a06cc3,17,43,2,0,3,5,8,8
a4ac4916e1a06cc3,20,43,2,1,5,5,9,8
a4ac4916e1a06cc3,21,43,8,2,13,5,10,8
a4ac4916e1a06cc3,23,43,0,3,5,5,11,8
a4ac4916e1a06cc3,25,43,0,4,5,5,12,8
a4ac4916e1a06cc3,1,44,0,0,3,3,0,9
a4ac4916e1a06cc3,3,44,0,1,4,3,1,9
a4ac4916e1a06cc3,4,44,9,2,13,3,2,9
a4ac4916e1a06cc3,9,45,3,0,5,3,4,9
a4ac4916e1a06cc3,11,45,4,1,6,3,5,9
a4ac4916e1a06cc3,13,45,0,2,4,3,6,9
a4ac4916e1a06cc3,20,46,3,0,5,4,9,9
a4ac4916e1a06cc3,21,46,9,1,13,4,10,9
a4ac4916e1a06cc3,23,46,1,2,5,4,11,9
a4ac4916e1a06cc3,25,46,1,3,5,4,12,9
a4ac4916e1a06cc3,1,47,1,0,3,13,0,10
a4ac4916e1a06cc3,3,47,1,1,4,13,1,10
a4ac4916e1a06cc3,4,47,10,2,13,13,2,10
a4ac4916e1a06cc3,7,47,0,3,3,13,3,10
a4ac4916e1a06cc3,9,47,4,4,5,13,4,10
a4ac4916e1a06cc3,11,47,5,5,6,13,5,10
a4ac4916e1a06cc3,13,47,1,6,4,13,6,10
a4ac4916e1a06cc3,15,47,0,7,3,13,7,10
a4ac4916e1a06cc3,18,47,0,8,3,13,8,10
a4ac4916e1a06cc3,20,47,4,9,5,13,9,10
a4ac4916e1a06cc3,21,47,10,10,13,13,10,10
a4ac4916e1a06cc3,23,47,2,11,5,13,11,10
a4ac4916e1a06cc3,25,47,2,12,5,13,12,10
a4ac4916e1a06cc3,1,48,2,0,3,4,0,11
a4ac4916e1a06cc3,3,48,2,1,4,4,1,11
a4ac4916e1a06cc3,4,48,11,2,13,4,2,11
a4ac4916e1a06cc3,7,48,1,3,3,4,3,11
a4ac4916e1a06cc3,13,49,2,0,4,3,6,11
a4ac4916e1a06cc3,15,49,1,1,3,3,7,11
a4ac4916e1a06cc3,18,49,1,2,3,3,8,11
a4ac4916e1a06cc3,21,50,11,0,13,3,10,11
a4ac4916e1a06cc3,23,50,3,1,5,3,11,11
a4ac4916e1a06cc3,25,50,3,2,5,3,12,11
a4ac4916e1a06cc3,3,51,3,0,4,3,1,12
a4ac4916e1a06cc3,4,51,12,1,13,3,2,12
a4ac4916e1a06cc3,7,51,2,2,3,3,3,12
a4ac4916e1a06cc3,13,52,3,0,4,3,6,12
a4ac4916e1a06cc3,15,52,2,1,3,3,7,12
a4ac4916e1a06cc3,18,52,2,2,3,3,8,12
a4ac4916e1a06cc3,21,53,12,0,13,3,10,12
a4ac4916e1a06cc3,23,53,4,1,5,3,11,12
a4ac4916e1a06cc3,25,53,4,2,5,3,12,12
b4ac05c3b39ff424,3,32,0,0,4,3,1,0
b4ac05c3b39ff424,6,32,0,1,13,3,2,0
b4ac05c3b39ff424,7,32,0,2,3,3,3,0
b4ac05c3b39ff424,14,33,0,0,4,5,6,0
b4ac05c3b39ff424,17,33,0,1,4,5,7,0
b4ac05c3b39ff424,20,33,0,2,6,5,8,0
b4ac05c3b39ff424,22,33,0,3,3,5,9,0
b4ac05c3b39ff424,25,33,0,4,13,5,10,0
b4ac05c3b39ff424,0,34,0,0,3,4,0,1
b4ac05c3b39ff424,3,34,1,1,4,4,1,1
b4ac05c3b39ff424,6,34,1,2,13,4,2,1
b4ac05c3b39ff424,7,34,1,3,3,4,3,1
b4ac05c3b39ff424,14,35,1,0,4,5,6,1
b4ac05c3b39ff424,17,35,1,1,4,5,7,1
b4ac05c3b39ff424,20,35,1,2,6,5,8,1
b4ac05c3b39ff424,22,35,1,3,3,5,9,1
b4ac05c3b39ff424,25,35,1,4,13,5,10,1
b4ac05c3b39ff424,0,36,1,0,3,13,0,2
b4ac05c3b39ff424,3,36,2,1,4,13,1,2
b4ac05c3b39ff424,6,36,2,2,13,13,2,2
b4ac05c3b39ff424,7,36,2,3,3,13,3,2
b4ac05c3b39ff424,10,36,0,4,4,13,4,2
b4ac05c3b39ff424,12,36,0,5,3,13,5,2
b4ac05c3b39ff424,14,36,2,6,4,13,6,2
b4ac05c3b39ff424,17,36,2,7,4,13,7,2
b4ac05c3b39ff424,20,36,2,8,6,13,8,2
b4ac05c3b39ff424,22,36,2,9,3,13,9,2
b4ac05c3b39ff424,25,36,2,10,13,13,10,2
b4ac05c3b39ff424,26,36,0,11,3,13,11,2
b4ac05c3b39ff424,29,36,0,12,3,13,12,2
b4ac05c3b39ff424,0,37,2,0,3,3,0,3
b4ac05c3b39ff424,3,37,3,1,4,3,1,3
b4ac05c3b39ff424,6,37,3,2,13,3,2,3
b4ac05c3b39ff424,10,38,1,0,4,5,4,3
b4ac05c3b39ff424,12,38,1,1,3,5,5,3
b4ac05c3b39ff424,14,38,3,2,4,5,6,3
b4ac05c3b39ff424,17,38,3,3,4,5,7,3
b4ac05c3b39ff424,20,38,3,4,6,5,8,3
b4ac05c3b39ff424,25,39,3,0,13,3,10,3
b4ac05c3b39ff424,26,39,1,1,3,3,11,3
b4ac05c3b39ff424,29,39,1,2,3,3,12,3
b4ac05c3b39ff424,6,40,4,0,13,4,2,4
b4ac05c3b39ff424,8,40,0,1,3,4,3,4
b4ac05c3b39ff424,10,40,2,2,4,4,4,4
b4ac05c3b39ff424,12,40,2,3,3,4,5,4
b4ac05c3b39ff424,20,41,4,0,6,5,8,4
b4ac05c3b39ff424,23,41,0,1,3,5,9,4
b4ac05c3b39ff424,25,41,4,2,13,5,10,4
b4ac05c3b39ff424,26,41,2,3,3,5,11,4
b4ac05c3b39ff424,29,41,2,4,3,5,12,4
b4ac05c3b39ff424,6,42,5,0,13,3,2,5
b4ac05c3b39ff424,8,42,1,1,3,3,3,5
b4ac05c3b39ff424,10,42,3,2,4,3,4,5
b4ac05c3b39ff424,18,43,0,0,3,4,7,5
b4ac05c3b39ff424,20,43,5,1,6,4,8,5
b4ac05c3b39ff424,23,43,1,2,3,4,9,5
b4ac05c3b39ff424,25,43,5,3,13,4,10,5
b4ac05c3b39ff424,1,44,0,0,3,4,0,6
b4ac05c3b39ff424,4,44,0,1,3,4,1,6
b4ac05c3b39ff424,6,44,6,2,13,4,2,6
b4ac05c3b39ff424,8,44,2,3,3,4,3,6
b4ac05c3b39ff424,13,45,0,0,7,3,5,6
b4ac05c3b39ff424,15,45,0,1,3,3,6,6
b4ac05c3b39ff424,18,45,1,2,3,3,7,6
b4ac05c3b39ff424,23,46,2,0,3,4,9,6
b4ac05c3b39ff424,25,46,6,1,13,4,10,6
b4ac05c3b39ff424,27,46,0,2,3,4,11,6
b4ac05c3b39ff424,30,46,0,3,3,4,12,6
b4ac05c3b39ff424,1,47,1,0,3,3,0,7
b4ac05c3b39ff424,4,47,1,1,3,3,1,7
b4ac05c3b39ff424,6,47,7,2,13,3,2,7
b4ac05c3b39ff424,13,48,1,0,7,3,5,7
b4ac05c3b39ff424,15,48,1,1,3,3,6,7
b4ac05c3b39ff424,18,48,2,2,3,3,7,7
b4ac05c3b39ff424,25,49,7,0,13,3,10,7
b4ac05c3b39ff424,27,49,1,1,3,3,11,7
b4ac05c3b39ff424,30,49,1,2,3,3,12,7
b4ac05c3b39ff424,1,50,2,0,3,3,0,8
b4ac05c3b39ff424,4,50,2,1,3,3,1,8
b4ac05c3b39ff424,6,50,8,2,13,3,2,8
b4ac05c3b39ff424,11,51,0,0,3,3,4,8
b4ac05c3b39ff424,13,51,2,1,7,3,5,8
b4ac05c3b39ff424,15,51,2,2,3,3,6,8
b4ac05c3b39ff424,21,52,0,0,3,5,8,8
b4ac05c3b39ff424,24,52,0,1,3,5,9,8
b4ac05c3b39ff424,25,52,8,2,13,5,10,8
b4ac05c3b39ff424,27,52,2,3,3,5,11,8
b4ac05c3b39ff424,30,52,2,4,3,5,12,8
b4ac05c3b39ff424,6,53,9,0,13,4,2,9
b4ac05c3b39ff424,9,53,0,1,3,4,3,9
b4ac05c3b39ff424,11,53,1,2,3,4,4,9
b4ac05c3b39ff424,13,53,3,3,7,4,5,9
b4ac05c3b39ff424,21,54,1,0,3,3,8,9
b4ac05c3b39ff424,24,54,1,1,3,3,9,9
b4ac05c3b39ff424,25,54,9,2,13,3,10,9
b4ac05c3b39ff424,2,55,0,0,3,13,0,10
b4ac05c3b39ff424,5,55,0,1,3,13,1,10
b4ac05c3b39ff424,6,55,10,2,13,13,2,10
b4ac05c3b39ff424,9,55,1,3,3,13,3,10
b4ac05c3b39ff424,11,55,2,4,3,13,4,10
b4ac05c3b39ff424,13,55,4,5,7,13,5,10
b4ac05c3b39ff424,16,55,0,6,3,13,6,10
b4ac05c3b39ff424,19,55,0,7,3,13,7,10
b4ac05c3b39ff424,21,55,2,8,3,13,8,10
b4ac05c3b39ff424,24,55,2,9,3,13,9,10
b4ac05c3b39ff424,25,55,10,10,13,13,10,10
b4ac05c3b39ff424,28,55,0,11,3,13,11,10
b4ac05c3b39ff424,31,55,0,12,3,13,12,10
b4ac05c3b39ff424,2,56,1,0,3,4,0,11
b4ac05c3b39ff424,5,56,1,1,3,4,1,11
b4ac05c3b39ff424,6,56,11,2,13,4,2,11
b4ac05c3b39ff424,9,56,2,3,3,4,3,11
b4ac05c3b39ff424,13,57,5,0,7,3,5,11
b4ac05c3b39ff424,16,57,1,1,3,3,6,11
b4ac05c3b39ff424,19,57,1,2,3,3,7,11
b4ac05c3b39ff424,25,58,11,0,13,3,10,11
b4ac05c3b39ff424,28,58,1,1,3,3,11,11
b4ac05c3b39ff424,31,58,1,2,3,3,12,11
b4ac05c3b39ff424,2,59,2,0,3,3,0,12
b4ac05c3b39ff424,5,59,2,1,3,3,1,12
b4ac05c3b39ff424,6,59,12,2,13,3,2,12
b4ac05c3b39ff424,13,60,6,0,7,3,5,12
b4ac05c3b39ff424,16,60,2,1,3,3,6,12
b4ac05c3b39ff424,19,60,2,2,3,3,7,12
b4ac05c3b39ff424,25,61,12,0,13,3,10,12
b4ac05c3b39ff424,28,61,2,1,3,3,11,12
b4ac05c3b39ff424,31,61,2,2,3,3,12,12
5335316840f9d7a0,0,27,0,0,3,3,0,0
5335316840f9d7a0,3,27,0,1,3,3,1,0
5335316840f9d7a0,6,27,0,2,13,3,2,0
5335316840f9d7a0,9,28,0,0,4,3,4,0
5335316840f9d7a0,11,28,0,1,3,3,5,0
5335316840f9d7a0,14,28,0,2,6,3,6,0
5335316840f9d7a0,20,29,0,0,3,3,9,0
5335316840f9d7a0,23,29,0,1,13,3,10,0
5335316840f9d7a0,24,29,0,2,11,3,11,0
5335316840f9d7a0,0,30,1,0,3,7,0,1
5335316840f9d7a0,3,30,1,1,3,7,1,1
5335316840f9d7a0,6,30,1,2,13,7,2,1
5335316840f9d7a0,7,30,0,3,3,7,3,1
5335316840f9d7a0,9,30,1,4,4,7,4,1
5335316840f9d7a0,11,30,1,5,3,7,5,1
5335316840f9d7a0,14,30,1,6,6,7,6,1
5335316840f9d7a0,18,31,0,0,3,5,8,1
5335316840f9d7a0,20,31,1,1,3,5,9,1
5335316840f9d7a0,23,31,1,2,13,5,10,1
5335316840f9d7a0,24,31,1,3,11,5,11,1
5335316840f9d7a0,25,31,0,4,3,5,12,1
5335316840f9d7a0,0,32,2,0,3,13,0,2
5335316840f9d7a0,3,32,2,1,3,13,1,2
5335316840f9d7a0,6,32,2,2,13,13,2,2
5335316840f9d7a0,7,32,1,3,3,13,3,2
5335316840f9d7a0,9,32,2,4,4,13,4,2
5335316840f9d7a0,11,32,2,5,3,13,5,2
5335316840f9d7a0,14,32,2,6,6,13,6,2
5335316840f9d7a0,16,32,0,7,5,13,7,2
5335316840f9d7a0,18,32,1,8,3,13,8,2
5335316840f9d7a0,20,32,2,9,3,13,9,2
5335316840f9d7a0,23,32,2,10,13,13,10,2
5335316840f9d7a0,24,32,2,11,11,13,11,2
5335316840f9d7a0,25,32,1,12,3,13,12,2
5335316840f9d7a0,6,33,3,0,13,3,2,3
5335316840f9d7a0,7,33,2,1,3,3,3,3
5335316840f9d7a0,9,33,3,2,4,3,4,3
5335316840f9d7a0,14,34,3,0,6,3,6,3
5335316840f9d7a0,16,34,1,1,5,3,7,3
5335316840f9d7a0,18,34,2,2,3,3,8,3
5335316840f9d7a0,23,35,3,0,13,3,10,3
5335316840f9d7a0,24,35,3,1,11,3,11,3
5335316840f9d7a0,25,35,2,2,3,3,12,3
5335316840f9d7a0,1,36,0,0,3,3,0,4
5335316840f9d7a0,4,36,0,1,3,3,1,4
5335316840f9d7a0,6,36,4,2,13,3,2,4
5335316840f9d7a0,12,37,0,0,5,3,5,4
5335316840f9d7a0,14,37,4,1,6,3,6,4
5335316840f9d7a0,16,37,2,2,5,3,7,4
5335316840f9d7a0,21,38,0,0,5,3,9,4
5335316840f9d7a0,23,38,4,1,13,3,10,4
5335316840f9d7a0,24,38,4,2,11,3,11,4
5335316840f9d7a0,1,39,1,0,3,3,0,5
5335316840f9d7a0,4,39,1,1,3,3,1,5
5335316840f9d7a0,6,39,5,2,13,3,2,5
5335316840f9d7a0,12,40,1,0,5,3,5,5
5335316840f9d7a0,14,40,5,1,6,3,6,5
5335316840f9d7a0,16,40,3,2,5,3,7,5
5335316840f9d7a0,21,41,1,0,5,3,9,5
5335316840f9d7a0,23,41,5,1,13,3,10,5
5335316840f9d7a0,24,41,5,2,11,3,11,5
5335316840f9d7a0,1,42,2,0,3,6,0,6
5335316840f9d7a0,4,42,2,1,3,6,1,6
5335316840f9d7a0,6,42,6,2,13,6,2,6
5335316840f9d7a0,8,42,0,3,5,6,3,6
5335316840f9d7a0,10,42,0,4,5,6,4,6
5335316840f9d7a0,12,42,2,5,5,6,5,6
5335316840f9d7a0,16,43,4,0,5,6,7,6
5335316840f9d7a0,19,43,0,1,7,6,8,6
5335316840f9d7a0,21,43,2,2,5,6,9,6
5335316840f9d7a0,23,43,6,3,13,6,10,6
5335316840f9d7a0,24,43,6,4,11,6,11,6
5335316840f9d7a0,26,43,0,5,5,6,12,6
5335316840f9d7a0,6,44,7,0,13,4,2,7
5335316840f9d7a0,8,44,1,1,5,4,3,7
5335316840f9d7a0,10,44,1,2,5,4,4,7
5335316840f9d7a0,12,44,3,3,5,4,5,7
5335316840f9d7a0,19,45,1,0,7,5,8,7
5335316840f9d7a0,21,45,3,1,5,5,9,7
5335316840f9d7a0,23,45,7,2,13,5,10,7
5335316840f9d7a0,24,45,7,3,11,5,11,7
5335316840f9d7a0,26,45,1,4,5,5,12,7
5335316840f9d7a0,6,46,8,0,13,5,2,8
5335316840f9d7a0,8,46,2,1,5,5,3,8
5335316840f9d7a0,10,46,2,2,5,5,4,8
5335316840f9d7a0,12,46,4,3,5,5,5,8
5335316840f9d7a0,15,46,0,4,5,5,6,8
5335316840f9d7a0,19,47,2,0,7,5,8,8
5335316840f9d7a0,21,47,4,1,5,5,9,8
5335316840f9d7a0,23,47,8,2,13,5,10,8
5335316840f9d7a0,24,47,8,3,11,5,11,8
5335316840f9d7a0,26,47,2,4,5,5,12,8
5335316840f9d7a0,2,48,0,0,4,5,0,9
5335316840f9d7a0,5,48,0,1,4,5,1,9
5335316840f9d7a0,6,48,9,2,13,5,2,9
5335316840f9d7a0,8,48,3,3,5,5,3,9
5335316840f9d7a0,10,48,3,4,5,5,4,9
5335316840f9d7a0,15,49,1,0,5,3,6,9
5335316840f9d7a0,17,49,0,1,4,3,7,9
5335316840f9d7a0,19,49,3,2,7,3,8,9
5335316840f9d7a0,23,50,9,0,13,3,10,9
5335316840f9d7a0,24,50,9,1,11,3,11,9
5335316840f9d7a0,26,50,3,2,5,3,12,9
5335316840f9d7a0,2,51,1,0,4,13,0,10
5335316840f9d7a0,5,51,1,1,4,13,1,10
5335316840f9d7a0,6,51,10,2,13,13,2,10
5335316840f9d7a0,8,51,4,3,5,13,3,10
5335316840f9d7a0,10,51,4,4,5,13,4,10
5335316840f9d7a0,13,51,0,5,3,13,5,10
5335316840f9d7a0,15,51,2,6,5,13,6,10
5335316840f9d7a0,17,51,1,7,4,13,7,10
5335316840f9d7a0,19,51,4,8,7,13,8,10
5335316840f9d7a0,22,51,0,9,3,13,9,10
5335316840f9d7a0,23,51,10,10,13,13,10,10
5335316840f9d7a0,24,51,10,11,11,13,11,10
5335316840f9d7a0,26,51,4,12,5,13,12,10
5335316840f9d7a0,2,52,2,0,4,3,0,11
5335316840f9d7a0,5,52,2,1,4,3,1,11
5335316840f9d7a0,6,52,11,2,13,3,2,11
5335316840f9d7a0,13,53,1,0,3,6,5,11
5335316840f9d7a0,15,53,3,1,5,6,6,11
5335316840f9d7a0,17,53,2,2,4,6,7,11
5335316840f9d7a0,19,53,5,3,7,6,8,11
5335316840f9d7a0,22,53,1,4,3,6,9,11
5335316840f9d7a0,23,53,11,5,13,6,10,11
5335316840f9d7a0,2,54,3,0,4,3,0,12
5335316840f9d7a0,5,54,3,1,4,3,1,12
5335316840f9d7a0,6,54,12,2,13,3,2,12
5335316840f9d7a0,13,55,2,0,3,6,5,12
5335316840f9d7a0,15,55,4,1,5,6,6,12
5335316840f9d7a0,17,55,3,2,4,6,7,12
5335316840f9d7a0,19,55,6,3,7,6,8,12
5335316840f9d7a0,22,55,2,4,3,6,9,12
5335316840f9d7a0,23,55,12,5,13,6,10,12
8f9e48ae36ae3f03,4,28,0,0,13,6,2,0
8f9e48ae36ae3f03,5,28,0,1,3,6,3,0
8f9e48ae36ae3f03,8,28,0,2,5,6,4,0
8f9e48ae36ae3f03,10,28,0,3,5,6,5,0
8f9e48ae36ae3f03,12,28,0,4,4,6,6,0
8f9e48ae36ae3f03,14,28,0,5,3,6,7,0
8f9e48ae36ae3f03,21,29,0,0,13,3,10,0
8f9e48ae36ae3f03,22,29,0,1,3,3,11,0
8f9e48ae36ae3f03,25,29,0,2,3,3,12,0
8f9e48ae36ae3f03,4,30,1,0,13,6,2,1
8f9e48ae36ae3f03,5,30,1,1,3,6,3,1
8f9e48ae36ae3f03,8,30,1,2,5,6,4,1
8f9e48ae36ae3f03,10,30,1,3,5,6,5,1
8f9e48ae36ae3f03,12,30,1,4,4,6,6,1
8f9e48ae36ae3f03,14,30,1,5,3,6,7,1
8f9e48ae36ae3f03,21,31,1,0,13,3,10,1
8f9e48ae36ae3f03,22,31,1,1,3,3,11,1
8f9e48ae36ae3f03,25,31,1,2,3,3,12,1
8f9e48ae36ae3f03,0,32,0,0,4,13,0,2
8f9e48ae36ae3f03,2,32,0,1,5,13,1,2
8f9e48ae36ae3f03,4,32,2,2,13,13,2,2
8f9e48ae36ae3f03,5,32,2,3,3,13,3,2
8f9e48ae36ae3f03,8,32,2,4,5,13,4,2
8f9e48ae36ae3f03,10,32,2,5,5,13,5,2
8f9e48ae36ae3f03,12,32,2,6,4,13,6,2
8f9e48ae36ae3f03,14,32,2,7,3,13,7,2
8f9e48ae36ae3f03,17,32,0,8,5,13,8,2
8f9e48ae36ae3f03,19,32,0,9,3,13,9,2
8f9e48ae36ae3f03,21,32,2,10,13,13,10,2
8f9e48ae36ae3f03,22,32,2,11,3,13,11,2
8f9e48ae36ae3f03,25,32,2,12,3,13,12,2
8f9e48ae36ae3f03,0,33,1,0,4,3,0,3
8f9e48ae36ae3f03,2,33,1,1,5,3,1,3
8f9e48ae36ae3f03,4,33,3,2,13,3,2,3
8f9e48ae36ae3f03,8,34,3,0,5,3,4,3
8f9e48ae36ae3f03,10,34,3,1,5,3,5,3
8f9e48ae36ae3f03,12,34,3,2,4,3,6,3
8f9e48ae36ae3f03,17,35,1,0,5,3,8,3
8f9e48ae36ae3f03,19,35,1,1,3,3,9,3
8f9e48ae36ae3f03,21,35,3,2,13,3,10,3
8f9e48ae36ae3f03,0,36,2,0,4,6,0,4
8f9e48ae36ae3f03,2,36,2,1,5,6,1,4
8f9e48ae36ae3f03,4,36,4,2,13,6,2,4
8f9e48ae36ae3f03,6,36,0,3,4,6,3,4
8f9e48ae36ae3f03,8,36,4,4,5,6,4,4
8f9e48ae36ae3f03,10,36,4,5,5,6,5,4
8f9e48ae36ae3f03,15,37,0,0,3,4,7,4
8f9e48ae36ae3f03,17,37,2,1,5,4,8,4
8f9e48ae36ae3f03,19,37,2,2,3,4,9,4
8f9e48ae36ae3f03,21,37,4,3,13,4,10,4
8f9e48ae36ae3f03,0,38,3,0,4,4,0,5
8f9e48ae36ae3f03,2,38,3,1,5,4,1,5
8f9e48ae36ae3f03,4,38,5,2,13,4,2,5
8f9e48ae36ae3f03,6,38,1,3,4,4,3,5
8f9e48ae36ae3f03,13,39,0,0,6,3,6,5
8f9e48ae36ae3f03,15,39,1,1,3,3,7,5
8f9e48ae36ae3f03,17,39,3,2,5,3,8,5
8f9e48ae36ae3f03,21,40,5,0,13,3,10,5
8f9e48ae36ae3f03,23,40,0,1,4,3,11,5
8f9e48ae36ae3f03,26,40,0,2,3,3,12,5
8f9e48ae36ae3f03,2,41,4,0,5,3,1,6
8f9e48ae36ae3f03,4,41,6,1,13,3,2,6
8f9e48ae36ae3f03,6,41,2,2,4,3,3,6
8f9e48ae36ae3f03,13,42,1,0,6,3,6,6
8f9e48ae36ae3f03,15,42,2,1,3,3,7,6
8f9e48ae36ae3f03,17,42,4,2,5,3,8,6
8f9e48ae36ae3f03,21,43,6,0,13,3,10,6
8f9e48ae36ae3f03,23,43,1,1,4,3,11,6
8f9e48ae36ae3f03,26,43,1,2,3,3,12,6
8f9e48ae36ae3f03,4,44,7,0,13,5,2,7
8f9e48ae36ae3f03,6,44,3,1,4,5,3,7
8f9e48ae36ae3f03,9,44,0,2,6,5,4,7
8f9e48ae36ae3f03,11,44,0,3,4,5,5,7
8f9e48ae36ae3f03,13,44,2,4,6,5,6,7
8f9e48ae36ae3f03,20,45,0,0,6,4,9,7
8f9e48ae36ae3f03,21,45,7,1,13,4,10,7
8f9e48ae36ae3f03,23,45,2,2,4,4,11,7
8f9e48ae36ae3f03,26,45,2,3,3,4,12,7
8f9e48ae36ae3f03,1,46,0,0,3,3,0,8
8f9e48ae36ae3f03,3,46,0,1,3,3,1,8
8f9e48ae36ae3f03,4,46,8,2,13,3,2,8
8f9e48ae36ae3f03,9,47,1,0,6,3,4,8
8f9e48ae36ae3f03,11,47,1,1,4,3,5,8
8f9e48ae36ae3f03,13,47,3,2,6,3,6,8
8f9e48ae36ae3f03,20,48,1,0,6,3,9,8
8f9e48ae36ae3f03,21,48,8,1,13,3,10,8
8f9e48ae36ae3f03,23,48,3,2,4,3,11,8
8f9e48ae36ae3f03,1,49,1,0,3,3,0,9
8f9e48ae36ae3f03,3,49,1,1,3,3,1,9
8f9e48ae36ae3f03,4,49,9,2,13,3,2,9
8f9e48ae36ae3f03,9,50,2,0,6,7,4,9
8f9e48ae36ae3f03,11,50,2,1,4,7,5,9
8f9e48ae36ae3f03,13,50,4,2,6,7,6,9
8f9e48ae36ae3f03,16,50,0,3,4,7,7,9
8f9e48ae36ae3f03,18,50,0,4,4,7,8,9
8f9e48ae36ae3f03,20,50,2,5,6,7,9,9
8f9e48ae36ae3f03,21,50,9,6,13,7,10,9
8f9e48ae36ae3f03,1,51,2,0,3,13,0,10
8f9e48ae36ae3f03,3,51,2,1,3,13,1,10
8f9e48ae36ae3f03,4,51,10,2,13,13,2,10
8f9e48ae36ae3f03,7,51,0,3,3,13,3,10
8f9e48ae36ae3f03,9,51,3,4,6,13,4,10
8f9e48ae36ae3f03,11,51,3,5,4,13,5,10
8f9e48ae36ae3f03,13,51,5,6,6,13,6,10
8f9e48ae36ae3f03,16,51,1,7,4,13,7,10
8f9e48ae36ae3f03,18,51,1,8,4,13,8,10
8f9e48ae36ae3f03,20,51,3,9,6,13,9,10
8f9e48ae36ae3f03,21,51,10,10,13,13,10,10
8f9e48ae36ae3f03,24,51,0,11,3,13,11,10
8f9e48ae36ae3f03,27,51,0,12,3,13,12,10
8f9e48ae36ae3f03,4,52,11,0,13,3,2,11
8f9e48ae36ae3f03,7,52,1,1,3,3,3,11
8f9e48ae36ae3f03,9,52,4,2,6,3,4,11
