template,slot,direction,row,col,length,cells,initialCanonicalDomainSize,initialDomainRef
2f4c96740b76fbac,53,down,5,8,3,"[[5, 8], [6, 8], [7, 8]]",182,initial_domains.json:canonicalByLength:3
2f4c96740b76fbac,54,down,9,8,3,"[[9, 8], [10, 8], [11, 8]]",182,initial_domains.json:canonicalByLength:3
2f4c96740b76fbac,55,down,0,9,6,"[[0, 9], [1, 9], [2, 9], [3, 9], [4, 9], [5, 9]]",408,initial_domains.json:canonicalByLength:6
2f4c96740b76fbac,56,down,8,9,3,"[[8, 9], [9, 9], [10, 9]]",182,initial_domains.json:canonicalByLength:3
2f4c96740b76fbac,57,down,0,10,13,"[[0, 10], [1, 10], [2, 10], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10], [11, 10], [12, 10]]",33,initial_domains.json:canonicalByLength:13
2f4c96740b76fbac,58,down,0,11,5,"[[0, 11], [1, 11], [2, 11], [3, 11], [4, 11]]",398,initial_domains.json:canonicalByLength:5
2f4c96740b76fbac,59,down,6,11,3,"[[6, 11], [7, 11], [8, 11]]",182,initial_domains.json:canonicalByLength:3
2f4c96740b76fbac,60,down,10,11,3,"[[10, 11], [11, 11], [12, 11]]",182,initial_domains.json:canonicalByLength:3
2f4c96740b76fbac,61,down,1,12,3,"[[1, 12], [2, 12], [3, 12]]",182,initial_domains.json:canonicalByLength:3
2f4c96740b76fbac,62,down,6,12,3,"[[6, 12], [7, 12], [8, 12]]",182,initial_domains.json:canonicalByLength:3
2f4c96740b76fbac,63,down,10,12,3,"[[10, 12], [11, 12], [12, 12]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,0,across,0,2,3,"[[0, 2], [0, 3], [0, 4]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,1,across,0,6,5,"[[0, 6], [0, 7], [0, 8], [0, 9], [0, 10]]",398,initial_domains.json:canonicalByLength:5
7c7428ba5af62972,2,across,1,2,11,"[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [1, 11], [1, 12]]",79,initial_domains.json:canonicalByLength:11
7c7428ba5af62972,3,across,2,0,13,"[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12]]",33,initial_domains.json:canonicalByLength:13
7c7428ba5af62972,4,across,3,0,6,"[[3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5]]",408,initial_domains.json:canonicalByLength:6
7c7428ba5af62972,5,across,3,8,5,"[[3, 8], [3, 9], [3, 10], [3, 11], [3, 12]]",398,initial_domains.json:canonicalByLength:5
7c7428ba5af62972,6,across,4,0,5,"[[4, 0], [4, 1], [4, 2], [4, 3], [4, 4]]",398,initial_domains.json:canonicalByLength:5
7c7428ba5af62972,7,across,4,6,5,"[[4, 6], [4, 7], [4, 8], [4, 9], [4, 10]]",398,initial_domains.json:canonicalByLength:5
7c7428ba5af62972,8,across,5,0,3,"[[5, 0], [5, 1], [5, 2]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,9,across,5,5,3,"[[5, 5], [5, 6], [5, 7]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,10,across,5,10,3,"[[5, 10], [5, 11], [5, 12]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,11,across,6,0,4,"[[6, 0], [6, 1], [6, 2], [6, 3]]",392,initial_domains.json:canonicalByLength:4
7c7428ba5af62972,12,across,6,5,3,"[[6, 5], [6, 6], [6, 7]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,13,across,6,10,3,"[[6, 10], [6, 11], [6, 12]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,14,across,7,2,4,"[[7, 2], [7, 3], [7, 4], [7, 5]]",392,initial_domains.json:canonicalByLength:4
7c7428ba5af62972,15,across,7,8,5,"[[7, 8], [7, 9], [7, 10], [7, 11], [7, 12]]",398,initial_domains.json:canonicalByLength:5
7c7428ba5af62972,16,across,8,2,3,"[[8, 2], [8, 3], [8, 4]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,17,across,8,7,4,"[[8, 7], [8, 8], [8, 9], [8, 10]]",392,initial_domains.json:canonicalByLength:4
7c7428ba5af62972,18,across,9,0,3,"[[9, 0], [9, 1], [9, 2]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,19,across,9,4,7,"[[9, 4], [9, 5], [9, 6], [9, 7], [9, 8], [9, 9], [9, 10]]",456,initial_domains.json:canonicalByLength:7
7c7428ba5af62972,20,across,10,0,13,"[[10, 0], [10, 1], [10, 2], [10, 3], [10, 4], [10, 5], [10, 6], [10, 7], [10, 8], [10, 9], [10, 10], [10, 11], [10, 12]]",33,initial_domains.json:canonicalByLength:13
7c7428ba5af62972,21,across,11,0,7,"[[11, 0], [11, 1], [11, 2], [11, 3], [11, 4], [11, 5], [11, 6]]",456,initial_domains.json:canonicalByLength:7
7c7428ba5af62972,22,across,11,8,5,"[[11, 8], [11, 9], [11, 10], [11, 11], [11, 12]]",398,initial_domains.json:canonicalByLength:5
7c7428ba5af62972,23,across,12,2,4,"[[12, 2], [12, 3], [12, 4], [12, 5]]",392,initial_domains.json:canonicalByLength:4
7c7428ba5af62972,24,across,12,8,5,"[[12, 8], [12, 9], [12, 10], [12, 11], [12, 12]]",398,initial_domains.json:canonicalByLength:5
7c7428ba5af62972,25,down,2,0,5,"[[2, 0], [3, 0], [4, 0], [5, 0], [6, 0]]",398,initial_domains.json:canonicalByLength:5
7c7428ba5af62972,26,down,9,0,3,"[[9, 0], [10, 0], [11, 0]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,27,down,2,1,5,"[[2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]",398,initial_domains.json:canonicalByLength:5
7c7428ba5af62972,28,down,9,1,3,"[[9, 1], [10, 1], [11, 1]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,29,down,0,2,13,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2]]",33,initial_domains.json:canonicalByLength:13
7c7428ba5af62972,30,down,0,3,5,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3]]",398,initial_domains.json:canonicalByLength:5
7c7428ba5af62972,31,down,6,3,3,"[[6, 3], [7, 3], [8, 3]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,32,down,10,3,3,"[[10, 3], [11, 3], [12, 3]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,33,down,0,4,5,"[[0, 4], [1, 4], [2, 4], [3, 4], [4, 4]]",398,initial_domains.json:canonicalByLength:5
7c7428ba5af62972,34,down,7,4,6,"[[7, 4], [8, 4], [9, 4], [10, 4], [11, 4], [12, 4]]",408,initial_domains.json:canonicalByLength:6
7c7428ba5af62972,35,down,1,5,3,"[[1, 5], [2, 5], [3, 5]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,36,down,5,5,3,"[[5, 5], [6, 5], [7, 5]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,37,down,9,5,4,"[[9, 5], [10, 5], [11, 5], [12, 5]]",392,initial_domains.json:canonicalByLength:4
7c7428ba5af62972,38,down,0,6,3,"[[0, 6], [1, 6], [2, 6]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,39,down,4,6,3,"[[4, 6], [5, 6], [6, 6]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,40,down,9,6,3,"[[9, 6], [10, 6], [11, 6]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,41,down,0,7,3,"[[0, 7], [1, 7], [2, 7]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,42,down,4,7,3,"[[4, 7], [5, 7], [6, 7]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,43,down,8,7,3,"[[8, 7], [9, 7], [10, 7]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,44,down,0,8,5,"[[0, 8], [1, 8], [2, 8], [3, 8], [4, 8]]",398,initial_domains.json:canonicalByLength:5
7c7428ba5af62972,45,down,7,8,6,"[[7, 8], [8, 8], [9, 8], [10, 8], [11, 8], [12, 8]]",408,initial_domains.json:canonicalByLength:6
7c7428ba5af62972,46,down,0,9,5,"[[0, 9], [1, 9], [2, 9], [3, 9], [4, 9]]",398,initial_domains.json:canonicalByLength:5
7c7428ba5af62972,47,down,7,9,6,"[[7, 9], [8, 9], [9, 9], [10, 9], [11, 9], [12, 9]]",408,initial_domains.json:canonicalByLength:6
7c7428ba5af62972,48,down,0,10,13,"[[0, 10], [1, 10], [2, 10], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10], [11, 10], [12, 10]]",33,initial_domains.json:canonicalByLength:13
7c7428ba5af62972,49,down,1,11,3,"[[1, 11], [2, 11], [3, 11]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,50,down,5,11,3,"[[5, 11], [6, 11], [7, 11]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,51,down,10,11,3,"[[10, 11], [11, 11], [12, 11]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,52,down,1,12,3,"[[1, 12], [2, 12], [3, 12]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,53,down,5,12,3,"[[5, 12], [6, 12], [7, 12]]",182,initial_domains.json:canonicalByLength:3
7c7428ba5af62972,54,down,10,12,3,"[[10, 12], [11, 12], [12, 12]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,0,across,0,0,6,"[[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5]]",408,initial_domains.json:canonicalByLength:6
67729264f66102c9,1,across,0,8,3,"[[0, 8], [0, 9], [0, 10]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,2,across,1,0,7,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]]",456,initial_domains.json:canonicalByLength:7
67729264f66102c9,3,across,1,8,5,"[[1, 8], [1, 9], [1, 10], [1, 11], [1, 12]]",398,initial_domains.json:canonicalByLength:5
67729264f66102c9,4,across,2,0,13,"[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12]]",33,initial_domains.json:canonicalByLength:13
67729264f66102c9,5,across,3,2,3,"[[3, 2], [3, 3], [3, 4]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,6,across,3,6,7,"[[3, 6], [3, 7], [3, 8], [3, 9], [3, 10], [3, 11], [3, 12]]",456,initial_domains.json:canonicalByLength:7
67729264f66102c9,7,across,4,0,6,"[[4, 0], [4, 1], [4, 2], [4, 3], [4, 4], [4, 5]]",408,initial_domains.json:canonicalByLength:6
67729264f66102c9,8,across,4,7,4,"[[4, 7], [4, 8], [4, 9], [4, 10]]",392,initial_domains.json:canonicalByLength:4
67729264f66102c9,9,across,5,0,3,"[[5, 0], [5, 1], [5, 2]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,10,across,5,4,3,"[[5, 4], [5, 5], [5, 6]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,11,across,5,9,3,"[[5, 9], [5, 10], [5, 11]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,12,across,6,0,4,"[[6, 0], [6, 1], [6, 2], [6, 3]]",392,initial_domains.json:canonicalByLength:4
67729264f66102c9,13,across,6,5,3,"[[6, 5], [6, 6], [6, 7]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,14,across,6,10,3,"[[6, 10], [6, 11], [6, 12]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,15,across,7,1,3,"[[7, 1], [7, 2], [7, 3]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,16,across,7,6,3,"[[7, 6], [7, 7], [7, 8]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,17,across,7,10,3,"[[7, 10], [7, 11], [7, 12]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,18,across,8,2,4,"[[8, 2], [8, 3], [8, 4], [8, 5]]",392,initial_domains.json:canonicalByLength:4
67729264f66102c9,19,across,8,7,6,"[[8, 7], [8, 8], [8, 9], [8, 10], [8, 11], [8, 12]]",408,initial_domains.json:canonicalByLength:6
67729264f66102c9,20,across,9,0,3,"[[9, 0], [9, 1], [9, 2]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,21,across,9,4,3,"[[9, 4], [9, 5], [9, 6]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,22,across,9,8,3,"[[9, 8], [9, 9], [9, 10]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,23,across,10,0,13,"[[10, 0], [10, 1], [10, 2], [10, 3], [10, 4], [10, 5], [10, 6], [10, 7], [10, 8], [10, 9], [10, 10], [10, 11], [10, 12]]",33,initial_domains.json:canonicalByLength:13
67729264f66102c9,24,across,11,0,4,"[[11, 0], [11, 1], [11, 2], [11, 3]]",392,initial_domains.json:canonicalByLength:4
67729264f66102c9,25,across,11,6,3,"[[11, 6], [11, 7], [11, 8]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,26,across,11,10,3,"[[11, 10], [11, 11], [11, 12]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,27,across,12,1,3,"[[12, 1], [12, 2], [12, 3]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,28,across,12,6,3,"[[12, 6], [12, 7], [12, 8]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,29,across,12,10,3,"[[12, 10], [12, 11], [12, 12]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,30,down,0,0,3,"[[0, 0], [1, 0], [2, 0]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,31,down,4,0,3,"[[4, 0], [5, 0], [6, 0]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,32,down,9,0,3,"[[9, 0], [10, 0], [11, 0]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,33,down,0,1,3,"[[0, 1], [1, 1], [2, 1]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,34,down,4,1,4,"[[4, 1], [5, 1], [6, 1], [7, 1]]",392,initial_domains.json:canonicalByLength:4
67729264f66102c9,35,down,9,1,4,"[[9, 1], [10, 1], [11, 1], [12, 1]]",392,initial_domains.json:canonicalByLength:4
67729264f66102c9,36,down,0,2,13,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2]]",33,initial_domains.json:canonicalByLength:13
67729264f66102c9,37,down,0,3,5,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3]]",398,initial_domains.json:canonicalByLength:5
67729264f66102c9,38,down,6,3,3,"[[6, 3], [7, 3], [8, 3]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,39,down,10,3,3,"[[10, 3], [11, 3], [12, 3]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,40,down,0,4,6,"[[0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4]]",408,initial_domains.json:canonicalByLength:6
67729264f66102c9,41,down,8,4,3,"[[8, 4], [9, 4], [10, 4]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,42,down,0,5,3,"[[0, 5], [1, 5], [2, 5]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,43,down,4,5,3,"[[4, 5], [5, 5], [6, 5]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,44,down,8,5,3,"[[8, 5], [9, 5], [10, 5]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,45,down,1,6,3,"[[1, 6], [2, 6], [3, 6]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,46,down,5,6,3,"[[5, 6], [6, 6], [7, 6]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,47,down,9,6,4,"[[9, 6], [10, 6], [11, 6], [12, 6]]",392,initial_domains.json:canonicalByLength:4
67729264f66102c9,48,down,2,7,3,"[[2, 7], [3, 7], [4, 7]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,49,down,6,7,3,"[[6, 7], [7, 7], [8, 7]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,50,down,10,7,3,"[[10, 7], [11, 7], [12, 7]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,51,down,0,8,5,"[[0, 8], [1, 8], [2, 8], [3, 8], [4, 8]]",398,initial_domains.json:canonicalByLength:5
67729264f66102c9,52,down,7,8,6,"[[7, 8], [8, 8], [9, 8], [10, 8], [11, 8], [12, 8]]",408,initial_domains.json:canonicalByLength:6
67729264f66102c9,53,down,0,9,6,"[[0, 9], [1, 9], [2, 9], [3, 9], [4, 9], [5, 9]]",408,initial_domains.json:canonicalByLength:6
67729264f66102c9,54,down,8,9,3,"[[8, 9], [9, 9], [10, 9]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,55,down,0,10,13,"[[0, 10], [1, 10], [2, 10], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10], [11, 10], [12, 10]]",33,initial_domains.json:canonicalByLength:13
67729264f66102c9,56,down,1,11,3,"[[1, 11], [2, 11], [3, 11]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,57,down,5,11,4,"[[5, 11], [6, 11], [7, 11], [8, 11]]",392,initial_domains.json:canonicalByLength:4
67729264f66102c9,58,down,10,11,3,"[[10, 11], [11, 11], [12, 11]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,59,down,1,12,3,"[[1, 12], [2, 12], [3, 12]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,60,down,6,12,3,"[[6, 12], [7, 12], [8, 12]]",182,initial_domains.json:canonicalByLength:3
67729264f66102c9,61,down,10,12,3,"[[10, 12], [11, 12], [12, 12]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,0,across,0,0,3,"[[0, 0], [0, 1], [0, 2]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,1,across,0,4,3,"[[0, 4], [0, 5], [0, 6]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,2,across,0,9,4,"[[0, 9], [0, 10], [0, 11], [0, 12]]",392,initial_domains.json:canonicalByLength:4
44f06fb6550609f2,3,across,1,0,3,"[[1, 0], [1, 1], [1, 2]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,4,across,1,4,3,"[[1, 4], [1, 5], [1, 6]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,5,across,1,9,4,"[[1, 9], [1, 10], [1, 11], [1, 12]]",392,initial_domains.json:canonicalByLength:4
44f06fb6550609f2,6,across,2,0,13,"[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12]]",33,initial_domains.json:canonicalByLength:13
44f06fb6550609f2,7,across,3,2,3,"[[3, 2], [3, 3], [3, 4]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,8,across,3,7,4,"[[3, 7], [3, 8], [3, 9], [3, 10]]",392,initial_domains.json:canonicalByLength:4
44f06fb6550609f2,9,across,4,2,3,"[[4, 2], [4, 3], [4, 4]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,10,across,4,6,5,"[[4, 6], [4, 7], [4, 8], [4, 9], [4, 10]]",398,initial_domains.json:canonicalByLength:5
44f06fb6550609f2,11,across,5,0,3,"[[5, 0], [5, 1], [5, 2]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,12,across,5,5,3,"[[5, 5], [5, 6], [5, 7]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,13,across,5,10,3,"[[5, 10], [5, 11], [5, 12]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,14,across,6,0,3,"[[6, 0], [6, 1], [6, 2]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,15,across,6,4,3,"[[6, 4], [6, 5], [6, 6]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,16,across,6,9,4,"[[6, 9], [6, 10], [6, 11], [6, 12]]",392,initial_domains.json:canonicalByLength:4
44f06fb6550609f2,17,across,7,0,6,"[[7, 0], [7, 1], [7, 2], [7, 3], [7, 4], [7, 5]]",408,initial_domains.json:canonicalByLength:6
44f06fb6550609f2,18,across,7,8,5,"[[7, 8], [7, 9], [7, 10], [7, 11], [7, 12]]",398,initial_domains.json:canonicalByLength:5
44f06fb6550609f2,19,across,8,2,3,"[[8, 2], [8, 3], [8, 4]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,20,across,8,6,5,"[[8, 6], [8, 7], [8, 8], [8, 9], [8, 10]]",398,initial_domains.json:canonicalByLength:5
44f06fb6550609f2,21,across,9,0,4,"[[9, 0], [9, 1], [9, 2], [9, 3]]",392,initial_domains.json:canonicalByLength:4
44f06fb6550609f2,22,across,9,6,3,"[[9, 6], [9, 7], [9, 8]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,23,across,9,10,3,"[[9, 10], [9, 11], [9, 12]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,24,across,10,0,13,"[[10, 0], [10, 1], [10, 2], [10, 3], [10, 4], [10, 5], [10, 6], [10, 7], [10, 8], [10, 9], [10, 10], [10, 11], [10, 12]]",33,initial_domains.json:canonicalByLength:13
44f06fb6550609f2,25,across,11,0,6,"[[11, 0], [11, 1], [11, 2], [11, 3], [11, 4], [11, 5]]",408,initial_domains.json:canonicalByLength:6
44f06fb6550609f2,26,across,11,8,5,"[[11, 8], [11, 9], [11, 10], [11, 11], [11, 12]]",398,initial_domains.json:canonicalByLength:5
44f06fb6550609f2,27,across,12,2,4,"[[12, 2], [12, 3], [12, 4], [12, 5]]",392,initial_domains.json:canonicalByLength:4
44f06fb6550609f2,28,across,12,8,3,"[[12, 8], [12, 9], [12, 10]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,29,down,0,0,3,"[[0, 0], [1, 0], [2, 0]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,30,down,5,0,3,"[[5, 0], [6, 0], [7, 0]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,31,down,9,0,3,"[[9, 0], [10, 0], [11, 0]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,32,down,0,1,3,"[[0, 1], [1, 1], [2, 1]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,33,down,5,1,3,"[[5, 1], [6, 1], [7, 1]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,34,down,9,1,3,"[[9, 1], [10, 1], [11, 1]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,35,down,0,2,13,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2]]",33,initial_domains.json:canonicalByLength:13
44f06fb6550609f2,36,down,2,3,3,"[[2, 3], [3, 3], [4, 3]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,37,down,7,3,6,"[[7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3]]",408,initial_domains.json:canonicalByLength:6
44f06fb6550609f2,38,down,0,4,5,"[[0, 4], [1, 4], [2, 4], [3, 4], [4, 4]]",398,initial_domains.json:canonicalByLength:5
44f06fb6550609f2,39,down,6,4,3,"[[6, 4], [7, 4], [8, 4]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,40,down,10,4,3,"[[10, 4], [11, 4], [12, 4]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,41,down,0,5,3,"[[0, 5], [1, 5], [2, 5]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,42,down,5,5,3,"[[5, 5], [6, 5], [7, 5]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,43,down,10,5,3,"[[10, 5], [11, 5], [12, 5]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,44,down,0,6,3,"[[0, 6], [1, 6], [2, 6]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,45,down,4,6,3,"[[4, 6], [5, 6], [6, 6]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,46,down,8,6,3,"[[8, 6], [9, 6], [10, 6]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,47,down,2,7,4,"[[2, 7], [3, 7], [4, 7], [5, 7]]",392,initial_domains.json:canonicalByLength:4
44f06fb6550609f2,48,down,8,7,3,"[[8, 7], [9, 7], [10, 7]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,49,down,2,8,3,"[[2, 8], [3, 8], [4, 8]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,50,down,7,8,6,"[[7, 8], [8, 8], [9, 8], [10, 8], [11, 8], [12, 8]]",408,initial_domains.json:canonicalByLength:6
44f06fb6550609f2,51,down,0,9,5,"[[0, 9], [1, 9], [2, 9], [3, 9], [4, 9]]",398,initial_domains.json:canonicalByLength:5
44f06fb6550609f2,52,down,6,9,3,"[[6, 9], [7, 9], [8, 9]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,53,down,10,9,3,"[[10, 9], [11, 9], [12, 9]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,54,down,0,10,13,"[[0, 10], [1, 10], [2, 10], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10], [11, 10], [12, 10]]",33,initial_domains.json:canonicalByLength:13
44f06fb6550609f2,55,down,0,11,3,"[[0, 11], [1, 11], [2, 11]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,56,down,5,11,3,"[[5, 11], [6, 11], [7, 11]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,57,down,9,11,3,"[[9, 11], [10, 11], [11, 11]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,58,down,0,12,3,"[[0, 12], [1, 12], [2, 12]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,59,down,5,12,3,"[[5, 12], [6, 12], [7, 12]]",182,initial_domains.json:canonicalByLength:3
44f06fb6550609f2,60,down,9,12,3,"[[9, 12], [10, 12], [11, 12]]",182,initial_domains.json:canonicalByLength:3
003d84002c16b0cf,0,across,0,2,3,"[[0, 2], [0, 3], [0, 4]]",182,initial_domains.json:canonicalByLength:3
003d84002c16b0cf,1,across,0,7,4,"[[0, 7], [0, 8], [0, 9], [0, 10]]",392,initial_domains.json:canonicalByLength:4
003d84002c16b0cf,2,across,1,2,3,"[[1, 2], [1, 3], [1, 4]]",182,initial_domains.json:canonicalByLength:3
003d84002c16b0cf,3,across,1,7,6,"[[1, 7], [1, 8], [1, 9], [1, 10], [1, 11], [1, 12]]",408,initial_domains.json:canonicalByLength:6
003d84002c16b0cf,4,across,2,0,13,"[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12]]",33,initial_domains.json:canonicalByLength:13
003d84002c16b0cf,5,across,3,0,3,"[[3, 0], [3, 1], [3, 2]]",182,initial_domains.json:canonicalByLength:3
003d84002c16b0cf,6,across,3,5,3,"[[3, 5], [3, 6], [3, 7]]",182,initial_domains.json:canonicalByLength:3
