"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict"
"2267","2","FALLS","السقوط","review","msa","medium","","","","","noun","construction-or-sense-review","FALLS — السقوط: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2267:2","السقوط","true"
"2416","1","RURAL","الريف","review","msa","medium","","","","","noun","construction-or-sense-review","RURAL — الريف: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2416:1","الريف","true"
"3722","2","BATHROOM","مام","review","msa","high","false","false","false","false","uncertain","unsuitable-pending-review","BATHROOM — مام: مام is truncated/unidentified rather than a natural bathroom noun. Preserve without silently adding letters.","AI-assisted linguistic review","[]","3722:2","حمام","false"
"1790","0","ENDING","المنتهي","review","msa","medium","","","","","adjective","construction-or-sense-review","ENDING — المنتهي: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1790:0","النهاية","false"
"1790","1","ENDING","انهاء","review","msa","medium","","","","","noun","orthography-review","ENDING — انهاء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1790:1","النهاية","false"
"1796","0","AUTOMOTIVE","للسيارات","review","msa","medium","","","","","adjective","construction-or-sense-review","AUTOMOTIVE — للسيارات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1796:0","السيارات","false"
"1796","1","AUTOMOTIVE","السيارات","review","msa","medium","","","","","noun","construction-or-sense-review","AUTOMOTIVE — السيارات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1796:1","السيارات","true"
"2283","0","HELLO","الو","review","uncertain","medium","","","","","interjection","register-review","HELLO — الو: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2283:0","مرحبا","false"
"2919","3","EXPORT","الصادرات","review","msa","medium","","","","","noun","construction-or-sense-review","EXPORT — الصادرات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2919:3","تصدير","false"
"2118","0","FAITH","ايمانا","review","msa","medium","","","","","noun","orthography-review","FAITH — ايمانا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2118:0","الإيمان","false"
"2118","1","FAITH","فيث","review","uncertain","medium","","","","","uncertain","register-review","FAITH — فيث: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2118:1","الإيمان","false"
"2118","2","FAITH","ايمان","review","msa","medium","","","","","noun","orthography-review","FAITH — ايمان: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2118:2","الإيمان","false"
"2118","3","FAITH","الايمان","review","msa","medium","","","","","noun","orthography-review","FAITH — الايمان: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2118:3","الإيمان","false"
"3766","1","CUTE","كيوت","review","uncertain","medium","","","","","adjective","register-review","CUTE — كيوت: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3766:1","لطيف","false"
"5657","1","STAYED","بقى","review","msa","medium","","","","","verb","orthography-review","STAYED — بقى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","5657:1","بقي","false"
"4531","4","ARENA","ارينا","review","uncertain","medium","","","","","uncertain","register-review","ARENA — ارينا: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","4531:4","الساحة","false"
"5662","0","SEES","بصير","review","msa","medium","","","","","adjective","construction-or-sense-review","SEES — بصير: بصير is sighted/insightful, not the finite verb sees without a linking construction.","AI-assisted linguistic review","[]","5662:0","يرى","false"
"1822","2","HISTORICAL","تاريخى","review","msa","medium","","","","","adjective","orthography-review","HISTORICAL — تاريخى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1822:2","تاريخى","true"
"2136","2","EXTENDED","تمديد","review","msa","medium","","","","","noun","construction-or-sense-review","EXTENDED — تمديد: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2136:2","تمديد","true"
"3226","2","MILE","مايل","review","uncertain","medium","","","","","noun","register-review","MILE — مايل: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3226:2","ميل","false"
"2875","0","PREPARATION","اعداد","review","msa","medium","","","","","noun","orthography-review","PREPARATION — اعداد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2875:0","الإعداد","false"
"2875","3","PREPARATION","الاعداد","review","msa","medium","","","","","noun","orthography-review","PREPARATION — الاعداد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2875:3","الإعداد","false"
"2140","0","SORRY","اسف","review","msa","medium","","","","","adjective","orthography-review","SORRY — اسف: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2140:0","آسفه","false"
"2140","1","SORRY","الاسف","review","msa","medium","","","","","noun","orthography-review","SORRY — الاسف: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2140:1","آسفه","false"
"2140","3","SORRY","آسفه","review","msa","medium","","","","","adjective","orthography-review","SORRY — آسفه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2140:3","آسفه","true"
"3808","0","LEGEND","الاسطورة","review","msa","medium","","","","","noun","orthography-review","LEGEND — الاسطورة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3808:0","أسطورة","false"
"3808","1","LEGEND","اسطورة","review","msa","medium","","","","","noun","orthography-review","LEGEND — اسطورة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3808:1","أسطورة","false"
"8755","2","TOOTH","الأسنان","review","msa","medium","","","","","noun","construction-or-sense-review","TOOTH — الأسنان: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","8755:2","الأسنان","true"
"1844","0","SETTINGS","اعدادات","review","msa","medium","","","","","noun","orthography-review","SETTINGS — اعدادات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1844:0","إعدادات الإعدادات","false"
"1844","1","SETTINGS","إعدادات الإعدادات","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","SETTINGS — إعدادات الإعدادات: A potentially misleading or malformed relationship remains excluded pending review; a categorical rejection is not sufficiently established.","AI-assisted linguistic review","[]","1844:1","إعدادات الإعدادات","true"
"6992","1","POLAR","القطب القطبي","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","POLAR — القطب القطبي: القطب القطبي is a tautological noun phrase rather than the polar adjective; withhold for review.","AI-assisted linguistic review","[]","6992:1","القطب القطبي","true"
"1857","1","HOLIDAYS","الاجازات","review","msa","medium","","","","","noun","orthography-review","HOLIDAYS — الاجازات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1857:1","العطل الرسمية","false"
"1857","2","HOLIDAYS","اعياد","review","msa","medium","","","","","noun","orthography-review","HOLIDAYS — اعياد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1857:2","العطل الرسمية","false"
"1857","3","HOLIDAYS","الاعياد","review","msa","medium","","","","","noun","orthography-review","HOLIDAYS — الاعياد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1857:3","العطل الرسمية","false"
"2668","0","INCHES","بوصة","review","msa","medium","","","","","noun","construction-or-sense-review","INCHES — بوصة: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2668:0","بوصة","true"
"2668","1","INCHES","انشات","review","msa","medium","","","","","noun","orthography-review","INCHES — انشات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2668:1","بوصة","false"
"1868","2","LABEL","تسمية التسمية","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","LABEL — تسمية التسمية: A potentially misleading or malformed relationship remains excluded pending review; a categorical rejection is not sufficiently established.","AI-assisted linguistic review","[]","1868:2","تسمية التسمية","true"
"7061","0","OOPS","وبس","review","uncertain","medium","","","","","interjection","register-review","OOPS — وبس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","7061:0","أوبس","false"
"7061","1","OOPS","ويحي","review","msa","medium","","","","","interjection","construction-or-sense-review","OOPS — ويحي: ويحي expresses dismay/wretched me; a minor accidental-error oops correspondence needs pragmatic evidence.","AI-assisted linguistic review","[]","7061:1","أوبس","false"
"7061","2","OOPS","أوبس","review","uncertain","medium","","","","","interjection","register-review","OOPS — أوبس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","7061:2","أوبس","true"
"2443","0","REMAIN","ابقى","review","msa","medium","","","","","verb","orthography-review","REMAIN — ابقى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2443:0","ابقى","true"
"1884","0","SECTIONS","الاقسام","review","msa","medium","","","","","noun","orthography-review","SECTIONS — الاقسام: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1884:0","الأبواب","false"
"1884","1","SECTIONS","اقسام","review","msa","medium","","","","","noun","orthography-review","SECTIONS — اقسام: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1884:1","الأبواب","false"
"2704","0","ACHIEVE","تحقيقه","review","msa","medium","","","","","verb","construction-or-sense-review","ACHIEVE — تحقيقه: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2704:0","تحقيق","false"
"2249","0","MOUSE","الفارة","review","msa","medium","","","","","noun","orthography-review","MOUSE — الفارة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2249:0","ماوس","false"
"2249","1","MOUSE","الفار","review","msa","medium","","","","","noun","orthography-review","MOUSE — الفار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2249:1","ماوس","false"
"2249","2","MOUSE","فار","review","msa","medium","","","","","noun","orthography-review","MOUSE — فار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2249:2","ماوس","false"
"2249","3","MOUSE","ماوس","review","uncertain","medium","","","","","noun","register-review","MOUSE — ماوس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2249:3","ماوس","true"
"2985","1","LOSE","خسارة","review","msa","medium","","","","","verb","construction-or-sense-review","LOSE — خسارة: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2985:1","خسارة","true"
"2223","0","APPLICABLE","ينطبق","review","msa","medium","","","","","adjective","construction-or-sense-review","APPLICABLE — ينطبق: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2223:0","ينطبق","true"
"5262","0","ISRAELI","اسرائيلي","review","msa","medium","","","","","adjective","orthography-review","ISRAELI — اسرائيلي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","5262:0","اسرائيلي","true"
"5262","1","ISRAELI","اسرائيلية","review","msa","medium","","","","","adjective","orthography-review","ISRAELI — اسرائيلية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","5262:1","اسرائيلي","false"
"5262","2","ISRAELI","الاسرائيلي","review","msa","medium","","","","","adjective","orthography-review","ISRAELI — الاسرائيلي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","5262:2","اسرائيلي","false"
"5262","3","ISRAELI","الاسرائيلية","review","msa","medium","","","","","adjective","orthography-review","ISRAELI — الاسرائيلية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","5262:3","اسرائيلي","false"
"2721","0","REFER","إرجع","review","msa","medium","","","","","verb","orthography-review","REFER — إرجع: إرجع has the wrong initial hamza convention for ارجع and may mean return rather than refer. Preserve for review.","AI-assisted linguistic review","[]","2721:0","إرجع","true"
"3082","0","BLUES","البلوز","review","uncertain","medium","","","","","noun","register-review","BLUES — البلوز: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3082:0","البلوز","true"
"2483","0","BETA","بيتا","review","uncertain","medium","","","","","noun","register-review","BETA — بيتا: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2483:0","بيتا","true"
"1916","2","PATCH","باتش","review","uncertain","medium","","","","","noun","register-review","PATCH — باتش: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1916:2","التصحيح","false"
"1916","3","PATCH","التصحيح","review","msa","medium","","","","","noun","construction-or-sense-review","PATCH — التصحيح: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1916:3","التصحيح","true"
"2433","1","NULL","لا شيء","review","msa","medium","","","","","pronoun","construction-or-sense-review","NULL — لا شيء: لا شيء means nothing. Technical null is not interchangeable with every absence/nothing concept; context is needed.","AI-assisted linguistic review","[]","2433:1","لا شيء","true"
"1922","0","MISS","مشتاق","review","msa","medium","","","","","verb","construction-or-sense-review","MISS — مشتاق: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1922:0","ملكة جمال","false"
"1922","1","MISS","ملكة جمال","review","msa","medium","","","","","noun","construction-or-sense-review","MISS — ملكة جمال: ملكة جمال expresses a beauty queen, not Miss as a standalone title. A pageant-specific context is missing.","AI-assisted linguistic review","[]","1922:1","ملكة جمال","true"
"5279","1","SHELF","الجرف","review","msa","medium","","","","","noun","construction-or-sense-review","SHELF — الجرف: الجرف can denote a geological shelf/ledge or cliff. The precise shelf sense needs context.","AI-assisted linguistic review","[]","5279:1","الرف","false"
"5279","3","SHELF","جرف","review","msa","medium","","","","","noun","construction-or-sense-review","SHELF — جرف: جرف needs evidence for the intended geological shelf sense; do not infer it from surface proximity.","AI-assisted linguistic review","[]","5279:3","الرف","false"
"1951","0","CONGRESS","الكونغرس","review","uncertain","medium","","","","","noun","register-review","CONGRESS — الكونغرس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1951:0","الكونغرس","true"
"1951","2","CONGRESS","الكونجرس","review","uncertain","medium","","","","","noun","register-review","CONGRESS — الكونجرس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1951:2","الكونغرس","false"
"1951","3","CONGRESS","كونغرس","review","uncertain","medium","","","","","noun","register-review","CONGRESS — كونغرس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1951:3","الكونغرس","false"
"2334","0","VICE","نائب","review","msa","medium","","","","","noun","construction-or-sense-review","VICE — نائب: نائب is deputy as in vice-president, while vice alone has other senses; the bound-prefix construction needs review.","AI-assisted linguistic review","[]","2334:0","نائب","true"
"1956","0","PRODUCED","انتج","review","msa","medium","","","","","verb","orthography-review","PRODUCED — انتج: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1956:0","منتجة","false"
"1956","1","PRODUCED","منتجة","review","msa","medium","","","","","adjective","construction-or-sense-review","PRODUCED — منتجة: منتجة may be productive or a feminine producer; the intended produced/passive sense needs vocalization or context.","AI-assisted linguistic review","[]","1956:1","منتجة","true"
"3387","0","MUSCLE","العضلات","review","msa","medium","","","","","noun","construction-or-sense-review","MUSCLE — العضلات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","3387:0","عضلة","false"
"3387","3","MUSCLE","عضلات","review","msa","medium","","","","","noun","construction-or-sense-review","MUSCLE — عضلات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","3387:3","عضلة","false"
"1963","0","SAINT","سانت","review","uncertain","medium","","","","","noun","register-review","SAINT — سانت: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1963:0","القديس","false"
"5499","0","EXAMINED","فحصها","review","msa","medium","","","","","verb","construction-or-sense-review","EXAMINED — فحصها: فحصها includes an object pronoun or nominal reading. Leave the isolated examined mapping for contextual review.","AI-assisted linguistic review","[]","5499:0","فحصها","true"
"2818","0","STRESS","اجهاد","review","msa","medium","","","","","noun","orthography-review","STRESS — اجهاد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2818:0","الإجهاد","false"
"2818","1","STRESS","الاجهاد","review","msa","medium","","","","","noun","orthography-review","STRESS — الاجهاد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2818:1","الإجهاد","false"
