"sourceId","originalDecision","revisedDecision","reason","confidence"
"784:0","{""headwordIndex"":784,""translationIndex"":0,""english"":""MARK"",""original"":""العلامة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun/verb"",""reasonCode"":""valid-alternative"",""reason"":""MARK — العلامة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":784,""translationIndex"":0,""english"":""MARK"",""original"":""العلامة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun/verb"",""reasonCode"":""valid-alternative"",""reason"":""العلامة naturally names a mark; article variant remains eligible even if a bare form is preferred."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","العلامة naturally names a mark; article variant remains eligible even if a bare form is preferred.","high"
"780:2","{""headwordIndex"":780,""translationIndex"":2,""english"":""FINANCE"",""original"":""مالية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun/verb"",""reasonCode"":""valid-alternative"",""reason"":""FINANCE — مالية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":780,""translationIndex"":2,""english"":""FINANCE"",""original"":""مالية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun/verb"",""reasonCode"":""valid-alternative"",""reason"":""مالية is natural for finance/financial affairs; feminine/noun morphology need not mirror English."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","مالية is natural for finance/financial affairs; feminine/noun morphology need not mirror English.","high"
"625:2","{""headwordIndex"":625,""translationIndex"":2,""english"":""LISTED"",""original"":""المدرجة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""LISTED — المدرجة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":625,""translationIndex"":2,""english"":""LISTED"",""original"":""المدرجة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""المدرجة is listed feminine definite, a valid inflection rather than a different meaning."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","المدرجة is listed feminine definite, a valid inflection rather than a different meaning.","high"
"838:0","{""headwordIndex"":838,""translationIndex"":0,""english"":""ADVERTISING"",""original"":""الدعاية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""ADVERTISING — الدعاية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":838,""translationIndex"":0,""english"":""ADVERTISING"",""original"":""الدعاية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""الدعاية can legitimately mean advertising/publicity; propaganda overlap alone does not exclude it."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","الدعاية can legitimately mean advertising/publicity; propaganda overlap alone does not exclude it.","high"
"621:2","{""headwordIndex"":621,""translationIndex"":2,""english"":""MILLION"",""original"":""مليونا"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""numeral"",""reasonCode"":""valid-alternative"",""reason"":""MILLION — مليونا: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":621,""translationIndex"":2,""english"":""MILLION"",""original"":""مليونا"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""numeral"",""reasonCode"":""valid-alternative"",""reason"":""مليونا is a normal case-marked million form; no need for identical surface morphology."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","مليونا is a normal case-marked million form; no need for identical surface morphology.","high"
"890:0","{""headwordIndex"":890,""translationIndex"":0,""english"":""PUBLISHED"",""original"":""نشر"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb/adjective"",""reasonCode"":""valid-alternative"",""reason"":""PUBLISHED — نشر: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":890,""translationIndex"":0,""english"":""PUBLISHED"",""original"":""نشر"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb/adjective"",""reasonCode"":""valid-alternative"",""reason"":""نشر permits published as an unvocalized past verbal reading. Person/voice context does not force rejection."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","نشر permits published as an unvocalized past verbal reading. Person/voice context does not force rejection.","high"
"740:2","{""headwordIndex"":740,""translationIndex"":2,""english"":""RECORDS"",""original"":""المحاضر"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""RECORDS — المحاضر: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":740,""translationIndex"":2,""english"":""RECORDS"",""original"":""المحاضر"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""official minutes"",""reasonCode"":""valid-alternative"",""reason"":""المحاضر are minutes/official records, a legitimate distinct RECORDS sense."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","المحاضر are minutes/official records, a legitimate distinct RECORDS sense.","high"
"709:1","{""headwordIndex"":709,""translationIndex"":1,""english"":""DIRECTOR"",""original"":""مدير"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""manager"",""reasonCode"":""natural-preferred"",""reason"":""DIRECTOR — مدير (manager): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":709,""translationIndex"":1,""english"":""DIRECTOR"",""original"":""مدير"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""manager"",""reasonCode"":""valid-alternative"",""reason"":""مدير is a valid manager/director sense and remains allowed. Whether it should be preferred over the separate film-director sense is context-dependent; the proposed preference downgrade is medium-confidence only."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","مدير is a valid manager/director sense and remains allowed. Whether it should be preferred over the separate film-director sense is context-dependent; the proposed preference downgrade is medium-confidence only.","medium"
"820:3","{""headwordIndex"":820,""translationIndex"":3,""english"":""WATCH"",""original"":""مشاهدة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun/verb"",""sense"":""observing"",""reasonCode"":""valid-alternative"",""reason"":""WATCH — مشاهدة (observing): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":820,""translationIndex"":3,""english"":""WATCH"",""original"":""مشاهدة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""sense"":""observing"",""reasonCode"":""valid-alternative"",""reason"":""مشاهدة is the watching event corresponding to the verb WATCH; avoid labelling the timepiece noun for this relationship."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","مشاهدة is the watching event corresponding to the verb WATCH; avoid labelling the timepiece noun for this relationship.","high"
"541:0","{""headwordIndex"":541,""translationIndex"":0,""english"":""SINGLE"",""original"":""عزباء"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""sense"":""unmarried"",""reasonCode"":""valid-alternative"",""reason"":""SINGLE — عزباء (unmarried): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":541,""translationIndex"":0,""english"":""SINGLE"",""original"":""عزباء"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""sense"":""unmarried"",""reasonCode"":""valid-alternative"",""reason"":""عزباء is unmarried feminine, an ordinary SINGLE sense; preserve gender alternatives."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","عزباء is unmarried feminine, an ordinary SINGLE sense; preserve gender alternatives.","high"
"870:1","{""headwordIndex"":870,""translationIndex"":1,""english"":""SORT"",""original"":""فرز"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun/verb"",""sense"":""arrange into order"",""reasonCode"":""natural-preferred"",""reason"":""SORT — فرز (arrange into order): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":870,""translationIndex"":1,""english"":""SORT"",""original"":""فرز"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""verb"",""sense"":""arrange into order"",""reasonCode"":""natural-preferred"",""reason"":""فرز names sorting, naturally representing the SORT verb/action; distinct from SORT meaning kind."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","فرز names sorting, naturally representing the SORT verb/action; distinct from SORT meaning kind.","high"
"699:1","{""headwordIndex"":699,""translationIndex"":1,""english"":""CALLED"",""original"":""اتصلت"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""sense"":""telephoned"",""reasonCode"":""valid-alternative"",""reason"":""CALLED — اتصلت (telephoned): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":699,""translationIndex"":1,""english"":""CALLED"",""original"":""اتصلت"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""sense"":""telephoned"",""reasonCode"":""valid-alternative"",""reason"":""اتصلت is called by telephone in past finite morphology, a valid CALLED sense."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","اتصلت is called by telephone in past finite morphology, a valid CALLED sense.","high"
"920:1","{""headwordIndex"":920,""translationIndex"":1,""english"":""FACE"",""original"":""واجه"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun/verb"",""sense"":""confront"",""reasonCode"":""valid-alternative"",""reason"":""FACE — واجه (confront): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":920,""translationIndex"":1,""english"":""FACE"",""original"":""واجه"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""sense"":""confront"",""reasonCode"":""valid-alternative"",""reason"":""واجه is FACE meaning confront, not the body-part noun. Narrow POS to this relationship."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","واجه is FACE meaning confront, not the body-part noun. Narrow POS to this relationship.","high"
"667:2","{""headwordIndex"":667,""translationIndex"":2,""english"":""SOCIETY"",""original"":""الجمعية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""association"",""reasonCode"":""valid-alternative"",""reason"":""SOCIETY — الجمعية (association): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":667,""translationIndex"":2,""english"":""SOCIETY"",""original"":""الجمعية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""association"",""reasonCode"":""valid-alternative"",""reason"":""الجمعية is a society/association, a valid organizational sense."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","الجمعية is a society/association, a valid organizational sense.","high"
"980:1","{""headwordIndex"":980,""translationIndex"":1,""english"":""PORT"",""original"":""الميناء"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""harbor"",""reasonCode"":""valid-alternative"",""reason"":""PORT — الميناء (harbor): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":980,""translationIndex"":1,""english"":""PORT"",""original"":""الميناء"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""harbor"",""reasonCode"":""valid-alternative"",""reason"":""الميناء is a harbor/port; the article does not change eligibility."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","الميناء is a harbor/port; the article does not change eligibility.","high"
"1001:0","{""headwordIndex"":1001,""translationIndex"":0,""english"":""CONTINUE"",""original"":""مواصلة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""valid-alternative"",""reason"":""CONTINUE — مواصلة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1001,""translationIndex"":0,""english"":""CONTINUE"",""original"":""مواصلة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""valid-alternative"",""reason"":""مواصلة is continuing as an Arabic action citation; retain both directions despite masdar morphology."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","مواصلة is continuing as an Arabic action citation; retain both directions despite masdar morphology.","high"
"820:1","{""headwordIndex"":820,""translationIndex"":1,""english"":""WATCH"",""original"":""ساعة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun/verb"",""sense"":""timepiece"",""reasonCode"":""natural-preferred"",""reason"":""WATCH — ساعة (timepiece): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":820,""translationIndex"":1,""english"":""WATCH"",""original"":""ساعة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""timepiece"",""reasonCode"":""natural-preferred"",""reason"":""ساعة legitimately identifies a wristwatch/timepiece; clock/hour alternatives are not exclusion evidence."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","ساعة legitimately identifies a wristwatch/timepiece; clock/hour alternatives are not exclusion evidence.","high"
"821:0","{""headwordIndex"":821,""translationIndex"":0,""english"":""INCLUDED"",""original"":""شملت"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb/adjective"",""reasonCode"":""valid-alternative"",""reason"":""INCLUDED — شملت: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":821,""translationIndex"":0,""english"":""INCLUDED"",""original"":""شملت"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb/adjective"",""reasonCode"":""valid-alternative"",""reason"":""شملت is a normal finite included sense; subject marking is not a reason to reject."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","شملت is a normal finite included sense; subject marking is not a reason to reject.","high"
"704:0","{""headwordIndex"":704,""translationIndex"":0,""english"":""DISPLAY"",""original"":""عرض"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun/verb"",""reasonCode"":""natural-preferred"",""reason"":""DISPLAY — عرض: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":704,""translationIndex"":0,""english"":""DISPLAY"",""original"":""عرض"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun/verb"",""reasonCode"":""natural-preferred"",""reason"":""عرض naturally expresses display/presentation; valid shared Arabic does not require unique English."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","عرض naturally expresses display/presentation; valid shared Arabic does not require unique English.","high"
"1045:0","{""headwordIndex"":1045,""translationIndex"":0,""english"":""RUNNING"",""original"":""تشغيل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun/verb/adjective"",""sense"":""operating"",""reasonCode"":""valid-alternative"",""reason"":""RUNNING — تشغيل (operating): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1045,""translationIndex"":0,""english"":""RUNNING"",""original"":""تشغيل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun/verb/adjective"",""sense"":""operating"",""reasonCode"":""valid-alternative"",""reason"":""تشغيل expresses running/operating a machine; preserve this distinct sense alongside movement on foot."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","تشغيل expresses running/operating a machine; preserve this distinct sense alongside movement on foot.","high"
"881:1","{""headwordIndex"":881,""translationIndex"":1,""english"":""QUICK"",""original"":""سريع"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adjective/adverb"",""reasonCode"":""natural-preferred"",""reason"":""QUICK — سريع: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":881,""translationIndex"":1,""english"":""QUICK"",""original"":""سريع"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adjective"",""reasonCode"":""natural-preferred"",""reason"":""سريع is the quick adjective. Narrow the POS for this relationship rather than importing an English adverb reading."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","سريع is the quick adjective. Narrow the POS for this relationship rather than importing an English adverb reading.","high"
"555:0","{""headwordIndex"":555,""translationIndex"":0,""english"":""NIGHT"",""original"":""ليلا"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun/adverb"",""reasonCode"":""valid-alternative"",""reason"":""NIGHT — ليلا: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":555,""translationIndex"":0,""english"":""NIGHT"",""original"":""ليلا"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adverb"",""reasonCode"":""valid-alternative"",""reason"":""ليلا is at night/by night. Record the adverbial English NIGHT construction and keep the normal Arabic case form."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","ليلا is at night/by night. Record the adverbial English NIGHT construction and keep the normal Arabic case form.","high"
"655:0","{""headwordIndex"":655,""translationIndex"":0,""english"":""AWAY"",""original"":""بعيدا"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adverb"",""reasonCode"":""natural-preferred"",""reason"":""AWAY — بعيدا: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":655,""translationIndex"":0,""english"":""AWAY"",""original"":""بعيدا"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adverb"",""reasonCode"":""natural-preferred"",""reason"":""بعيدا is a natural away expression; finite case spelling is valid."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","بعيدا is a natural away expression; finite case spelling is valid.","high"
"690:5","{""headwordIndex"":690,""translationIndex"":5,""english"":""CLOSE"",""original"":""إغلاق"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adjective/verb"",""sense"":""shut"",""reasonCode"":""natural-preferred"",""reason"":""CLOSE — إغلاق (shut): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":690,""translationIndex"":5,""english"":""CLOSE"",""original"":""إغلاق"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""verb"",""sense"":""shut"",""reasonCode"":""natural-preferred"",""reason"":""إغلاق naturally cites CLOSE as a shutting action; record verb for this relationship, not the near adjective."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","إغلاق naturally cites CLOSE as a shutting action; record verb for this relationship, not the near adjective.","high"
"940:2","{""headwordIndex"":940,""translationIndex"":2,""english"":""FRENCH"",""original"":""بالفرنسية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adjective/noun/adverb"",""reasonCode"":""natural-preferred"",""reason"":""FRENCH — بالفرنسية: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":940,""translationIndex"":2,""english"":""FRENCH"",""original"":""بالفرنسية"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""French language"",""reasonCode"":""natural-preferred"",""reason"":""بالفرنسية naturally renders French as the language in speaking/writing constructions. The Arabic preposition does not disqualify it; label the English language noun."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","بالفرنسية naturally renders French as the language in speaking/writing constructions. The Arabic preposition does not disqualify it; label the English language noun.","high"
