"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict","effectiveTranslation"
"836","0","TOWN","تاون","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","TOWN — تاون: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","836:0","المدينة","false","{""arabic"":""تاون"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}"
"836","2","TOWN","المدينة","review","msa","medium","","","","","noun","construction-or-sense-review","TOWN — المدينة: المدينة can cover an urban settlement, but the town/city distinction and intended scope need review.","AI-assisted linguistic review","[]","836:2","المدينة","true","{""arabic"":""المدينة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"838","1","ADVERTISING","الاعلانات","review","msa","medium","","","","","noun","orthography-review","ADVERTISING — الاعلانات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","838:1","الإعلانات","false","{""arabic"":""الاعلانات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"838","2","ADVERTISING","الاعلان","review","msa","medium","","","","","noun","orthography-review","ADVERTISING — الاعلان: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","838:2","الإعلانات","false","{""arabic"":""الاعلان"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"838","3","ADVERTISING","اعلان","review","msa","medium","","","","","noun","orthography-review","ADVERTISING — اعلان: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","838:3","الإعلانات","false","{""arabic"":""اعلان"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"838","4","ADVERTISING","اعلانات","review","msa","medium","","","","","noun","orthography-review","ADVERTISING — اعلانات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","838:4","الإعلانات","false","{""arabic"":""اعلانات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"843","2","ARCHIVES","الارشيف","review","msa","medium","","","","","noun","orthography-review","ARCHIVES — الارشيف: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","843:2","المحفوظات","false","{""arabic"":""الارشيف"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"847","0","ERROR","الخطا","review","msa","medium","","","","","noun","orthography-review","ERROR — الخطا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","847:0","خطأ","false","{""arabic"":""الخطا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"847","1","ERROR","خطا","review","msa","medium","","","","","noun","orthography-review","ERROR — خطا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","847:1","خطأ","false","{""arabic"":""خطا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"851","4","CONSTRUCTION","الانشاءات","review","msa","medium","","","","","noun","orthography-review","CONSTRUCTION — الانشاءات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","851:4","البناء","false","{""arabic"":""الانشاءات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"851","5","CONSTRUCTION","الانشاء","review","msa","medium","","","","","noun","orthography-review","CONSTRUCTION — الانشاء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","851:5","البناء","false","{""arabic"":""الانشاء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"852","0","TOYS","العاب","review","msa","medium","","","","","noun","orthography-review","TOYS — العاب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","852:0","لعب اطفال","false","{""arabic"":""العاب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"852","1","TOYS","لعب اطفال","review","msa","medium","","","","","noun","orthography-review","TOYS — لعب اطفال: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","852:1","لعب اطفال","true","{""arabic"":""لعب اطفال"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"854","2","CLEAR","خال","review","msa","medium","","","","","adjective","construction-or-sense-review","CLEAR — خال: خال can mean empty/free or maternal uncle depending on vocalization; the intended clear-of construction is unresolved.","AI-assisted linguistic review","[]","854:2","واضح","false","{""arabic"":""خال"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"858","0","METHODS","اساليب","review","msa","medium","","","","","noun","orthography-review","METHODS — اساليب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","858:0","الأساليب","false","{""arabic"":""اساليب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"858","1","METHODS","الاساليب","review","msa","medium","","","","","noun","orthography-review","METHODS — الاساليب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","858:1","الأساليب","false","{""arabic"":""الاساليب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"869","0","TAKEN","اخذ","review","msa","medium","","","","","verb/adjective","orthography-review","TAKEN — اخذ: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","869:0","متخذ","false","{""arabic"":""اخذ"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb/adjective""}"
"869","1","TAKEN","ماخوذ","review","msa","medium","","","","","verb/adjective","orthography-review","TAKEN — ماخوذ: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","869:1","متخذ","false","{""arabic"":""ماخوذ"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb/adjective""}"
"869","2","TAKEN","تؤخذ","review","msa","medium","","","","","verb/adjective","construction-or-sense-review","TAKEN — تؤخذ: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","869:2","متخذ","false","{""arabic"":""تؤخذ"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb/adjective""}"
"872","0","MODELS","موديلات","review","uncertain","medium","","","","","noun","register-review","MODELS — موديلات: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","872:0","نماذج","false","{""arabic"":""موديلات"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}"
"872","3","MODELS","الموديلات","review","uncertain","medium","","","","","noun","register-review","MODELS — الموديلات: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","872:3","نماذج","false","{""arabic"":""الموديلات"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}"
"878","2","ENGINEERING","الهندسة الهندسية","rejected","msa","high","false","false","false","false","noun","wrong-or-corrupt-relationship","ENGINEERING — الهندسة الهندسية: الهندسة الهندسية is redundant engineering engineering; do not silently remove the adjective.","AI-assisted linguistic review","[]","878:2","الهندسة الهندسية","true","{""arabic"":""الهندسة الهندسية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}"
"880","0","SIMPLE","بسيطه","review","msa","medium","","","","","adjective","orthography-review","SIMPLE — بسيطه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","880:0","بسيطة","false","{""arabic"":""بسيطه"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"886","0","FRIDAY","الجمعه","review","msa","medium","","","","","noun","orthography-review","FRIDAY — الجمعه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","886:0","جمعة","false","{""arabic"":""الجمعه"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"887","0","LAKE","ليك","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","LAKE — ليك: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","887:0","بحيرة","false","{""arabic"":""ليك"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}"
"887","2","LAKE","لايك","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","LAKE — لايك: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","887:2","بحيرة","false","{""arabic"":""لايك"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}"
"892","0","BASIC","اساسي","review","msa","medium","","","","","adjective","orthography-review","BASIC — اساسي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","892:0","الأساسي","false","{""arabic"":""اساسي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"892","1","BASIC","اساسية","review","msa","medium","","","","","adjective","orthography-review","BASIC — اساسية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","892:1","الأساسي","false","{""arabic"":""اساسية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"892","2","BASIC","الاساسية","review","msa","medium","","","","","adjective","orthography-review","BASIC — الاساسية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","892:2","الأساسي","false","{""arabic"":""الاساسية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"895","0","CORPORATE","الشركة","review","msa","medium","","","","","adjective","construction-or-sense-review","CORPORATE — الشركة: الشركة is company; an attributive English corporate/Arabic genitive construction may be natural, but the isolated mapping needs review.","AI-assisted linguistic review","[]","895:0","الشركات","false","{""arabic"":""الشركة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"895","1","CORPORATE","الشركات","review","msa","medium","","","","","adjective","construction-or-sense-review","CORPORATE — الشركات: الشركات is companies; a corporate genitive construction may be natural but is not established by this bare record.","AI-assisted linguistic review","[]","895:1","الشركات","true","{""arabic"":""الشركات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"897","0","CHURCH","كنيسه","review","msa","medium","","","","","noun","orthography-review","CHURCH — كنيسه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","897:0","الكنيسة","false","{""arabic"":""كنيسه"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"898","3","METHOD","اسلوب","review","msa","medium","","","","","noun","orthography-review","METHOD — اسلوب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","898:3","الطريقة","false","{""arabic"":""اسلوب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"898","4","METHOD","الاسلوب","review","msa","medium","","","","","noun","orthography-review","METHOD — الاسلوب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","898:4","الطريقة","false","{""arabic"":""الاسلوب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"904","1","HARDWARE","الاجهزة","review","msa","medium","","","","","noun","orthography-review","HARDWARE — الاجهزة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","904:1","الأجهزة","false","{""arabic"":""الاجهزة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"904","2","HARDWARE","اجهزة","review","msa","medium","","","","","noun","orthography-review","HARDWARE — اجهزة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","904:2","الأجهزة","false","{""arabic"":""اجهزة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"908","0","HOLIDAY","الاجازة","review","msa","medium","","","","","noun","orthography-review","HOLIDAY — الاجازة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","908:0","عطلة","false","{""arabic"":""الاجازة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"908","1","HOLIDAY","اجازة","review","msa","medium","","","","","noun","orthography-review","HOLIDAY — اجازة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","908:1","عطلة","false","{""arabic"":""اجازة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"909","0","CHAT","شات","review","uncertain","medium","","","","","noun/verb","register-review","CHAT — شات: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","909:0","دردشة","false","{""arabic"":""شات"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun/verb""}"
"915","0","WRITING","الكتابه","review","msa","medium","","","","","noun/verb","orthography-review","WRITING — الكتابه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","915:0","الكتابة","false","{""arabic"":""الكتابه"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun/verb""}"
"915","2","WRITING","اكتب","review","msa","medium","","","","","noun/verb","construction-or-sense-review","WRITING — اكتب: اكتب is an imperative write. A natural action label may be possible, but the standalone WRITING mapping needs review.","AI-assisted linguistic review","[]","915:2","الكتابة","false","{""arabic"":""اكتب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun/verb""}"
"916","0","SPEED","سبيد","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","SPEED — سبيد: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","916:0","السرعة","false","{""arabic"":""سبيد"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}"
"921","0","BRAND","براند","review","uncertain","medium","","","","","noun","register-review","BRAND — براند: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","921:0","العلامة التجارية","false","{""arabic"":""براند"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}"
"922","4","DISCOUNT","خصومات","review","msa","medium","","","","","noun","construction-or-sense-review","DISCOUNT — خصومات: خصومات denotes discounts or disputes; collective discount usage needs a supported sense.","AI-assisted linguistic review","[]","922:4","خصم","false","{""arabic"":""خصومات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"923","0","HIGHER","اعلى","review","msa","medium","","","","","adjective","orthography-review","HIGHER — اعلى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","923:0","أعلى","false","{""arabic"":""اعلى"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"923","1","HIGHER","الاعلى","review","msa","medium","","","","","adjective","orthography-review","HIGHER — الاعلى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","923:1","أعلى","false","{""arabic"":""الاعلى"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"924","0","EFFECTS","التاثيرات","review","msa","medium","","","","","noun","orthography-review","EFFECTS — التاثيرات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","924:0","الآثار","false","{""arabic"":""التاثيرات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"924","1","EFFECTS","تاثيرات","review","msa","medium","","","","","noun","orthography-review","EFFECTS — تاثيرات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","924:1","الآثار","false","{""arabic"":""تاثيرات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"926","0","REMEMBER","اتذكر","review","msa","medium","","","","","verb","orthography-review","REMEMBER — اتذكر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","926:0","تذكر","false","{""arabic"":""اتذكر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}"
"930","0","YELLOW","الاصفر","review","msa","medium","","","","","adjective","orthography-review","YELLOW — الاصفر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","930:0","أصفر","false","{""arabic"":""الاصفر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"930","2","YELLOW","اصفر","review","msa","medium","","","","","adjective","orthography-review","YELLOW — اصفر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","930:2","أصفر","false","{""arabic"":""اصفر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"933","0","ADVERTISE","الاعلان","review","msa","medium","","","","","verb","orthography-review","ADVERTISE — الاعلان: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","933:0","الإعلان","false","{""arabic"":""الاعلان"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}"
"937","1","ENVIRONMENTAL","البيئة","review","msa","medium","","","","","adjective","construction-or-sense-review","ENVIRONMENTAL — البيئة: البيئة is environment; an Arabic genitive may translate an English adjective, but the standalone relationship remains contextual.","AI-assisted linguistic review","[]","937:1","البيئة","true","{""arabic"":""البيئة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"939","0","STUFF","اشياء","review","msa","medium","","","","","noun","orthography-review","STUFF — اشياء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","939:0","الاشياء","false","{""arabic"":""اشياء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"939","1","STUFF","الاشياء","review","msa","medium","","","","","noun","orthography-review","STUFF — الاشياء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","939:1","الاشياء","true","{""arabic"":""الاشياء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"941","0","STORAGE","مخزن","review","msa","medium","","","","","noun","construction-or-sense-review","STORAGE — مخزن: مخزن is a storage place; storage can be space, but the intended place/activity distinction needs confirmation.","AI-assisted linguistic review","[]","941:0","التخزين","false","{""arabic"":""مخزن"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"941","1","STORAGE","المخزن","review","msa","medium","","","","","noun","construction-or-sense-review","STORAGE — المخزن: المخزن is the storehouse; leave the storage-space construction for review.","AI-assisted linguistic review","[]","941:1","التخزين","false","{""arabic"":""المخزن"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"943","0","DOING","القيام به","review","msa","medium","","","","","verb","construction-or-sense-review","DOING — القيام به: القيام به contains an object pronoun. Do not approve or reject solely on inflection; review the implicit object construction.","AI-assisted linguistic review","[]","943:0","القيام به","true","{""arabic"":""القيام به"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}"
"945","0","SHOES","احذية","review","msa","medium","","","","","noun","orthography-review","SHOES — احذية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","945:0","أحذية","false","{""arabic"":""احذية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"945","1","SHOES","حذاء","review","msa","medium","","","","","noun","construction-or-sense-review","SHOES — حذاء: حذاء is a shoe; an unqualified shoes mapping needs a supported collective reading.","AI-assisted linguistic review","[]","945:1","أحذية","false","{""arabic"":""حذاء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"945","2","SHOES","الحذاء","review","msa","medium","","","","","noun","construction-or-sense-review","SHOES — الحذاء: الحذاء is a shoe; retain possible collective usage for review.","AI-assisted linguistic review","[]","945:2","أحذية","false","{""arabic"":""الحذاء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"945","3","SHOES","الاحذية","review","msa","medium","","","","","noun","orthography-review","SHOES — الاحذية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","945:3","أحذية","false","{""arabic"":""الاحذية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"947","0","STAY","ابقي","review","msa","medium","","","","","verb","orthography-review","STAY — ابقي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","947:0","البقاء","false","{""arabic"":""ابقي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}"
"949","1","ORDERS","الاوامر","review","msa","medium","","","","","noun","orthography-review","ORDERS — الاوامر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","949:1","أوامر","false","{""arabic"":""الاوامر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"949","2","ORDERS","اوامر","review","msa","medium","","","","","noun","orthography-review","ORDERS — اوامر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","949:2","أوامر","false","{""arabic"":""اوامر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"958","1","KING","كينغ","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","KING — كينغ: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","958:1","الملك","false","{""arabic"":""كينغ"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}"
"958","3","KING","كينج","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","KING — كينج: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","958:3","الملك","false","{""arabic"":""كينج"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}"
"959","1","MONDAY","الأثنين","review","msa","medium","","","","","noun","orthography-review","MONDAY — الأثنين: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","959:1","الأثنين","true","{""arabic"":""الأثنين"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"960","0","EUROPEAN","الاوروبي","review","msa","medium","","","","","adjective","orthography-review","EUROPEAN — الاوروبي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","960:0","الأوروبيّة","false","{""arabic"":""الاوروبي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"960","1","EUROPEAN","الاوروبية","review","msa","medium","","","","","adjective","orthography-review","EUROPEAN — الاوروبية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","960:1","الأوروبيّة","false","{""arabic"":""الاوروبية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"964","1","DRUG","المخدرات","review","msa","medium","","","","","noun","construction-or-sense-review","DRUG — المخدرات: المخدرات denotes narcotics collectively; the singular headword may be generic, but the intended scope needs review.","AI-assisted linguistic review","[]","964:1","المخدرات","true","{""arabic"":""المخدرات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"966","3","WESTERN","غرب","review","msa","medium","","","","","adjective","construction-or-sense-review","WESTERN — غرب: غرب is west; English western normally needs a relational construction. Defer the isolated mapping rather than blanket POS exclusion.","AI-assisted linguistic review","[]","966:3","الغربية","false","{""arabic"":""غرب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"967","0","INCOME","ايرادات","review","msa","medium","","","","","noun","orthography-review","INCOME — ايرادات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","967:0","الإيرادات","false","{""arabic"":""ايرادات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"967","1","INCOME","الايرادات","review","msa","medium","","","","","noun","orthography-review","INCOME — الايرادات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","967:1","الإيرادات","false","{""arabic"":""الايرادات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"967","4","INCOME","الإيرادات","review","msa","medium","","","","","noun","orthography-review","INCOME — الإيرادات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","967:4","الإيرادات","true","{""arabic"":""الإيرادات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
