"seed","size","mode","template","attempt","row","col","direction","length","pattern","constraints","liveDomain","fullPoolMatches","fullPoolUnused","sampledUnused","reason","observerReason"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","5","0","across","2","لر","[{""position"":0,""characters"":[""ل""]},{""position"":1,""characters"":[""ر""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","1","0","across","8","?????نر?","[{""position"":5,""characters"":[""ن""]},{""position"":6,""characters"":[""ر""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","6","2","down","3","ال?","[{""position"":0,""characters"":[""ا""]},{""position"":1,""characters"":[""ل""]}]","0","4","4","0","sampled-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","5","0","across","2","لث","[{""position"":0,""characters"":[""ل""]},{""position"":1,""characters"":[""ث""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","5","0","across","2","لد","[{""position"":0,""characters"":[""ل""]},{""position"":1,""characters"":[""د""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","5","0","across","2","لط","[{""position"":0,""characters"":[""ل""]},{""position"":1,""characters"":[""ط""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","6","2","down","3","اق?","[{""position"":0,""characters"":[""ا""]},{""position"":1,""characters"":[""ق""]}]","0","1","1","0","sampled-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","6","2","down","3","ار?","[{""position"":0,""characters"":[""ا""]},{""position"":1,""characters"":[""ر""]}]","0","1","1","0","sampled-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","6","2","down","3","اي?","[{""position"":0,""characters"":[""ا""]},{""position"":1,""characters"":[""ي""]}]","0","2","2","0","sampled-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","8","1","across","3","?قك","[{""position"":1,""characters"":[""ق""]},{""position"":2,""characters"":[""ك""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","8","1","across","3","?نك","[{""position"":1,""characters"":[""ن""]},{""position"":2,""characters"":[""ك""]}]","0","1","1","0","sampled-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","6","2","down","3","اظ?","[{""position"":0,""characters"":[""ا""]},{""position"":1,""characters"":[""ظ""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","5","4","down","3","هل?","[{""position"":0,""characters"":[""ه""]},{""position"":1,""characters"":[""ل""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","4","5","across","6","???مثا","[{""position"":3,""characters"":[""م""]},{""position"":4,""characters"":[""ث""]},{""position"":5,""characters"":[""ا""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","4","5","across","6","???معا","[{""position"":3,""characters"":[""م""]},{""position"":4,""characters"":[""ع""]},{""position"":5,""characters"":[""ا""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","5","0","across","2","لت","[{""position"":0,""characters"":[""ل""]},{""position"":1,""characters"":[""ت""]}]","0","1","0","0","used-word exhaustion","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","0","9","down","11","????اد?????","[{""position"":4,""characters"":[""ا""]},{""position"":5,""characters"":[""د""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","0","9","across","2","?ء","[{""position"":1,""characters"":[""ء""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","0","9","down","11","????اض?????","[{""position"":4,""characters"":[""ا""]},{""position"":5,""characters"":[""ض""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","10","8","across","2","ا?","[{""position"":0,""characters"":[""ا""]}]","0","4","0","0","used-word exhaustion","fill-mrv"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","0","9","down","11","????اب?????","[{""position"":4,""characters"":[""ا""]},{""position"":5,""characters"":[""ب""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","0","9","down","11","????ام?????","[{""position"":4,""characters"":[""ا""]},{""position"":5,""characters"":[""م""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","0","9","down","11","????اي?????","[{""position"":4,""characters"":[""ا""]},{""position"":5,""characters"":[""ي""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","0","9","down","11","????اق?????","[{""position"":4,""characters"":[""ا""]},{""position"":5,""characters"":[""ق""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","0","9","down","11","????اغ?????","[{""position"":4,""characters"":[""ا""]},{""position"":5,""characters"":[""غ""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","0","9","down","11","????اك?????","[{""position"":4,""characters"":[""ا""]},{""position"":5,""characters"":[""ك""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","3","5","down","5","??جاد","[{""position"":2,""characters"":[""ج""]},{""position"":3,""characters"":[""ا""]},{""position"":4,""characters"":[""د""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","3","5","down","5","??جال","[{""position"":2,""characters"":[""ج""]},{""position"":3,""characters"":[""ا""]},{""position"":4,""characters"":[""ل""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","3","5","down","5","??جاه","[{""position"":2,""characters"":[""ج""]},{""position"":3,""characters"":[""ا""]},{""position"":4,""characters"":[""ه""]}]","0","1","1","0","sampled-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","3","5","down","5","??جاب","[{""position"":2,""characters"":[""ج""]},{""position"":3,""characters"":[""ا""]},{""position"":4,""characters"":[""ب""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","4","5","across","6","???مجن","[{""position"":3,""characters"":[""م""]},{""position"":4,""characters"":[""ج""]},{""position"":5,""characters"":[""ن""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","3","6","down","3","نال","[{""position"":0,""characters"":[""ن""]},{""position"":1,""characters"":[""ا""]},{""position"":2,""characters"":[""ل""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","3","6","down","3","نيل","[{""position"":0,""characters"":[""ن""]},{""position"":1,""characters"":[""ي""]},{""position"":2,""characters"":[""ل""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","4","5","across","6","???مثن","[{""position"":3,""characters"":[""م""]},{""position"":4,""characters"":[""ث""]},{""position"":5,""characters"":[""ن""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","3","5","across","2","?ة","[{""position"":1,""characters"":[""ة""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","7","4","across","2","تك","[{""position"":0,""characters"":[""ت""]},{""position"":1,""characters"":[""ك""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","7","4","across","2","حك","[{""position"":0,""characters"":[""ح""]},{""position"":1,""characters"":[""ك""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","7","4","across","2","نك","[{""position"":0,""characters"":[""ن""]},{""position"":1,""characters"":[""ك""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","4","5","across","6","???وثا","[{""position"":3,""characters"":[""و""]},{""position"":4,""characters"":[""ث""]},{""position"":5,""characters"":[""ا""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","4","5","across","6","???وعا","[{""position"":3,""characters"":[""و""]},{""position"":4,""characters"":[""ع""]},{""position"":5,""characters"":[""ا""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","4","5","across","6","???ويا","[{""position"":3,""characters"":[""و""]},{""position"":4,""characters"":[""ي""]},{""position"":5,""characters"":[""ا""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","4","5","across","6","???و?ن","[{""position"":3,""characters"":[""و""]},{""position"":5,""characters"":[""ن""]}]","0","1","1","0","sampled-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","3","5","down","5","??اا?","[{""position"":2,""characters"":[""ا""]},{""position"":3,""characters"":[""ا""]}]","0","2","2","0","sampled-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","5","4","down","3","رل?","[{""position"":0,""characters"":[""ر""]},{""position"":1,""characters"":[""ل""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","1","0","across","8","??????رق","[{""position"":6,""characters"":[""ر""]},{""position"":7,""characters"":[""ق""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","0","9","down","11","????اس?????","[{""position"":4,""characters"":[""ا""]},{""position"":5,""characters"":[""س""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","0","9","down","11","????اظ?????","[{""position"":4,""characters"":[""ا""]},{""position"":5,""characters"":[""ظ""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","0","9","down","11","????اص?????","[{""position"":4,""characters"":[""ا""]},{""position"":5,""characters"":[""ص""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","7","4","across","2","تص","[{""position"":0,""characters"":[""ت""]},{""position"":1,""characters"":[""ص""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","7","4","across","2","حص","[{""position"":0,""characters"":[""ح""]},{""position"":1,""characters"":[""ص""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","3","6","down","3","?ال","[{""position"":1,""characters"":[""ا""]},{""position"":2,""characters"":[""ل""]}]","0","3","3","0","sampled-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","0","9","down","11","????ع??????","[{""position"":4,""characters"":[""ع""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","0","9","down","11","????لل?????","[{""position"":4,""characters"":[""ل""]},{""position"":5,""characters"":[""ل""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","0","9","down","11","????له?????","[{""position"":4,""characters"":[""ل""]},{""position"":5,""characters"":[""ه""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","10","0","across","2","مل","[{""position"":0,""characters"":[""م""]},{""position"":1,""characters"":[""ل""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","10","0","across","2","مق","[{""position"":0,""characters"":[""م""]},{""position"":1,""characters"":[""ق""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","7","4","across","2","تي","[{""position"":0,""characters"":[""ت""]},{""position"":1,""characters"":[""ي""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","1","7","4","across","2","ني","[{""position"":0,""characters"":[""ن""]},{""position"":1,""characters"":[""ي""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","3","2","down","2","مل","[{""position"":0,""characters"":[""م""]},{""position"":1,""characters"":[""ل""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","3","2","down","2","مم","[{""position"":0,""characters"":[""م""]},{""position"":1,""characters"":[""م""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","3","2","down","2","مو","[{""position"":0,""characters"":[""م""]},{""position"":1,""characters"":[""و""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","3","2","down","2","مب","[{""position"":0,""characters"":[""م""]},{""position"":1,""characters"":[""ب""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","0","5","down","2","?ء","[{""position"":1,""characters"":[""ء""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","3","2","down","2","بو","[{""position"":0,""characters"":[""ب""]},{""position"":1,""characters"":[""و""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","3","2","down","2","بب","[{""position"":0,""characters"":[""ب""]},{""position"":1,""characters"":[""ب""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","1","0","across","8","??????عط","[{""position"":6,""characters"":[""ع""]},{""position"":7,""characters"":[""ط""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","1","0","across","8","??????عر","[{""position"":6,""characters"":[""ع""]},{""position"":7,""characters"":[""ر""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","1","0","across","8","??????عت","[{""position"":6,""characters"":[""ع""]},{""position"":7,""characters"":[""ت""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","1","0","across","8","??????عص","[{""position"":6,""characters"":[""ع""]},{""position"":7,""characters"":[""ص""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","1","0","across","8","??????عث","[{""position"":6,""characters"":[""ع""]},{""position"":7,""characters"":[""ث""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","1","0","across","8","??????عح","[{""position"":6,""characters"":[""ع""]},{""position"":7,""characters"":[""ح""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","1","0","across","8","??????عد","[{""position"":6,""characters"":[""ع""]},{""position"":7,""characters"":[""د""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","1","0","across","8","?????رع?","[{""position"":5,""characters"":[""ر""]},{""position"":6,""characters"":[""ع""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","1","0","across","8","?????صع?","[{""position"":5,""characters"":[""ص""]},{""position"":6,""characters"":[""ع""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","1","0","across","8","?????نع?","[{""position"":5,""characters"":[""ن""]},{""position"":6,""characters"":[""ع""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","1","0","across","8","?????مع?","[{""position"":5,""characters"":[""م""]},{""position"":6,""characters"":[""ع""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","1","0","down","2","ةب","[{""position"":0,""characters"":[""ة""]},{""position"":1,""characters"":[""ب""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","1","0","across","8","?????ظع?","[{""position"":5,""characters"":[""ظ""]},{""position"":6,""characters"":[""ع""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","1","0","across","8","?????لع?","[{""position"":5,""characters"":[""ل""]},{""position"":6,""characters"":[""ع""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","1","0","down","2","بب","[{""position"":0,""characters"":[""ب""]},{""position"":1,""characters"":[""ب""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","9","0","across","2","لل","[{""position"":0,""characters"":[""ل""]},{""position"":1,""characters"":[""ل""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","9","0","across","2","له","[{""position"":0,""characters"":[""ل""]},{""position"":1,""characters"":[""ه""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","9","0","across","2","لط","[{""position"":0,""characters"":[""ل""]},{""position"":1,""characters"":[""ط""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","9","0","across","2","لر","[{""position"":0,""characters"":[""ل""]},{""position"":1,""characters"":[""ر""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","9","0","across","2","لث","[{""position"":0,""characters"":[""ل""]},{""position"":1,""characters"":[""ث""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","9","0","across","2","لد","[{""position"":0,""characters"":[""ل""]},{""position"":1,""characters"":[""د""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","1","0","across","8","??????عل","[{""position"":6,""characters"":[""ع""]},{""position"":7,""characters"":[""ل""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","1","0","across","8","??????عه","[{""position"":6,""characters"":[""ع""]},{""position"":7,""characters"":[""ه""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","4","1","across","2","طا","[{""position"":0,""characters"":[""ط""]},{""position"":1,""characters"":[""ا""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","4","1","across","2","?ة","[{""position"":1,""characters"":[""ة""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","6","0","across","6","????ة?","[{""position"":4,""characters"":[""ة""]}]","0","0","0","0","full-pool support absent","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","3","2","down","2","رب","[{""position"":0,""characters"":[""ر""]},{""position"":1,""characters"":[""ب""]}]","0","1","0","0","used-word exhaustion","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","3","2","down","2","تب","[{""position"":0,""characters"":[""ت""]},{""position"":1,""characters"":[""ب""]}]","0","1","0","0","used-word exhaustion","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","3","2","down","2","صب","[{""position"":0,""characters"":[""ص""]},{""position"":1,""characters"":[""ب""]}]","0","1","0","0","used-word exhaustion","fill-forward"
"9","11","en_to_ar","01101110011/11111111011/11011001110/01100110110/01100111111/11011111011/11111100110/01101100110/01110011011/11011111111/11001110110","2","3","2","down","2","ثب","[{""position"":0,""characters"":[""ث""]},{""position"":1,""characters"":[""ب""]}]","0","1","0","0","used-word exhaustion","fill-forward"
