"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict"
"958","1","KING","كينغ","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","KING — كينغ: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","958:1","الملك","false"
"958","3","KING","كينج","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","KING — كينج: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","958:3","الملك","false"
"959","1","MONDAY","الأثنين","review","msa","medium","","","","","noun","orthography-review","MONDAY — الأثنين: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","959:1","الأثنين","true"
"960","0","EUROPEAN","الاوروبي","review","msa","medium","","","","","adjective","orthography-review","EUROPEAN — الاوروبي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","960:0","الأوروبيّة","false"
"960","1","EUROPEAN","الاوروبية","review","msa","medium","","","","","adjective","orthography-review","EUROPEAN — الاوروبية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","960:1","الأوروبيّة","false"
"964","1","DRUG","المخدرات","review","msa","medium","","","","","noun","construction-or-sense-review","DRUG — المخدرات: المخدرات denotes narcotics collectively; the singular headword may be generic, but the intended scope needs review.","AI-assisted linguistic review","[]","964:1","المخدرات","true"
"966","3","WESTERN","غرب","review","msa","medium","","","","","adjective","construction-or-sense-review","WESTERN — غرب: غرب is west; English western normally needs a relational construction. Defer the isolated mapping rather than blanket POS exclusion.","AI-assisted linguistic review","[]","966:3","الغربية","false"
"967","0","INCOME","ايرادات","review","msa","medium","","","","","noun","orthography-review","INCOME — ايرادات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","967:0","الإيرادات","false"
"967","1","INCOME","الايرادات","review","msa","medium","","","","","noun","orthography-review","INCOME — الايرادات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","967:1","الإيرادات","false"
"967","4","INCOME","الإيرادات","review","msa","medium","","","","","noun","orthography-review","INCOME — الإيرادات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","967:4","الإيرادات","true"
"969","3","CASH","كاش","review","uncertain","medium","","","","","noun/adverb","register-review","CASH — كاش: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","969:3","النقدية","false"
"971","0","OVERALL","اجمالا","review","msa","medium","","","","","adverb/adjective","orthography-review","OVERALL — اجمالا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","971:0","عموما","false"
"972","2","BAY","باي","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","BAY — باي: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","972:2","خليج","false"
"973","0","RIVER","ريفر","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","RIVER — ريفر: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","973:0","نهر","false"
"977","1","SEEN","رايت","review","msa","medium","","","","","verb","orthography-review","SEEN — رايت: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","977:1","شوهد","false"
"980","3","PORT","بورت","review","uncertain","medium","","","","","noun","register-review","PORT — بورت: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","980:3","ميناء","false"
"981","0","ALBUM","الالبوم","review","msa","medium","","","","","noun","orthography-review","ALBUM — الالبوم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","981:0","الألبوم","false"
"981","1","ALBUM","البوم","review","msa","medium","","","","","noun","orthography-review","ALBUM — البوم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","981:1","الألبوم","false"
"982","0","REGIONAL","اقليمية","review","msa","medium","","","","","adjective","orthography-review","REGIONAL — اقليمية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","982:0","الإقليمية","false"
"982","1","REGIONAL","اقليمي","review","msa","medium","","","","","adjective","orthography-review","REGIONAL — اقليمي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","982:1","الإقليمية","false"
"982","2","REGIONAL","الاقليمي","review","msa","medium","","","","","adjective","orthography-review","REGIONAL — الاقليمي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","982:2","الإقليمية","false"
"984","0","SUPPLIES","الامدادات","review","msa","medium","","","","","noun","orthography-review","SUPPLIES — الامدادات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","984:0","اللوازم","false"
"984","2","SUPPLIES","امدادات","review","msa","medium","","","","","noun","orthography-review","SUPPLIES — امدادات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","984:2","اللوازم","false"
"985","0","STARTED","بدات","review","msa","medium","","","","","verb","orthography-review","STARTED — بدات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","985:0","بدأت","false"
"985","1","STARTED","بدا","review","msa","medium","","","","","verb","orthography-review","STARTED — بدا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","985:1","بدأت","false"
"986","0","ADMINISTRATION","الادارة","review","msa","medium","","","","","noun","orthography-review","ADMINISTRATION — الادارة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","986:0","الإدارة","false"
"987","3","BAR","البار","review","uncertain","medium","","","","","noun","register-review","BAR — البار: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","987:3","بار","false"
"987","4","BAR","بار","review","uncertain","medium","","","","","noun","register-review","BAR — بار: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","987:4","بار","true"
"989","1","VIEWS","اراء","review","msa","medium","","","","","noun","orthography-review","VIEWS — اراء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","989:1","المشاهدات","false"
"989","3","VIEWS","الاراء","review","msa","medium","","","","","noun","orthography-review","VIEWS — الاراء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","989:3","المشاهدات","false"
"991","0","DOUBLE","دبل","review","uncertain","medium","","","","","adjective/noun/verb","register-review","DOUBLE — دبل: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","991:0","مزدوج","false"
"996","0","TYPES","انواع","review","msa","medium","","","","","noun","orthography-review","TYPES — انواع: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","996:0","أنواع","false"
"996","1","TYPES","الانواع","review","msa","medium","","","","","noun","orthography-review","TYPES — الانواع: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","996:1","أنواع","false"
"1000","0","ELECTRONIC","الالكتروني","review","msa","medium","","","","","adjective/adverb","orthography-review","ELECTRONIC — الالكتروني: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1000:0","الإلكترونية","false"
"1000","1","ELECTRONIC","الكتروني","review","msa","medium","","","","","adjective/adverb","orthography-review","ELECTRONIC — الكتروني: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1000:1","الإلكترونية","false"
"1000","2","ELECTRONIC","الالكترونية","review","msa","medium","","","","","adjective/adverb","orthography-review","ELECTRONIC — الالكترونية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1000:2","الإلكترونية","false"
"1000","3","ELECTRONIC","الكترونية","review","msa","medium","","","","","adjective/adverb","orthography-review","ELECTRONIC — الكترونية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1000:3","الإلكترونية","false"
"1000","4","ELECTRONIC","الكترونيا","review","msa","medium","","","","","adjective/adverb","orthography-review","ELECTRONIC — الكترونيا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1000:4","الإلكترونية","false"
"1007","1","SOMEONE","احد","review","msa","medium","","","","","pronoun","orthography-review","SOMEONE — احد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1007:1","شخص ما","false"
"1012","1","EFFECTIVE","فعالية","review","msa","medium","","","","","adjective","construction-or-sense-review","EFFECTIVE — فعالية: فعالية is effectiveness/activity; an adjective-to-property-noun construction needs evidence before approval.","AI-assisted linguistic review","[]","1012:1","فعالة","false"
"1013","0","BELIEVE","اصدق","review","msa","medium","","","","","verb","orthography-review","BELIEVE — اصدق: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1013:0","آمن","false"
"1015","0","EFFECT","الاثر","review","msa","medium","","","","","noun","orthography-review","EFFECT — الاثر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1015:0","تأثير","false"
"1015","1","EFFECT","تاثير","review","msa","medium","","","","","noun","orthography-review","EFFECT — تاثير: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1015:1","تأثير","false"
"1015","2","EFFECT","التاثير","review","msa","medium","","","","","noun","orthography-review","EFFECT — التاثير: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1015:2","تأثير","false"
"1016","0","ASKED","سالت","review","msa","medium","","","","","verb","orthography-review","ASKED — سالت: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1016:0","سؤل","false"
"1016","1","ASKED","سؤل","review","msa","medium","","","","","verb","orthography-review","ASKED — سؤل: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1016:1","سؤل","true"
"1019","0","SUNDAY","الاحد","review","msa","medium","","","","","noun","orthography-review","SUNDAY — الاحد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1019:0","الأحد:","false"
"1019","1","SUNDAY","الأحد:","review","msa","medium","","","","","noun","orthography-review","SUNDAY — الأحد:: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1019:1","الأحد:","true"
"1026","0","CROSS","كروس","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","CROSS — كروس: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1026:0","الصليب","false"
"1029","0","HOPE","الامل","review","msa","medium","","","","","noun","orthography-review","HOPE — الامل: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1029:0","الأمل","false"
"1029","1","HOPE","هوب","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","HOPE — هوب: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1029:1","الأمل","false"
"1029","2","HOPE","امل","review","msa","medium","","","","","noun","orthography-review","HOPE — امل: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1029:2","الأمل","false"
"1030","3","SILVER","سيلفر","review","uncertain","high","false","false","false","false","noun/adjective","unsuitable-unclassified","SILVER — سيلفر: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1030:3","فضة","false"
"1032","0","WISH","اتمنى","review","msa","medium","","","","","verb/noun","orthography-review","WISH — اتمنى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1032:0","تمنياتي","false"
"1032","3","WISH","امنية","review","msa","medium","","","","","verb/noun","orthography-review","WISH — امنية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1032:3","تمنياتي","false"
"1032","4","WISH","تمنياتي","review","msa","medium","","","","","verb/noun","construction-or-sense-review","WISH — تمنياتي: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1032:4","تمنياتي","true"
"1037","0","RATHER","بالاحرى","review","msa","medium","","","","","adverb","orthography-review","RATHER — بالاحرى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1037:0","بل بالأحرى","false"
"1038","0","WEEKS","الاسابيع","review","msa","medium","","","","","noun","orthography-review","WEEKS — الاسابيع: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1038:0","أسابيع","false"
"1038","1","WEEKS","اسابيع","review","msa","medium","","","","","noun","orthography-review","WEEKS — اسابيع: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1038:1","أسابيع","false"
"1041","0","SUPPLY","الامداد","review","msa","medium","","","","","noun/verb","orthography-review","SUPPLY — الامداد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1041:0","العرض","false"
"1041","2","SUPPLY","امداد","review","msa","medium","","","","","noun/verb","orthography-review","SUPPLY — امداد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1041:2","العرض","false"
"1046","0","LOWER","اقل","review","msa","medium","","","","","adjective/verb","orthography-review","LOWER — اقل: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1046:0","أقل","false"
"1046","1","LOWER","اخفض","review","msa","medium","","","","","adjective/verb","orthography-review","LOWER — اخفض: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1046:1","أقل","false"
"1046","2","LOWER","ادنى","review","msa","medium","","","","","adjective/verb","orthography-review","LOWER — ادنى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1046:2","أقل","false"
"1048","2","UNION","يونيون","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","UNION — يونيون: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1048:2","الاتحاد","false"
"1055","0","NAMES","اسماء","review","msa","medium","","","","","noun","orthography-review","NAMES — اسماء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1055:0","الأسماء","false"
"1055","1","NAMES","الاسماء","review","msa","medium","","","","","noun","orthography-review","NAMES — الاسماء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1055:1","الأسماء","false"
"1058","0","HOUR","ساعه","review","msa","medium","","","","","noun","orthography-review","HOUR — ساعه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1058:0","الساعة","false"
"1065","3","CAREER","مسيرته المهنية","review","msa","medium","","","","","noun","construction-or-sense-review","CAREER — مسيرته المهنية: مسيرته المهنية means his professional career. Review the added possessor in a supported construction, without deleting it.","AI-assisted linguistic review","[]","1065:3","مسيرته المهنية","true"
"1066","2","MILITARY","الجيش","review","msa","medium","","","","","adjective/noun","construction-or-sense-review","MILITARY — الجيش: الجيش is army; military can denote armed forces, but whether narrowing to army is fair needs review.","AI-assisted linguistic review","[]","1066:2","الأفراد العسكريون","false"
"1067","0","RENTAL","ايجار","review","msa","medium","","","","","noun","orthography-review","RENTAL — ايجار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1067:0","تأجير","false"
"1068","3","DECISION","مقرر","review","msa","medium","","","","","noun","construction-or-sense-review","DECISION — مقرر: مقرر can be decided/prescribed/course/rapporteur; the intended decision-noun reading is not clear enough to certify.","AI-assisted linguistic review","[]","1068:3","مقرر","true"
"1071","3","TEENS","المراهقة","review","msa","medium","","","","","noun","construction-or-sense-review","TEENS — المراهقة: المراهقة is adolescence; teens can denote a life period, but distinguish that from people in their teens before approval.","AI-assisted linguistic review","[]","1071:3","مراهقون","false"
"1074","0","WOMAN","امراة","review","msa","medium","","","","","noun","orthography-review","WOMAN — امراة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1074:0","امرأة","false"
"1074","1","WOMAN","المراة","review","msa","medium","","","","","noun","orthography-review","WOMAN — المراة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1074:1","امرأة","false"
"1076","0","ZIP","زيب","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","ZIP — زيب: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1076:0","الرمز البريدي","false"
"1076","1","ZIP","الرمز البريدي","review","msa","medium","","","","","noun","construction-or-sense-review","ZIP — الرمز البريدي: الرمز البريدي can translate US ZIP code, but this is the bare general ZIP headword; preserve the possible postal sense for review.","AI-assisted linguistic review","[]","1076:1","الرمز البريدي","true"
"1080","0","MIDDLE","الاوسط","review","msa","medium","","","","","noun/adjective","orthography-review","MIDDLE — الاوسط: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1080:0","وسط","false"
