"sampleStratum","baselineStatus","baselineRegister","baselinePos","baselineSense","baselineEnPreference","baselineArPreference","baselineReverseReason","referenceConflict","sampleIndex","headwordIndex","translationIndex","english","arabic","headwordSuitability","semanticAssessment","naturalDisplayAssessment","qaStatus","qaRegister","statusAgreement","registerAgreement","posAgreement","senseAgreement","enPreferenceAgreement","arPreferenceAgreement","reverseClassification","reverseRestrictionAgreement","reason","reviewer","sources","changes"
"reverse-restricted","approved","msa","noun","","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to MANDATES. Does not restrict EN → AR.","false","95","234","1","STATES","الولايات","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","","","clearly too restrictive","false","الولايات denotes states. A mandates reading is not a same-length competitor and should not alone prohibit STATES.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""high"",""reason"":""الولايات denotes states. A mandates reading is not a same-length competitor and should not alone prohibit STATES."",""applied"":true}]"
"reverse-restricted","approved","msa","noun","","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to PAID, PAY, PAYING, PAYMENTS, PUSH, PUSHING. Does not restrict EN → AR.","false","96","503","4","PAYMENT","دفع","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","true","","probably too restrictive","false","دفع is payment in a financial sense but also pushing; PAY/PAYING/PAYMENTS do not share PAYMENT's length. A global hard restriction needs stronger context analysis.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""دفع is payment in a financial sense but also pushing; PAY/PAYING/PAYMENTS do not share PAYMENT's length. A global hard restriction needs stronger context analysis."",""applied"":false}]"
"reverse-restricted","approved","msa","adjective","","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to HIGHER, HIGHEST. Does not restrict EN → AR.","false","97","96","4","TOP","أعلى","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","","","probably too restrictive","false","أعلى can mean top/higher/highest. The comparative/superlative distinction deserves context, but all logged competitors are longer than TOP.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""أعلى can mean top/higher/highest. The comparative/superlative distinction deserves context, but all logged competitors are longer than TOP."",""applied"":false}]"
"reverse-restricted","approved","msa","verb","","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to LEARNING. Does not restrict EN → AR.","false","98","391","1","LEARN","تعلم","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","","","probably too restrictive","false","تعلم can represent learn or learning depending on vocalization. The ambiguity deserves thought, but LEARNING alone has a different answer length.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""تعلم can represent learn or learning depending on vocalization. The ambiguity deserves thought, but LEARNING alone has a different answer length."",""applied"":false}]"
"reverse-restricted","approved","msa","adjective","","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to ESPECIALLY, PARTICULARLY, SPECIAL. Does not restrict EN → AR.","false","99","366","3","PRIVATE","خاصة","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","","","clearly justified","true","خاصة can be private/special; SPECIAL and PRIVATE are equally long, so reverse ambiguity remains real.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reverse-restricted","approved","msa","noun","","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to REVIEWED, REVIEWING, REVIEWS. Does not restrict EN → AR.","false","100","157","1","REVIEW","استعراض","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","","","clearly justified","true","استعراض can be review/overview/survey. SURVEY is a real same-length alternative even though the original collision list only mentioned inflections.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reverse-restricted","approved","msa","adjective","","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to ESPECIALLY, PARTICULARLY, SPECIAL. Does not restrict EN → AR.","false","101","366","1","PRIVATE","الخاصة","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","","","clearly justified","true","الخاصة is a definite feminine private/special adjective; SPECIAL remains a plausible same-length alternative.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reverse-restricted","approved","msa","noun","shop","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to SHOP. Does not restrict EN → AR.","false","102","201","3","STORE","متجر","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","true","true","","probably too restrictive","false","متجر is a store/shop. Both are basic valid words; different lengths make blanket rejection unnecessarily strong.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""متجر is a store/shop. Both are basic valid words; different lengths make blanket rejection unnecessarily strong."",""applied"":false}]"
"reverse-restricted","approved","msa","noun","account balance","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to BAL, BALANCE. Does not restrict EN → AR.","false","103","404","2","CREDIT","رصيد","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","true","","","probably too restrictive","false","رصيد is an account balance or credit; ambiguity is real semantically, but the answer lengths differ.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""رصيد is an account balance or credit; ambiguity is real semantically, but the answer lengths differ."",""applied"":false}]"
"reverse-restricted","approved","msa","demonstrative","","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to THIS. Does not restrict EN → AR.","false","104","86","1","THESE","هذه","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","","","probably justified","true","هذه can agree with nonhuman plurals and thus translate these. Without the noun it usually suggests THIS; reverse caution is defensible despite length differences.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reverse-restricted","approved","msa","noun","","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to SOMEONE. Does not restrict EN → AR.","false","105","496","0","PERSON","شخص","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","true","","clearly too restrictive","false","شخص is a person; SOMEONE is a pronoun with a different length. The restriction conflates lexical category and word length.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""high"",""reason"":""شخص is a person; SOMEONE is a pronoun with a different length. The restriction conflates lexical category and word length."",""applied"":true}]"
"reverse-restricted","approved","msa","noun","appellation","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to NICKNAME, SURNAME. Does not restrict EN → AR.","false","106","351","0","TITLE","اللقب","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","true","","","probably too restrictive","false","اللقب can mean a title, nickname or surname; TITLE is a legitimate appellation sense, with longer competitors.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""اللقب can mean a title, nickname or surname; TITLE is a legitimate appellation sense, with longer competitors."",""applied"":false}]"
"reverse-restricted","approved","msa","noun","","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to TIES. Does not restrict EN → AR.","false","107","155","3","LINKS","الروابط","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","","","probably too restrictive","false","الروابط can mean links or ties. Their different lengths should be considered before exclusion.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""الروابط can mean links or ties. Their different lengths should be considered before exclusion."",""applied"":false}]"
"reverse-restricted","approved","msa","adjective phrase","","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to RELATE, RELATES, RELEVANT. Does not restrict EN → AR.","false","108","275","0","RELATED","ذات صلة","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","true","","probably too restrictive","false","ذات صلة is related/relevant. RELEVANT differs in length, and RELATE/RELATES differ in grammar; the phrase is useful.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""ذات صلة is related/relevant. RELEVANT differs in length, and RELATE/RELATES differ in grammar; the phrase is useful."",""applied"":false}]"
"reverse-restricted","approved","msa","adjective","","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to DOMESTIC. Does not restrict EN → AR.","false","109","219","2","LOCAL","المحلية","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","","","probably too restrictive","false","المحلية is a standard feminine local adjective. DOMESTIC is a different-length alternative, not sufficient exclusion evidence.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""المحلية is a standard feminine local adjective. DOMESTIC is a different-length alternative, not sufficient exclusion evidence."",""applied"":false}]"
"reverse-preferred","approved","msa","noun","","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","false","110","213","0","HOTELS","فنادق","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","true","false","","","فنادق is hotels, but MOTELS has the same length and can share this broad Arabic rendering. The positive reverse preference deserves a cautious follow-up.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":true,""after"":false,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""فنادق is hotels, but MOTELS has the same length and can share this broad Arabic rendering. The positive reverse preference deserves a cautious follow-up."",""applied"":false}]"
"reverse-preferred","approved","msa","noun","","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","false","111","361","1","QUALITY","جودة","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","true","true","","","جودة naturally denotes quality. Its ordinary English alternatives do not make QUALITY an unfair seven-letter answer.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reverse-preferred","approved","msa","noun","","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","false","112","438","0","LIBRARY","مكتبة","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","true","true","","","مكتبة can be library or bookshop; the English lengths differ. LIBRARY is a reasonable preferred reverse clue.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[""https://dictionary.cambridge.org/us/dictionary/english-arabic/library""]","[]"
"reverse-preferred","approved","msa","noun","","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","false","113","306","1","LAW","قانون","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","true","true","","","قانون normally means law; CODE and RULE differ in length. Dominant ordinary meaning supports the preference.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reverse-preferred","approved","msa","noun","","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","false","114","327","2","GOVERNMENT","حكومة","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","true","true","","","حكومة is government, not merely governance. GOVERNMENT is a clear ordinary reverse answer.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reverse-preferred","approved","msa","noun","","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","false","115","436","0","NOVEMBER","نوفمبر","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","true","true","","","نوفمبر identifies November with no material general-vocabulary ambiguity.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reverse-preferred","approved","msa","noun","","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","false","116","459","1","SEPTEMBER","سبتمبر","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","true","true","","","سبتمبر identifies September with no material general-vocabulary ambiguity.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reverse-preferred","approved","msa","noun","","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","false","117","308","1","WATER","ماء","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","true","true","","","ماء is water, an ordinary mass noun with a clear reverse reading.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reverse-preferred","approved","msa","noun","","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","false","118","387","1","SOURCE","مصدر","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","true","false","","","مصدر may mean source or origin. SOURCE and ORIGIN both have six letters; absence of a collision in the dictionary does not establish fairness.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[""https://dictionary.cambridge.org/us/dictionary/english-arabic/source"",""https://www.arabicacademy.gov.eg/ar/محرك-البحث/معجم/dic-19/المَصْدَرُ""]","[{""field"":""preferredForArToEn"",""before"":true,""after"":false,""category"":""preferred-direction issue"",""confidence"":""high"",""reason"":""مصدر may mean source or origin. SOURCE and ORIGIN both have six letters; absence of a collision in the dictionary does not establish fairness."",""applied"":true}]"
"reverse-preferred","approved","msa","noun","","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","false","119","332","0","STUDENTS","طلاب","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","true","true","","","طلاب is students. Learners is broader and pupils is shorter; STUDENTS is a defensible ordinary reverse preference.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"sense","approved","msa","noun","storage place","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to STORAGE, WAREHOUSE. Does not restrict EN → AR.","false","120","201","1","STORE","المخزن","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","true","","","probably too restrictive","false","المخزن is a store/storehouse. Storage and warehouse differ in length, so the valid storage-place sense should not be blanket-excluded.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""المخزن is a store/storehouse. Storage and warehouse differ in length, so the valid storage-place sense should not be blanket-excluded."",""applied"":false}]"
"sense","approved","msa","noun","governing group","","","","false","121","319","2","BOARD","مجلس الإدارة","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","true","","","","","مجلس الإدارة is the governing board sense, a legitimate multiword noun, not an accidental expansion of a wooden board.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"sense","approved","msa","noun","adjustment","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to ADJUST, TUNING. Does not restrict EN → AR.","false","122","173","0","SET","ضبط","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","false","false","","","probably justified","true","ضبط can represent set/adjust as a verb. Calling it a noun meaning adjustment under SET is the wrong POS linkage; label the verb sense explicitly.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[""https://dictionary.cambridge.org/dictionary/english-arabic/set""]","[{""field"":""partOfSpeech"",""before"":""noun"",""after"":""verb"",""category"":""POS/sense issue"",""confidence"":""high"",""reason"":""ضبط can represent set/adjust as a verb. Calling it a noun meaning adjustment under SET is the wrong POS linkage; label the verb sense explicitly."",""applied"":true},{""field"":""sense"",""before"":""adjustment"",""after"":""adjust or set equipment"",""category"":""POS/sense issue"",""confidence"":""high"",""reason"":""ضبط can represent set/adjust as a verb. Calling it a noun meaning adjustment under SET is the wrong POS linkage; label the verb sense explicitly."",""applied"":true}]"
"sense","approved","msa","adjective","not new","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to ANCIENT. Does not restrict EN → AR.","false","123","344","3","OLD","قديم","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","true","true","","clearly too restrictive","false","قديم means old. ANCIENT is a valid narrower meaning but has a different length; ordinary OLD remains fair.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""high"",""reason"":""قديم means old. ANCIENT is a valid narrower meaning but has a different length; ordinary OLD remains fair."",""applied"":true}]"
"sense","approved","msa","noun","calendar month","","","","false","124","52","2","MAY","مايو","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","true","","","","","مايو is the month May. It must remain distinguished from the modal may in sense metadata.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"sense","approved","msa","noun","social stratum","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to LAYER, TIER. Does not restrict EN → AR.","false","125","358","0","CLASS","الطبقة","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","true","","","clearly justified","true","الطبقة is a class/stratum or layer; CLASS and LAYER are equally long, supporting reverse restriction.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"sense","approved","msa","noun","piece of writing","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to ESSAY. Does not restrict EN → AR.","false","126","380","0","ARTICLE","مقالة","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","true","","","probably too restrictive","false","مقالة is an article or essay. The word-length distinction weakens the need for a categorical restriction.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""مقالة is an article or essay. The word-length distinction weakens the need for a categorical restriction."",""applied"":false}]"
"sense","approved","msa","noun","military rank","","","","false","127","175","3","GENERAL","جنرال","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","true","","","","","جنرال is an established Arabic military-rank borrowing. Loanword origin alone is not evidence of slang.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"sense","approved","msa","noun","strand","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to STRING. Does not restrict EN → AR.","false","128","424","0","THREAD","خيط","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","true","true","","clearly justified","true","خيط is thread/string; both English nouns have six letters, so a reverse restriction is well-founded.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"sense","approved","msa","noun","sovereign country","true","","","false","129","103","1","STATE","دولة","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","true","true","","","","دولة is a state/country in the sovereign-country sense. It is not an adjective or administrative status word.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reference-conflict","rejected","msa","","","false","false","","true","130","33","0","US","نحن","suitable general vocabulary","incorrect as an isolated equivalent","standard Arabic expression","rejected","msa","true","true","","","","","","","نحن is a subject pronoun, not an isolated object-pronoun US equivalent under the current inflection convention.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reference-conflict","review","uncertain","","","","","","true","131","21","0","AS","حسب","suitable general vocabulary","context, inflection or written form requires review","standard Arabic expression","review","msa","true","false","","","","","","","حسب is standard Arabic for according to/as depending on context. Context review is warranted, not uncertain register.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""حسب is standard Arabic for according to/as depending on context. Context review is warranted, not uncertain register."",""applied"":true}]"
"reference-conflict","review","uncertain","","","","","","true","132","272","2","FOUND","وجدت","suitable general vocabulary","context, inflection or written form requires review","standard Arabic expression","review","msa","true","false","","","","","","","وجدت is a standard inflected found form; subject/tense ambiguity remains unresolved. It is not evidence of dialect.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""وجدت is a standard inflected found form; subject/tense ambiguity remains unresolved. It is not evidence of dialect."",""applied"":true}]"
"reference-conflict","review","msa","","","","","","true","133","64","1","HIS","له","suitable general vocabulary","context, inflection or written form requires review","standard Arabic expression","review","msa","true","true","","","","","","","له may encode to/for him or possession; an isolated HIS clue requires construction context.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reference-conflict","review","uncertain","","","","","","true","134","417","2","ESTATE","العقارات","suitable general vocabulary","context, inflection or written form requires review","standard Arabic expression","review","msa","true","false","","","","","","","العقارات is standard real-property vocabulary. ESTATE can overlap but its particular sense needs specification; register is not uncertain.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""العقارات is standard real-property vocabulary. ESTATE can overlap but its particular sense needs specification; register is not uncertain."",""applied"":true}]"
"reference-conflict","review","msa","","","","","","true","135","375","0","COMPARE","مقارنة","suitable general vocabulary","context, inflection or written form requires review","standard Arabic expression","review","msa","true","true","","","","","","","مقارنة is a standard comparison noun, while COMPARE is a verb. Retain review until the masdar convention is explicitly decided.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reference-conflict","rejected","msa","","","false","false","","true","136","184","3","LIFE","حياته","suitable general vocabulary","incorrect as an isolated equivalent","standard Arabic expression","rejected","msa","true","true","","","","","","","حياته adds his to life; this unsupported possessive is not a generic LIFE translation.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reference-conflict","rejected","msa","","","false","false","","true","137","466","4","MEDICAL","الخدمات الطبية","suitable general vocabulary","incorrect as an isolated equivalent","standard Arabic expression","rejected","msa","true","true","","","","","","","الخدمات الطبية means medical services, a noun phrase rather than the adjective MEDICAL; rejection is reasonable for the general adjective entry.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reference-conflict","review","msa","","","","","","true","138","4","0","A","أداة تنكير","suitable general vocabulary","context, inflection or written form requires review","standard Arabic expression","review","msa","true","true","","","","","","","أداة تنكير is a grammatical description of A, not a direct indefinite-article translation. Such pedagogical clues need an explicit policy.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reference-conflict","review","uncertain","","","","","","true","139","337","2","LEVEL","الرتبة","suitable general vocabulary","context, inflection or written form requires review","standard Arabic expression","review","msa","true","false","","","","","","","الرتبة is standard rank/grade. Its overlap with LEVEL is context-dependent; keeping review is conservative and reasonable.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""الرتبة is standard rank/grade. Its overlap with LEVEL is context-dependent; keeping review is conservative and reasonable."",""applied"":true}]"
"multiword","approved","msa","noun","","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to REACTIONS. Does not restrict EN → AR.","false","140","478","1","FEEDBACK","ردود الفعل","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","","","probably too restrictive","false","ردود الفعل can denote feedback as responses. REACTIONS is related but a different length; a global exclusion is probably excessive.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""ردود الفعل can denote feedback as responses. REACTIONS is related but a different length; a global exclusion is probably excessive."",""applied"":false}]"
"multiword","rejected","msa","","","false","false","","true","141","440","5","ACTION","الإجراء المتخذ","suitable general vocabulary","incorrect as an isolated equivalent","standard Arabic expression","rejected","msa","true","true","","","","","","","الإجراء المتخذ adds taken to action. Unlike a conventional lexical sense such as shopping cart, this participle contributes unsupported content.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"multiword","review","uncertain","","","","","","true","142","154","0","EACH","لكل منها","suitable general vocabulary","context, inflection or written form requires review","standard Arabic expression","review","msa","true","false","","","","","","","لكل منها means for each of them, with an added preposition and complement. Standard phrase, but not a certified bare EACH equivalent.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""لكل منها means for each of them, with an added preposition and complement. Standard phrase, but not a certified bare EACH equivalent."",""applied"":true}]"
"multiword","approved","msa","noun","electronic mail","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to EMAIL, MAILS, URLS. Does not restrict EN → AR.","false","143","179","2","MAIL","البريد الإلكتروني","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","true","","","probably too restrictive","false","البريد الإلكتروني can denote mail in the electronic-mail sense. EMAIL has a different length; URLS is not a valid synonym.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""البريد الإلكتروني can denote mail in the electronic-mail sense. EMAIL has a different length; URLS is not a valid synonym."",""applied"":false}]"
