"sourceId","english","original","categories","status","register","confidence","reasonCode","reason","proposedReplacement","applied","reviewer","sources","repetitionAssessment","headwordIndex","translationIndex","beforeStatus","beforeRegister","finalArabic","beforeGrid","afterGrid","metadataChanged"
"h6289:t1","ASH","اش","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","6289","1","review","uncertain","اش","اش","اش","false"
"h6377:t0","MEM","ميم","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","6377","0","review","uncertain","ميم","ميم","ميم","false"
"h6554:t0","MAG","ماغ","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","6554","0","review","uncertain","ماغ","ماغ","ماغ","false"
"h6554:t1","MAG","ماج","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","6554","1","review","uncertain","ماج","ماج","ماج","false"
"h6596:t0","OE","عاصفة بحرية","[""abbreviation""]","review","uncertain","low","unresolved-sense","Rare OE and sea-storm sense need a historical/technical dictionary; do not silently discard uncertain linguistic data.","","false","AI-assisted linguistic review","[]","","6596","0","review","uncertain","عاصفة بحرية","عاصفةبحرية","عاصفةبحرية","false"
"h6639:t0","BRA","حمالة","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","6639","0","review","uncertain","حمالة","حمالة","حمالة","false"
"h6843:t0","UR","لك","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","6843","0","review","uncertain","لك","لك","لك","false"
"h6850:t0","DOE","دو","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","6850","0","review","uncertain","دو","دو","دو","false"
"h6974:t0","SOL","سول","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","6974","0","review","uncertain","سول","سول","سول","false"
"h6978:t0","ECO","الايكولوجية","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","6978","0","review","uncertain","الايكولوجية","الايكولوجية","الايكولوجية","false"
"h7238:t0","DOD","يتجنب","[""abbreviation""]","review","uncertain","low","unresolved-sense","English has possible lexical/technical/name senses; the supplied Arabic does not establish which was intended. Do not exclude the headword solely from its abbreviation-source match.","","false","AI-assisted linguistic review","[]","","7238","0","review","uncertain","يتجنب","يتجنب","يتجنب","false"
"h7241:t0","NEO","نيو","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","7241","0","review","uncertain","نيو","نيو","نيو","false"
"h7267:t0","NAT","نات","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","7267","0","review","uncertain","نات","نات","نات","false"
"h7367:t0","RIM","ريم","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","7367","0","review","uncertain","ريم","ريم","ريم","false"
"h7372:t0","DIS","المفرزة","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","7372","0","review","uncertain","المفرزة","المفرزة","المفرزة","false"
"h7372:t1","DIS","ديس","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","7372","1","review","uncertain","ديس","ديس","ديس","false"
"h7372:t2","DIS","يهين (عامية)","[""abbreviation"",""editorial-note""]","review","msa","medium","register-or-sense-review","The proposed spelling/base may be MSA, but the English register, grammatical person or intended sense needs confirmation. No text change applied.","يهين","false","AI-assisted linguistic review","[]","","7372","2","review","uncertain","يهين (عامية)","يهينعامية","يهينعامية","true"
"h7384:t0","KAY","كاي","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","7384","0","review","uncertain","كاي","كاي","كاي","false"
"h7390:t0","SER","سير","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","7390","0","review","uncertain","سير","سير","سير","false"
"h7443:t0","NAM","نام","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","7443","0","review","uncertain","نام","نام","نام","false"
"h7494:t0","ADA","ادا","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","7494","0","review","uncertain","ادا","ادا","ادا","false"
"h7728:t0","EH","إيه؟ (تعبير عن الاستغراب)","[""abbreviation"",""editorial-note""]","review","uncertain","medium","register-or-sense-review","The proposed spelling/base may be MSA, but the English register, grammatical person or intended sense needs confirmation. No text change applied.","","false","AI-assisted linguistic review","[]","","7728","0","review","uncertain","إيه؟ (تعبير عن الاستغراب)","إيهتعبيرعنالاستغراب","إيهتعبيرعنالاستغراب","false"
"h7782:t0","MAS","ماس","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","7782","0","review","uncertain","ماس","ماس","ماس","false"
"h7786:t0","KAI","كاي","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","7786","0","review","uncertain","كاي","كاي","كاي","false"
"h7791:t0","DOM","دوم","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","7791","0","review","uncertain","دوم","دوم","دوم","false"
"h7863:t0","COS","كوس","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","7863","0","review","uncertain","كوس","كوس","كوس","false"
"h7863:t1","COS","لأن (عامية)","[""abbreviation"",""editorial-note""]","review","msa","medium","register-or-sense-review","The proposed spelling/base may be MSA, but the English register, grammatical person or intended sense needs confirmation. No text change applied.","لأن","false","AI-assisted linguistic review","[]","","7863","1","review","uncertain","لأن (عامية)","لأنعامية","لأنعامية","true"
"h8133:t0","REFERENCED","المراجع(د)","[""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","8133","0","review","uncertain","المراجع(د)","المراجعد","المراجعد","false"
"h8434:t0","MU","صوت البقرة","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","8434","0","review","uncertain","صوت البقرة","صوتالبقرة","صوتالبقرة","false"
"h8457:t0","ALA","علا","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","8457","0","review","uncertain","علا","علا","علا","false"
"h8457:t1","ALA","علاء","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","8457","1","review","uncertain","علاء","علاء","علاء","false"
"h8501:t0","DOW","داو","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","8501","0","review","uncertain","داو","داو","داو","false"
"h8501:t1","DOW","يغمس (قديم)","[""abbreviation"",""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","8501","1","review","uncertain","يغمس (قديم)","يغمسقديم","يغمسقديم","false"
"h8610:t2","HAY","هاي","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","8610","2","review","uncertain","هاي","هاي","هاي","false"
"h8631:t0","ISA","عيسى","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","8631","0","review","uncertain","عيسى","عيسى","عيسى","false"
"h8657:t1","MIC","ميك","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","8657","1","review","uncertain","ميك","ميك","ميك","false"
"h8731:t0","DIM","ديم","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","8731","0","review","uncertain","ديم","ديم","ديم","false"
"h8754:t0","MAI","الماي","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","8754","0","review","uncertain","الماي","الماي","الماي","false"
"h8754:t1","MAI","ماي","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","8754","1","review","uncertain","ماي","ماي","ماي","false"
"h8786:t0","ABU","ابو","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","8786","0","review","uncertain","ابو","ابو","ابو","false"
"h8861:t0","LOU","لو","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","8861","0","review","uncertain","لو","لو","لو","false"
"h8861:t1","LOU","لوو","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","8861","1","review","uncertain","لوو","لوو","لوو","false"
"h8911:t0","DEE","دي","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","8911","0","review","uncertain","دي","دي","دي","false"
"h8927:t0","MAE","ماي","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","8927","0","review","uncertain","ماي","ماي","ماي","false"
"h8929:t0","MEL","ميل","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","8929","0","review","uncertain","ميل","ميل","ميل","false"
"h9012:t0","MIA","ميا","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","9012","0","review","uncertain","ميا","ميا","ميا","false"
"h9017:t0","WAN","وان","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","9017","0","review","uncertain","وان","وان","وان","false"
"h9073:t0","SEN","صن","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","9073","0","review","uncertain","صن","صن","صن","false"
"h9073:t1","SEN","سين","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","9073","1","review","uncertain","سين","سين","سين","false"
"h9169:t0","CHO","تشو","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","9169","0","review","uncertain","تشو","تشو","تشو","false"
"h10763:t0","AY","آه (تعبير عن الألم)","[""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","10763","0","review","uncertain","آه (تعبير عن الألم)","آهتعبيرعنالألم","آهتعبيرعنالألم","false"
"h10803:t0","WO","واو (ألم)","[""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","10803","0","review","uncertain","واو (ألم)","واوألم","واوألم","false"
"h11124:t2","BIS","مرتين (لاتيني)","[""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","11124","2","review","uncertain","مرتين (لاتيني)","مرتينلاتيني","مرتينلاتيني","false"
"h11742:t1","BRO","أخ (عامية)","[""editorial-note""]","review","msa","medium","register-or-sense-review","The proposed spelling/base may be MSA, but the English register, grammatical person or intended sense needs confirmation. No text change applied.","أخ","false","AI-assisted linguistic review","[]","","11742","1","review","uncertain","أخ (عامية)","أخعامية","أخعامية","true"
"h12035:t0","OW","آوو (ألم)","[""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","12035","0","review","uncertain","آوو (ألم)","آووألم","آووألم","false"
"h12304:t1","BOS","رئيس (اختصار)","[""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","12304","1","review","uncertain","رئيس (اختصار)","رئيساختصار","رئيساختصار","false"
"h12602:t0","BAS","أساس (فرنسي)","[""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","12602","0","review","uncertain","أساس (فرنسي)","أساسفرنسي","أساسفرنسي","false"
"h13238:t0","BOD","جسم (عامية)","[""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","13238","0","review","uncertain","جسم (عامية)","جسمعامية","جسمعامية","false"
"h13938:t0","DUH","طبعاً (سخرية)","[""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","13938","0","review","uncertain","طبعاً (سخرية)","طبعاسخرية","طبعاسخرية","false"
"h14220:t0","CEL","خلية (اختصار)","[""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","14220","0","review","uncertain","خلية (اختصار)","خليةاختصار","خليةاختصار","false"
"h15171:t0","ERM","تردد (عامية)","[""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","15171","0","review","uncertain","تردد (عامية)","ترددعامية","ترددعامية","false"
