"sourceId","english","arabic","field","before","after","reason"
"270:1","SECTION","قسم","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"270:2","SECTION","الفرع","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"270:3","SECTION","الباب","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"271:1","OWN","الخاصة بك","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"271:1","OWN","الخاصة بك","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"273:0","SPORTS","رياضة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"273:1","SPORTS","الرياضة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"274:0","HOUSE","المنزل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"274:1","HOUSE","منزل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"274:2","HOUSE","هاوس","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"274:2","HOUSE","هاوس","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"274:3","HOUSE","البيت","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"275:0","RELATED","ذات صلة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"278:0","COUNTY","مقاطعة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"278:1","COUNTY","المقاطعة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"280:0","PHOTO","صورة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"280:1","PHOTO","الصورة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"281:0","GAME","لعبة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"281:1","GAME","مباراة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"281:2","GAME","المباراة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"281:3","GAME","اللعبة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"283:0","POWER","قوة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"283:1","POWER","طاقة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"283:2","POWER","الطاقة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"283:3","POWER","القوة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"283:4","POWER","السلطة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"284:0","WHILE","بينما","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"285:1","CARE","عناية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"285:2","CARE","العناية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"285:3","CARE","الرعاية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"285:4","CARE","رعاية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"286:0","NETWORK","شبكة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"286:1","NETWORK","الشبكة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"287:1","DOWN","أسفل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"291:0","TOTAL","مجموع","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"291:1","TOTAL","المجموع","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"292:0","PLACE","مكان","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"292:1","PLACE","المكان","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"293:0","END","نهاية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"293:1","END","النهاية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"295:1","DOWNLOAD","تحميل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"295:2","DOWNLOAD","تنزيل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"298:1","ACCESS","الوصول","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"299:0","THINK","فكر","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"300:0","NORTH","نورث","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"300:0","NORTH","نورث","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"300:2","NORTH","شمال","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"300:4","NORTH","الشمال","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"301:0","RESOURCES","الموارد","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"301:1","RESOURCES","موارد","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"302:0","CURRENT","التيار","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"302:1","CURRENT","تيار","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"302:2","CURRENT","الحالي","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"303:0","POSTS","الوظائف","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"303:1","POSTS","منشورات","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"303:2","POSTS","المناصب","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"303:3","POSTS","المنشورات","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"304:0","BIG","الكبير","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"304:1","BIG","كبيرة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"304:3","BIG","كبير","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"307:1","CONTROL","السيطرة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"307:2","CONTROL","سيطرة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"308:2","WATER","مياه","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"308:3","WATER","المياه","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"309:0","HISTORY","التاريخ","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"309:1","HISTORY","تاريخ","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"310:0","PICTURES","الصور","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"310:1","PICTURES","صور","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"311:1","SIZE","الحجم","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"311:2","SIZE","حجم","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"312:1","ART","ارت","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"312:1","ART","ارت","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"313:1","PERSONAL","شخصية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"313:3","PERSONAL","البيانات الشخصية","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"313:3","PERSONAL","البيانات الشخصية","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"314:0","SINCE","منذ","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"316:1","GUIDE","دليل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"316:2","GUIDE","الدليل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"317:2","SHOP","متجر","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"318:0","DIRECTORY","دليل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"318:1","DIRECTORY","الدليل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"319:0","BOARD","لوح","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"319:1","BOARD","اللوح","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"320:0","LOCATION","موقع","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"320:1","LOCATION","الموقع","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"320:2","LOCATION","المكان","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"321:0","CHANGE","التغير","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"321:1","CHANGE","تغيير","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"321:2","CHANGE","التغيير","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"323:0","TEXT","نصوص","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"323:0","TEXT","نصوص","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"323:1","TEXT","نص","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"323:2","TEXT","النص","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"324:1","SMALL","صغير","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"325:0","RATING","تقييم","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"325:1","RATING","التقييم","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"325:2","RATING","التصنيف","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"325:3","RATING","تصنيف","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"326:0","RATE","المعدل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"326:1","RATE","معدل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"327:1","GOVERNMENT","الحكومات","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"327:1","GOVERNMENT","الحكومات","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"328:2","CHILDREN","الأطفال","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"329:1","DURING","خلال","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"331:0","RETURN","العودة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"331:1","RETURN","عودة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"332:1","STUDENTS","التلاميذ","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"333:1","SHOPPING","تسوق","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"333:2","SHOPPING","التسوق","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"334:0","ACCOUNT","الحساب","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"334:1","ACCOUNT","حساب","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"336:0","SITES","مواقع","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"336:1","SITES","المواقع","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"339:0","PROFILE","التشكيلة","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"339:0","PROFILE","التشكيلة","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"340:0","PREVIOUS","سابق","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"340:1","PREVIOUS","سابقة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"340:2","PREVIOUS","السابق","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"340:3","PREVIOUS","السابقة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"341:0","FORM","شكل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"341:1","FORM","الشكل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"341:3","FORM","النموذج","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"342:1","EVENTS","الفعاليات","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"342:2","EVENTS","المناسبات","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"342:4","EVENTS","مناسبات","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"344:2","OLD","قديمة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"344:4","OLD","القديم","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"346:0","MAIN","رئيسية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"346:1","MAIN","الرئيسية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"347:2","CALL","نداء","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"347:3","CALL","الاتصال","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"348:0","HOURS","الساعات","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"348:1","HOURS","ساعات","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"349:0","IMAGE","صورة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"349:1","IMAGE","الصورة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"350:0","DEPARTMENT","القسم","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"350:1","DEPARTMENT","قسم","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"351:0","TITLE","اللقب","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"351:1","TITLE","العنوان","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"351:2","TITLE","عنوان","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"352:0","DESCRIPTION","الوصف","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"352:1","DESCRIPTION","وصف","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"357:0","PROPERTY","ملكية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"357:1","PROPERTY","الملكية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"357:2","PROPERTY","الممتلكات","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"357:3","PROPERTY","ممتلكات","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"358:0","CLASS","الطبقة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"358:1","CLASS","الفصل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"358:2","CLASS","صف","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"358:3","CLASS","الصف","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"358:4","CLASS","الفئة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"358:5","CLASS","فئة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"359:0","STILL","لسه","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"359:0","STILL","لسه","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"360:3","MONEY","المال","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"360:4","MONEY","مال","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"361:0","QUALITY","النوعية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"363:0","LISTING","القائمة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"364:2","CONTENT","محتويات","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"364:3","CONTENT","المضمون","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"366:0","PRIVATE","الخاص","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"366:1","PRIVATE","الخاصة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"366:2","PRIVATE","خاص","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"366:3","PRIVATE","خاصة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"366:4","PRIVATE","القطاع الخاص","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"366:4","PRIVATE","القطاع الخاص","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"367:0","LITTLE","الصغير","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"368:1","VISIT","الزيارة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"368:2","VISIT","زيارة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"369:3","SAVE","احفظ","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"372:0","REPLY","الرد","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"372:1","REPLY","رد","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"373:0","CUSTOMER","الزبون","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"373:1","CUSTOMER","زبون","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"373:2","CUSTOMER","العملاء","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"373:2","CUSTOMER","العملاء","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"376:2","MOVIES","أفلام","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"377:0","INCLUDE","تشمل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"378:0","COLLEGE","كلية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"378:1","COLLEGE","الكلية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"378:2","COLLEGE","الجامعة","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"378:2","COLLEGE","الجامعة","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"379:0","VALUE","القيمة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"379:1","VALUE","قيمة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"380:0","ARTICLE","مقالة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"380:1","ARTICLE","مقال","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"380:2","ARTICLE","المقالة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"380:3","ARTICLE","المادة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"382:0","MAN","رجل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"382:1","MAN","مان","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
