"sampleIndex","sourceId","english","arabic","oldDecision","revisedDecision","reason","confidence","fieldConfidence","sources","reviewer","stratum","effectiveDecision","proposalArAllowed","proposalAgreement"
"101","257:0","MUCH","ماتش","{""arabic"":""ماتش"",""status"":""rejected"",""register"":""uncertain"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""review"",""register"":""uncertain"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}","ماتش points to match, not much. The semantic exclusion is clear even while its register classification remains uncertain.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""ماتش"",""status"":""review"",""register"":""uncertain"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","true"
"102","90:2","SERVICE","الخدمات","{""arabic"":""الخدمات"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":false,""preferredForArToEn"":false}","الخدمات may realize collective service in context. Bare-entry number/collective use needs review rather than blanket rejection.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""الخدمات"",""status"":""review"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","false"
"103","393:0","AROUND","حو","{""arabic"":""حو"",""status"":""rejected"",""register"":""uncertain"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""review"",""register"":""uncertain"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}","حو is a truncated fragment, not a certified MSA around equivalent. Keep both directions disallowed and retain register review.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""حو"",""status"":""review"",""register"":""uncertain"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","true"
"104","7:0","IS","هو كذلك","{""arabic"":""هو كذلك"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""rejected"",""register"":""msa"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}","هو كذلك means he/it is so, adding a subject and predicate beyond isolated IS. This is materially extra meaning, not natural citation inflection alone.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""هو كذلك"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","true"
"105","184:3","LIFE","حياته","{""arabic"":""حياته"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""rejected"",""register"":""msa"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}","حياته adds a specific possessor to LIFE without an established lexical sense requiring it. Retain exclusion of this bare relationship.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""حياته"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","true"
"106","495:1","TAX","ضرائب","{""arabic"":""ضرائب"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""tax collectively or taxation""}","ضرائب can express TAX in the collective taxation sense. English tax as a mass/activity term can naturally take an Arabic plural.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high"",""partOfSpeech"":""high"",""sense"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""ضرائب"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":true,""allowedForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""tax collectively or taxation""}","false","false"
"107","53:3","WHAT","شنو","{""arabic"":""شنو"",""status"":""rejected"",""register"":""dialect"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""rejected"",""register"":""dialect"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}","شنو is a colloquial what form. MSA-only policy excludes the relationship without rewriting it.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""شنو"",""status"":""rejected"",""register"":""dialect"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","true"
"108","256:1","WOMEN","المراة","{""arabic"":""المراة"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":false,""preferredForArToEn"":false}","المراة has an orthographic defect; Arabic singular woman can denote women collectively in some constructions. Do not reject solely for singular/plural form, but do not approve the text yet.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""المراة"",""status"":""review"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","false"
"109","495:0","TAX","ضريبي","{""arabic"":""ضريبي"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":false,""preferredForArToEn"":false}","ضريبي can be tax-related in an attributive construction or my tax as written. The intended reading is unresolved, not automatically invalid because it is adjectival.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""ضريبي"",""status"":""review"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","false"
"110","373:2","CUSTOMER","العملاء","{""arabic"":""العملاء"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":false,""preferredForArToEn"":false}","العملاء can occur naturally for attributive English CUSTOMER, as in customer service. Keep construction review instead of absolute singular/plural rejection.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""العملاء"",""status"":""review"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","false"
"111","152:3","SCHOOL","المدارس","{""arabic"":""المدارس"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""rejected"",""register"":""msa"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}","المدارس denotes multiple schools, whereas the ordinary SCHOOL location noun denotes a single institution. No established collective sense is supplied here; the referential change is material.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""المدارس"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","true"
"112","412:2","SALES","البيع","{""arabic"":""البيع"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""selling activity""}","البيع is the natural selling-activity sense of SALES. English lexical plural and Arabic mass noun need not match in form.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high"",""partOfSpeech"":""high"",""sense"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""البيع"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":true,""allowedForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""selling activity""}","false","false"
"113","339:0","PROFILE","التشكيلة","{""arabic"":""التشكيلة"",""status"":""rejected"",""register"":""uncertain"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":false,""preferredForArToEn"":false}","التشكيلة is a standard lineup/composition term. PROFILE might have a specialized overlap but is not certified here; review the sense rather than make an unsupported categorical rejection.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""التشكيلة"",""status"":""review"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","false"
"114","405:1","POINT","بوينت","{""arabic"":""بوينت"",""status"":""rejected"",""register"":""uncertain"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""review"",""register"":""uncertain"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}","بوينت is not a certified natural MSA point noun in this relationship. Keep both directions disallowed pending lexical/register evidence.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""بوينت"",""status"":""review"",""register"":""uncertain"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","true"
"115","194:1","HOTEL","دق","{""arabic"":""دق"",""status"":""rejected"",""register"":""uncertain"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""rejected"",""register"":""msa"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}","دق is standard Arabic knocking/pounding, not HOTEL. Register can be MSA while the relationship is semantically wrong.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""دق"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","true"
"116","382:1","MAN","مان","{""arabic"":""مان"",""status"":""rejected"",""register"":""uncertain"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""review"",""register"":""uncertain"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}","مان is not a certified Arabic man noun in this relationship; retain exclusion while register remains uncertain.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""مان"",""status"":""review"",""register"":""uncertain"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","true"
"117","327:1","GOVERNMENT","الحكومات","{""arabic"":""الحكومات"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""rejected"",""register"":""msa"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}","الحكومات denotes several distinct governments, not the ordinary single governing-body noun GOVERNMENT. This materially changes the referent.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""الحكومات"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","true"
"118","430:2","GALLERY","معرض الصور","{""arabic"":""معرض الصور"",""status"":""approved"",""register"":""msa"",""partOfSpeech"":""noun"",""sense"":""display or collection of pictures""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":null}","معرض الصور is a valid picture-display/gallery sense; spaces and a specific legitimate sense do not invalidate it.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""معرض الصور"",""status"":""approved"",""register"":""msa"",""partOfSpeech"":""noun"",""sense"":""display or collection of pictures"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"119","379:0","VALUE","القيمة","{""arabic"":""القيمة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","القيمة is ordinary value/worth; synonym alternatives are expected.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""القيمة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"120","103:2","STATE","ولاية","{""arabic"":""ولاية"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""federal subdivision""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","ولاية is a legitimate administrative state sense; other meanings of state are preserved separately.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""ولاية"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""federal subdivision"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"121","281:3","GAME","اللعبة","{""arabic"":""اللعبة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""activity with rules""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","اللعبة names a game; gender and definiteness are ordinary Arabic grammar.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""اللعبة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""activity with rules"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"122","105:2","DAY","نهار","{""arabic"":""نهار"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","نهار is day/daytime. The daylight period is a legitimate sense of day rather than a misleading substitute.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""نهار"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"123","241:0","BETWEEN","بين","{""arabic"":""بين"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""preposition""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","بين is the ordinary between relation; no special restriction is needed.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""بين"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""preposition"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"124","410:0","ADVANCED","متقدم","{""arabic"":""متقدم"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""adjective""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","متقدم is a natural advanced participial adjective; cross-language participle/adjective morphology is appropriate.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""متقدم"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"125","270:2","SECTION","الفرع","{""arabic"":""الفرع"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","الفرع can be a section/branch subdivision; the subdivision sense is legitimate.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""الفرع"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"126","468:0","FRIEND","صديق","{""arabic"":""صديق"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","صديق is an ordinary friend noun; synonyms such as companion are not exclusion evidence.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""صديق"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"127","26:3","MORE","مزيد","{""arabic"":""مزيد"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""quantifier""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","مزيد naturally expresses more/additional quantity; allow it.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""مزيد"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""quantifier"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"128","70:2","WEB","ويب","{""arabic"":""ويب"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","ويب is an established modern Web borrowing; not every borrowing is dialect.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""ويب"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"129","493:0","AGAINST","ضد","{""arabic"":""ضد"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""preposition""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","ضد is the normal against relation; allow both directions.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""ضد"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""preposition"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"130","221:2","USING","استخدام","{""arabic"":""استخدام"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""verbal noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","استخدام is the standard using event noun; a gerund-to-masdar mapping is natural.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""استخدام"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""verbal noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"131","514:0","STORES","متاجر","{""arabic"":""متاجر"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","متاجر is ordinary plural stores/shops; both English alternatives are legitimate.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""متاجر"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"132","458:1","MARCH","مارس","{""arabic"":""مارس"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""calendar month""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","مارس identifies the calendar month March; the verb homograph is a different reading, not grounds to exclude this sense.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""مارس"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""calendar month"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
