experiment,seed,size,mode,policy,success,reason,templatesDiscovered,viableTemplates,templatesAttempted,solverAttempts,constructEmpty,maximumDepth,slotSelections,selectedDomainTotal,lookups,examined,duplicateVisits,lookupMs,placementMs,validationMs,backtracks,forwardFailures,mrvDeadEnds,observedDeadlineExits,buildRejections,validationErrors
"backtracking","2","13","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","338","338","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"backtracking","2","13","en_to_ar","compatibility","false","build_rejected","6","6","1","2","0","0","0","0","0","null","null","0","0","0","0","0","0","0","[""unfilled_white_cells:4"",""unfilled_white_cells:29""]","[]"
"backtracking","2","13","en_to_ar","approved-only","false","build_rejected","6","6","1","2","0","0","0","0","0","null","null","0","0","0","0","0","0","0","[""unfilled_white_cells:87"",""unfilled_white_cells:102""]","[]"
"backtracking","3","7","ar_to_en","approved-only","false","build_rejected","24","24","24","24","0","0","0","0","0","null","null","0","0","0","0","0","0","0","[""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:10"",""unfilled_white_cells:4"",""unfilled_white_cells:10"",""unfilled_white_cells:8"",""unfilled_white_cells:4"",""unfilled_white_cells:6"",""unfilled_white_cells:6"",""unfilled_white_cells:11"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:4"",""unfilled_white_cells:5"",""unfilled_white_cells:5"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3""]","[]"
"backtracking","3","9","ar_to_en","compatibility","true","success","24","24","7","7","0","0","0","0","0","null","null","0","0","0.24133300001267344","0","0","0","0","[""unfilled_white_cells:31"",""unfilled_white_cells:12"",""unfilled_white_cells:40"",""unfilled_white_cells:26"",""unfilled_white_cells:33"",""unfilled_white_cells:29""]","[]"
"backtracking","3","11","ar_to_en","compatibility","false","build_rejected","24","24","24","24","0","0","0","0","0","null","null","0","0","0","0","0","0","0","[""unfilled_white_cells:55"",""unfilled_white_cells:52"",""unfilled_white_cells:51"",""unfilled_white_cells:29"",""unfilled_white_cells:41"",""unfilled_white_cells:66"",""unfilled_white_cells:60"",""unfilled_white_cells:52"",""unfilled_white_cells:54"",""unfilled_white_cells:66"",""unfilled_white_cells:63"",""unfilled_white_cells:36"",""unfilled_white_cells:50"",""unfilled_white_cells:40"",""unfilled_white_cells:45"",""unfilled_white_cells:52"",""unfilled_white_cells:52"",""unfilled_white_cells:35"",""unfilled_white_cells:61"",""unfilled_white_cells:48"",""unfilled_white_cells:53"",""unfilled_white_cells:26"",""unfilled_white_cells:35"",""unfilled_white_cells:55""]","[]"
"backtracking","3","11","ar_to_en","approved-only","false","build_rejected","24","24","24","41","1","0","0","0","0","null","null","0","0","0","0","0","0","0","[""unfilled_white_cells:49"",""unfilled_white_cells:49"",""unfilled_white_cells:53"",""unfilled_white_cells:48"",""unfilled_white_cells:46"",""unfilled_white_cells:46"",""unfilled_white_cells:50"",""unfilled_white_cells:50"",""unfilled_white_cells:54"",""unfilled_white_cells:54"",""unfilled_white_cells:54"",""unfilled_white_cells:52"",""unfilled_white_cells:49"",""unfilled_white_cells:49"",""unfilled_white_cells:47"",""unfilled_white_cells:44"",""unfilled_white_cells:58"",""unfilled_white_cells:45"",""unfilled_white_cells:39"",""unfilled_white_cells:42"",""unfilled_white_cells:42"",""unfilled_white_cells:43"",""unfilled_white_cells:43"",""unfilled_white_cells:43"",""unfilled_white_cells:44"",""unfilled_white_cells:39"",""unfilled_white_cells:39"",""unfilled_white_cells:57"",""unfilled_white_cells:51"",""unfilled_white_cells:53"",""unfilled_white_cells:42"",""unfilled_white_cells:33"",""unfilled_white_cells:44"",""unfilled_white_cells:36"",""unfilled_white_cells:44"",""unfilled_white_cells:44"",""unfilled_white_cells:39"",""unfilled_white_cells:39"",""unfilled_white_cells:39"",""unfilled_white_cells:39""]","[]"
"backtracking","3","13","ar_to_en","compatibility","false","build_rejected","24","24","24","24","0","0","0","0","0","null","null","0","0","0","0","0","0","0","[""unfilled_white_cells:104"",""unfilled_white_cells:85"",""unfilled_white_cells:79"",""unfilled_white_cells:96"",""unfilled_white_cells:83"",""unfilled_white_cells:75"",""unfilled_white_cells:95"",""unfilled_white_cells:101"",""unfilled_white_cells:85"",""unfilled_white_cells:76"",""unfilled_white_cells:67"",""unfilled_white_cells:86"",""unfilled_white_cells:83"",""unfilled_white_cells:80"",""unfilled_white_cells:92"",""unfilled_white_cells:82"",""unfilled_white_cells:95"",""unfilled_white_cells:96"",""unfilled_white_cells:81"",""unfilled_white_cells:72"",""unfilled_white_cells:94"",""unfilled_white_cells:72"",""unfilled_white_cells:76"",""unfilled_white_cells:76""]","[]"
"backtracking","3","13","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","332","332","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"backtracking","3","13","en_to_ar","compatibility","false","build_rejected","6","6","1","2","0","0","0","0","0","null","null","0","0","0","0","0","0","0","[""unfilled_white_cells:73"",""unfilled_white_cells:65""]","[]"
"backtracking","3","13","en_to_ar","approved-only","false","build_rejected","6","6","1","2","0","0","0","0","0","null","null","0","0","0","0","0","0","0","[""unfilled_white_cells:85"",""unfilled_white_cells:86""]","[]"
"minIntersection","1","7","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","24","24","16","102033","295085","1646506","null","null","2077.6754687568173","23.927244002348743","0","102057","187289","47","113","[]","[]"
"minIntersection","1","9","ar_to_en","compatibility","true","success","24","24","8","8","7","31","50909","118915","634969","null","null","924.4863989359001","8.129079011501744","0.17879100004211068","50883","63072","12","67","[]","[]"
"minIntersection","1","11","ar_to_en","compatibility","false","observed_deadline_no_complete_fill","24","24","24","24","24","31","49890","158444","1652115","null","null","3156.0846499939216","12.930760003626347","0","49883","97833","17","153","[]","[]"
"minIntersection","1","11","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","188","188","15","44595","97850","1677677","null","null","3062.7425724348286","10.276362983509898","0","44605","52558","197","59","[]","[]"
"minIntersection","1","13","ar_to_en","compatibility","false","observed_deadline_no_complete_fill","24","24","24","24","24","21","37963","123876","1782248","null","null","3126.5508111546515","10.443392001325265","0","37945","77492","5","131","[]","[]"
"minIntersection","1","13","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","480","480","0","480","7680","75900","null","null","73.58062809205148","1.2028579963371158","0","0","7680","0","0","[]","[]"
"minIntersection","1","13","en_to_ar","compatibility","false","observed_deadline_no_complete_fill","6","6","1","2","2","24","6451","22028","370500","null","null","1290.0632211194606","1.58233399852179","0","6449","15031","0","35","[]","[]"
"minIntersection","1","13","en_to_ar","approved-only","false","observed_deadline_no_complete_fill","6","6","5","82","82","12","9174","24283","601389","null","null","1255.080399868195","1.9954699840163812","0","9092","15122","0","10","[]","[]"
"minIntersection","2","7","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","24","24","16","109068","308083","1808407","null","null","2085.803374051233","24.88295497163199","0","109064","193571","18","122","[]","[]"
"minIntersection","2","9","ar_to_en","compatibility","true","success","24","24","2","2","1","32","6327","16852","119801","null","null","225.0941969542764","1.3390049984445795","0.18204200000036508","6294","9307","0","6","[]","[]"
"minIntersection","2","11","ar_to_en","compatibility","false","observed_deadline_no_complete_fill","24","24","24","24","24","19","48814","154273","1655606","null","null","3145.494142929907","13.495559975504875","0","48823","94782","33","136","[]","[]"
"minIntersection","2","11","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","156","156","18","45388","100762","1707946","null","null","3065.898097885307","10.423379020881839","0","45436","54519","202","65","[]","[]"
"minIntersection","2","13","ar_to_en","compatibility","false","observed_deadline_no_complete_fill","24","24","24","24","24","19","39609","124519","1878648","null","null","3117.0341796027496","11.739088994916528","0","39611","76446","24","122","[]","[]"
"minIntersection","2","13","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","480","480","0","480","7680","75580","null","null","70.6596110073151","1.2317789988592267","0","0","7680","0","0","[]","[]"
"minIntersection","2","13","en_to_ar","compatibility","false","observed_deadline_no_complete_fill","6","6","1","2","2","57","37379","115169","820642","null","null","1273.610505024786","6.740945011610165","0","37377","76763","0","77","[]","[]"
"minIntersection","2","13","en_to_ar","approved-only","false","observed_deadline_no_complete_fill","6","6","1","2","2","21","28987","63845","1600855","null","null","1203.0001129747834","5.943061031866819","0","28991","34735","6","23","[]","[]"
"minIntersection","3","7","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","24","24","19","86526","254373","1426944","null","null","2083.9960461232113","20.3104459826136","0","86527","162567","25","107","[]","[]"
"minIntersection","3","9","ar_to_en","compatibility","true","success","24","24","14","14","13","32","33875","99362","728169","null","null","1596.6207118249731","7.687979013542645","0.18216600001323968","33842","57238","12","80","[]","[]"
"minIntersection","3","11","ar_to_en","compatibility","false","observed_deadline_no_complete_fill","24","24","24","24","24","19","47874","151854","1583038","null","null","3137.325677793706","13.127531002042815","0","47865","93176","15","146","[]","[]"
"minIntersection","3","11","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","174","174","14","44413","97431","1703815","null","null","3065.2235756457085","10.672383984667249","0","44509","52251","268","57","[]","[]"
"minIntersection","3","13","ar_to_en","compatibility","false","observed_deadline_no_complete_fill","24","24","24","24","24","25","36458","115076","1704404","null","null","3131.4568049001973","11.382593989605084","0","36444","69936","10","127","[]","[]"
"minIntersection","3","13","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","480","480","0","480","7680","73880","null","null","75.01181700883899","1.2327890009619296","0","0","7680","0","0","[]","[]"
"minIntersection","3","13","en_to_ar","compatibility","false","observed_deadline_no_complete_fill","6","6","1","2","2","40","14863","52140","585984","null","null","1287.6734390734928","3.7819459934253246","0","14861","36316","0","58","[]","[]"
"minIntersection","3","13","en_to_ar","approved-only","false","observed_deadline_no_complete_fill","6","6","1","2","2","59","20501","58171","1004087","null","null","1266.1513180920156","4.491366984904744","0","20584","37352","85","57","[]","[]"
"minWords","1","7","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","24","24","16","101925","294716","1644132","null","null","2084.385133642121","23.552095005987212","0","101950","186994","47","112","[]","[]"
"minWords","1","9","ar_to_en","compatibility","true","success","24","24","8","8","7","31","50803","118663","632899","null","null","923.6601220128359","7.850686004734598","0.34533399995416403","50777","62919","12","74","[]","[]"
"minWords","1","11","ar_to_en","compatibility","false","observed_deadline_no_complete_fill","24","24","24","24","24","31","49856","158390","1651023","null","null","3151.2798236970557","12.984400959452614","0","49849","97824","17","147","[]","[]"
"minWords","1","11","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","188","188","15","44477","97627","1673325","null","null","3057.9776451570215","10.633998994133435","0","44487","52446","198","58","[]","[]"
"minWords","1","13","ar_to_en","compatibility","false","observed_deadline_no_complete_fill","24","24","24","24","24","21","37908","123730","1779712","null","null","3126.687742706039","10.741050010197796","0","37889","77396","5","137","[]","[]"
"minWords","1","13","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","480","480","0","480","7680","75900","null","null","74.24939994432498","1.1770679998444393","0","0","7680","0","0","[]","[]"
"minWords","1","13","en_to_ar","compatibility","false","observed_deadline_no_complete_fill","6","6","1","2","2","24","6433","21971","369462","null","null","1292.2374028278282","1.6172229998046532","0","6431","14991","0","35","[]","[]"
"minWords","1","13","en_to_ar","approved-only","false","observed_deadline_no_complete_fill","6","6","5","82","82","12","9187","24313","602225","null","null","1255.8803892942378","2.0151579902740195","0","9105","15135","0","11","[]","[]"
"minWords","2","7","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","24","24","16","109281","308728","1812562","null","null","2087.275449755718","25.376534008421004","0","109276","194000","18","117","[]","[]"
"minWords","2","9","ar_to_en","compatibility","true","success","24","24","2","2","1","32","6333","16889","119979","null","null","227.84865186666138","1.2853040030458942","0.12166699999943376","6300","9325","0","5","[]","[]"
"minWords","2","11","ar_to_en","compatibility","false","observed_deadline_no_complete_fill","24","24","24","24","24","19","48743","154050","1653452","null","null","3143.2731019848725","14.120483009144664","0","48752","94643","33","129","[]","[]"
"minWords","2","11","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","157","157","18","45550","101250","1714190","null","null","3062.133665299858","10.855522994184867","0","45595","54769","202","65","[]","[]"
"minWords","2","13","ar_to_en","compatibility","false","observed_deadline_no_complete_fill","24","24","24","24","24","19","39622","124526","1879299","null","null","3117.414461003151","11.28381602128502","0","39622","76443","24","123","[]","[]"
"minWords","2","13","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","480","480","0","480","7680","75580","null","null","72.98748598678503","1.2663100044010207","0","0","7680","0","0","[]","[]"
"minWords","2","13","en_to_ar","compatibility","false","observed_deadline_no_complete_fill","6","6","1","2","2","57","37248","114971","818679","null","null","1271.8098491806304","6.956227960414253","0","37246","76703","0","79","[]","[]"
"minWords","2","13","en_to_ar","approved-only","false","observed_deadline_no_complete_fill","6","6","1","2","2","21","29004","63874","1601822","null","null","1201.6217310046777","6.315968977520242","0","29008","34755","6","21","[]","[]"
"minWords","3","7","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","24","24","19","86267","253567","1423080","null","null","2082.569455114426","19.67728397413157","0","86270","162003","25","114","[]","[]"
"minWords","3","9","ar_to_en","compatibility","true","success","24","24","14","14","13","32","33758","99052","725509","null","null","1591.2275771028362","7.845142976380885","0.12387499993201345","33725","57046","12","80","[]","[]"
"minWords","3","11","ar_to_en","compatibility","false","observed_deadline_no_complete_fill","24","24","24","24","24","19","47792","151521","1579966","null","null","3145.0917222707067","13.33314199524466","0","47783","92956","15","146","[]","[]"
"minWords","3","11","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","175","175","14","44587","98020","1707890","null","null","3063.2098941146396","10.736498008482158","0","44675","52563","263","66","[]","[]"
"minWords","3","13","ar_to_en","compatibility","false","observed_deadline_no_complete_fill","24","24","24","24","24","25","36421","114989","1703210","null","null","3130.4918985875556","11.245262999087572","0","36407","69885","10","129","[]","[]"
"minWords","3","13","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","480","480","0","480","7680","73880","null","null","74.3401239560917","1.1350439946400002","0","0","7680","0","0","[]","[]"
"minWords","3","13","en_to_ar","compatibility","false","observed_deadline_no_complete_fill","6","6","1","2","2","40","14942","52425","588869","null","null","1285.4999288758263","3.6323310148436576","0","14940","36511","0","57","[]","[]"
"minWords","3","13","en_to_ar","approved-only","false","observed_deadline_no_complete_fill","6","6","1","2","2","59","20540","58283","1005719","null","null","1265.730850349064","4.241145015344955","0","20624","37432","86","56","[]","[]"
"poolAll","1","7","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","24","24","16","102256","295658","1649984","null","null","2081.5898625709815","22.817607985809445","0","102279","187622","47","112","[]","[]"
"poolAll","1","9","ar_to_en","compatibility","true","success","24","24","2","2","1","30","1342","7017","29025","null","null","134.3278900301084","0.32605100085493177","0.12354200007393956","1311","2676","0","7","[]","[]"
"poolAll","1","11","ar_to_en","compatibility","true","success","24","24","6","6","5","43","8176","37077","161211","null","null","755.1938189840876","2.3216570067452267","0.19024999998509884","8128","20487","0","80","[]","[]"
"poolAll","1","11","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","188","188","15","44514","97659","1674820","null","null","3054.7080641479697","10.594447000417858","0","44525","52467","198","53","[]","[]"
"poolAll","1","13","ar_to_en","compatibility","true","success","24","24","4","4","3","60","8045","28108","195235","null","null","431.9590699725086","1.9267810026649386","0.29591600003186613","7982","18081","0","49","[]","[]"
"poolAll","1","13","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","480","480","0","480","7680","75900","null","null","76.20439001871273","1.1712939989520237","0","0","7680","0","0","[]","[]"
"poolAll","1","13","en_to_ar","compatibility","true","success","6","6","1","1","0","82","92","1623","3547","null","null","40.4623740373645","0.01582700095605105","0.2937079999828711","10","47","0","0","[]","[]"
"poolAll","1","13","en_to_ar","approved-only","false","observed_deadline_no_complete_fill","6","6","1","2","2","55","29850","81025","963049","null","null","1355.5910329687176","7.087337997741997","0","29850","50507","2","68","[]","[]"
"poolAll","2","7","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","24","24","16","108428","306347","1798448","null","null","2085.959817404626","26.017247006762773","0","108423","192442","18","122","[]","[]"
"poolAll","2","9","ar_to_en","compatibility","true","success","24","24","1","1","0","30","396","3212","8629","null","null","50.47153298393823","0.15912000404205173","0.1480829999782145","366","1260","0","0","[]","[]"
"poolAll","2","11","ar_to_en","compatibility","true","success","24","24","7","7","6","43","8852","42592","176528","null","null","876.9752209496219","2.658793999347836","0.1646249999757856","8803","23365","0","88","[]","[]"
"poolAll","2","11","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","157","157","18","45528","101196","1712863","null","null","3057.562104575918","10.64581002178602","0","45575","54745","202","65","[]","[]"
"poolAll","2","13","ar_to_en","compatibility","true","success","24","24","5","5","4","62","5250","16562","197891","null","null","602.3494409668492","1.1470739911310375","0.23487499996554106","5185","8635","0","63","[]","[]"
"poolAll","2","13","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","480","480","0","480","7680","75580","null","null","69.83442302176263","1.9211000092327595","0","0","7680","0","0","[]","[]"
"poolAll","2","13","en_to_ar","compatibility","true","success","6","6","1","1","0","80","84","1636","3360","null","null","32.75178503245115","0.01062200020533055","0.2839580000145361","4","25","0","0","[]","[]"
"poolAll","2","13","en_to_ar","approved-only","false","observed_deadline_no_complete_fill","6","6","1","2","2","25","19357","44493","1047749","null","null","1282.7636680868454","3.2344889788655564","0","19355","25085","0","22","[]","[]"
"poolAll","3","7","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","24","24","19","86131","253208","1420726","null","null","2083.850128849852","20.65272206044756","0","86133","161751","25","116","[]","[]"
"poolAll","3","9","ar_to_en","compatibility","true","success","24","24","3","3","2","32","1181","7255","25501","null","null","250.98070803214796","0.305174000794068","0.09983299998566508","1147","1772","0","18","[]","[]"
"poolAll","3","11","ar_to_en","compatibility","true","success","24","24","11","11","10","42","10279","44279","273552","null","null","1502.3965381945018","2.7069840045878664","0.14620800002012402","10227","18991","0","102","[]","[]"
"poolAll","3","11","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","175","175","14","44433","97681","1702460","null","null","3055.7686782091623","10.672823001048528","0","44520","52375","262","63","[]","[]"
"poolAll","3","13","ar_to_en","compatibility","true","success","24","24","2","2","1","64","721","3102","29294","null","null","149.51603909267578","0.205325999064371","0.2196669999975711","656","1244","0","8","[]","[]"
"poolAll","3","13","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","480","480","0","480","7680","73880","null","null","75.88742599927355","1.1874709903495386","0","0","7680","0","0","[]","[]"
"poolAll","3","13","en_to_ar","compatibility","true","success","6","6","1","1","0","84","87","1967","3746","null","null","44.018982011592016","0.016458999598398805","0.24770800000987947","3","21","0","0","[]","[]"
"poolAll","3","13","en_to_ar","approved-only","false","observed_deadline_no_complete_fill","6","6","3","42","42","68","25409","56954","995312","null","null","1267.5666249855421","3.829323980375193","0","28527","28173","3160","45","[]","[]"
"arc","1","7","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","24","24","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"arc","1","9","ar_to_en","compatibility","true","success","24","24","3","3","2","0","0","0","0","null","null","0","0","0.10195800010114908","0","0","0","0","[]","[]"
"arc","1","11","ar_to_en","compatibility","false","no_complete_fill_deadline_not_established","24","24","24","25","25","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"arc","1","11","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","377","377","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"arc","1","13","ar_to_en","compatibility","false","no_complete_fill_deadline_not_established","24","24","24","48","48","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"arc","1","13","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","480","480","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"arc","1","13","en_to_ar","compatibility","true","success","6","6","1","1","0","0","0","0","0","null","null","0","0","0.23499999998603016","0","0","0","0","[]","[]"
"arc","1","13","en_to_ar","approved-only","false","no_complete_fill_deadline_not_established","6","6","1","8","8","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"arc","2","7","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","24","24","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"arc","2","9","ar_to_en","compatibility","true","success","24","24","2","2","1","0","0","0","0","null","null","0","0","0.09462500002700835","0","0","0","0","[]","[]"
"arc","2","11","ar_to_en","compatibility","false","no_complete_fill_deadline_not_established","24","24","24","27","27","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"arc","2","11","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","368","368","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"arc","2","13","ar_to_en","compatibility","false","no_complete_fill_deadline_not_established","24","24","24","27","27","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"arc","2","13","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","480","480","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"arc","2","13","en_to_ar","compatibility","true","success","6","6","1","1","0","0","0","0","0","null","null","0","0","0.265707999933511","0","0","0","0","[]","[]"
"arc","2","13","en_to_ar","approved-only","false","no_complete_fill_deadline_not_established","6","6","1","2","2","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"arc","3","7","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","24","24","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"arc","3","9","ar_to_en","compatibility","true","success","24","24","7","7","6","0","0","0","0","null","null","0","0","0.09779100003652275","0","0","0","0","[]","[]"
"arc","3","11","ar_to_en","compatibility","false","no_complete_fill_deadline_not_established","24","24","24","25","25","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"arc","3","11","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","390","390","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"arc","3","13","ar_to_en","compatibility","false","no_complete_fill_deadline_not_established","24","24","24","50","50","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"arc","3","13","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","480","480","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"arc","3","13","en_to_ar","compatibility","true","success","6","6","1","1","0","0","0","0","0","null","null","0","0","0.2095409999601543","0","0","0","0","[]","[]"
"arc","3","13","en_to_ar","approved-only","false","no_complete_fill_deadline_not_established","6","6","1","2","2","0","0","0","0","null","null","0","0","0","0","0","0","0","[]","[]"
"pool3000","1","7","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","24","24","16","103578","299367","1672676","null","null","2065.7564169994066","22.3266570000319","0","103603","190097","47","125","[]","[]"
"pool3000","1","9","ar_to_en","compatibility","true","success","24","24","3","3","2","32","5839","20613","156248","null","null","248.78604700008418","1.669726999924933","0.6267080000006899","5805","12048","0","7","[]","[]"
"pool3000","1","11","ar_to_en","compatibility","false","observed_deadline_no_complete_fill","24","24","24","24","24","26","41389","137531","1324931","null","null","3157.3218650017334","10.636411999936172","0","41368","79591","2","178","[]","[]"
"pool3000","1","11","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","188","188","15","44670","97975","1680709","null","null","3045.8587910020997","9.867221000164136","0","44682","52642","199","52","[]","[]"
"pool3000","1","13","ar_to_en","compatibility","false","observed_deadline_no_complete_fill","24","24","24","24","24","38","45001","142232","1949483","null","null","3128.820755998813","11.269803000081083","0","44988","87528","11","159","[]","[]"
"pool3000","1","13","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","480","480","0","480","7680","75900","null","null","72.93148900063898","1.2184180001058849","0","0","7680","0","0","[]","[]"
"pool3000","1","13","en_to_ar","compatibility","false","observed_deadline_no_complete_fill","6","6","1","2","2","61","8585","26702","216597","null","null","1317.018761004947","2.4516779995938123","0","8583","16251","0","88","[]","[]"
"pool3000","1","13","en_to_ar","approved-only","false","observed_deadline_no_complete_fill","6","6","1","2","2","55","27500","85054","1164067","null","null","1287.3209989992174","7.951429999655375","0","27520","57222","22","40","[]","[]"
"pool3000","2","7","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","24","24","16","106847","301558","1771372","null","null","2091.18591199633","24.733019999614044","0","106841","189220","18","117","[]","[]"
"pool3000","2","9","ar_to_en","compatibility","true","success","24","24","6","6","5","32","12690","40427","276535","null","null","607.1199549982375","3.1251049998681992","0.2164580000026035","12653","22485","0","29","[]","[]"
"pool3000","2","11","ar_to_en","compatibility","false","observed_deadline_no_complete_fill","24","24","24","24","24","36","38742","134031","1251554","null","null","3183.2586819992575","11.252011998847593","0","38730","78725","10","173","[]","[]"
"pool3000","2","11","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","156","156","18","44592","99247","1677884","null","null","3073.2857980000335","10.403469001288613","0","44632","53654","195","70","[]","[]"
"pool3000","2","13","ar_to_en","compatibility","false","observed_deadline_no_complete_fill","24","24","24","24","24","48","45996","139084","1740635","null","null","3153.972419999176","11.400001000743941","0","45976","83265","3","183","[]","[]"
"pool3000","2","13","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","480","480","0","480","7680","75580","null","null","71.02629500132753","1.1902900000713998","0","0","7680","0","0","[]","[]"
"pool3000","2","13","en_to_ar","compatibility","true","success","6","6","1","1","0","84","111","1266","4154","null","null","24.64282900046237","0.019209000063710846","0.41400000000430737","27","120","0","0","[]","[]"
"pool3000","2","13","en_to_ar","approved-only","false","observed_deadline_no_complete_fill","6","6","1","2","2","49","12469","26783","510469","null","null","1302.81170098851","1.9958300001890166","0","12534","13763","67","51","[]","[]"
"pool3000","3","7","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","24","24","19","83780","246049","1380950","null","null","2091.466131999572","20.013170000369428","0","83781","156907","25","126","[]","[]"
"pool3000","3","9","ar_to_en","compatibility","true","success","24","24","1","1","0","32","172","1372","2575","null","null","6.623928000131855","0.028633999936573673","0.18699999999807915","140","234","0","0","[]","[]"
"pool3000","3","11","ar_to_en","compatibility","false","observed_deadline_no_complete_fill","24","24","24","24","24","31","46702","152630","1411280","null","null","3211.5596799834457","12.11293700063834","0","46690","89341","12","177","[]","[]"
"pool3000","3","11","ar_to_en","approved-only","false","observed_deadline_no_complete_fill","24","24","24","173","173","14","43618","95762","1671884","null","null","3059.7923059928216","10.78059800031042","0","43705","51270","260","55","[]","[]"
"pool3000","3","13","ar_to_en","compatibility","false","observed_deadline_no_complete_fill","24","24","24","24","24","32","41349","126680","1787616","null","null","3160.0880750126744","11.908876998328196","0","41338","75707","12","181","[]","[]"
"pool3000","3","13","ar_to_en","approved-only","false","no_complete_fill_deadline_not_established","24","24","24","480","480","0","480","7680","73880","null","null","74.44301400082622","1.8539809994690586","0","0","7680","0","0","[]","[]"
"pool3000","3","13","en_to_ar","compatibility","true","success","6","6","1","1","0","84","109","1427","3655","null","null","13.65201300039189","0.018667000033019576","0.38724999999976717","25","110","0","0","[]","[]"
