experiment,seed,size,mode,policy,rank,slot,pattern,used,reason,depth,prefixCounts
"poolShort","1","13","en_to_ar","compatibility","0","{""row"":3,""col"":0,""direction"":""across"",""length"":4}","فث??","[""اشباهالموصلات"",""صوفى"",""جولى"",""تل"",""الثالث""]","forward_zero","5","[{""position"":0,""letter"":""ف"",""remaining"":12},{""position"":1,""letter"":""ث"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","compatibility","0","{""row"":3,""col"":0,""direction"":""across"",""length"":4}","فد??","[""اشباهالموصلات"",""صوفى"",""جولى"",""تل"",""الادلة""]","forward_zero","5","[{""position"":0,""letter"":""ف"",""remaining"":12},{""position"":1,""letter"":""د"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","compatibility","0","{""row"":3,""col"":0,""direction"":""across"",""length"":4}","فا??","[""اشباهالموصلات"",""صوفى"",""جولى"",""تل"",""الادلة""]","forward_zero","5","[{""position"":0,""letter"":""ف"",""remaining"":12},{""position"":1,""letter"":""ا"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","compatibility","0","{""row"":3,""col"":0,""direction"":""across"",""length"":4}","فس??","[""اشباهالموصلات"",""صوفى"",""جولى"",""تل"",""المسلم""]","forward_zero","5","[{""position"":0,""letter"":""ف"",""remaining"":12},{""position"":1,""letter"":""س"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":1,""col"":5,""direction"":""across"",""length"":8}","??وئ????","[""مع"",""ضائع"",""ضع"",""علوم""]","forward_zero","4","[{""position"":2,""letter"":""و"",""remaining"":11},{""position"":3,""letter"":""ئ"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":1,""col"":5,""direction"":""across"",""length"":8}","??وئ????","[""مع"",""ضائع"",""ضع"",""موقع""]","forward_zero","4","[{""position"":2,""letter"":""و"",""remaining"":11},{""position"":3,""letter"":""ئ"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":1,""col"":5,""direction"":""across"",""length"":8}","??بئ????","[""مع"",""ضائع"",""ضع"",""مبدع""]","forward_zero","4","[{""position"":2,""letter"":""ب"",""remaining"":19},{""position"":3,""letter"":""ئ"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":2,""col"":8,""direction"":""across"",""length"":5}","??اا?","[""مع"",""ضائع"",""ضع"",""عالم""]","forward_zero","4","[{""position"":2,""letter"":""ا"",""remaining"":110},{""position"":3,""letter"":""ا"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":0,""col"":10,""direction"":""down"",""length"":4}","م??د","[""مع"",""ضائع"",""ضد""]","forward_zero","3","[{""position"":0,""letter"":""م"",""remaining"":70},{""position"":3,""letter"":""د"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":1,""col"":5,""direction"":""across"",""length"":8}","??وئ????","[""مع"",""ضائع"",""عض"",""علوم""]","forward_zero","4","[{""position"":2,""letter"":""و"",""remaining"":11},{""position"":3,""letter"":""ئ"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":1,""col"":5,""direction"":""across"",""length"":8}","??وئ????","[""مع"",""ضائع"",""عض"",""موقع""]","forward_zero","4","[{""position"":2,""letter"":""و"",""remaining"":11},{""position"":3,""letter"":""ئ"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":1,""col"":5,""direction"":""across"",""length"":8}","??بئ????","[""مع"",""ضائع"",""عض"",""مبدع""]","forward_zero","4","[{""position"":2,""letter"":""ب"",""remaining"":19},{""position"":3,""letter"":""ئ"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":2,""col"":8,""direction"":""across"",""length"":5}","??اا?","[""مع"",""ضائع"",""عض"",""عالم""]","forward_zero","4","[{""position"":2,""letter"":""ا"",""remaining"":110},{""position"":3,""letter"":""ا"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":0,""col"":10,""direction"":""down"",""length"":4}","م??د","[""مع"",""ضائع"",""ضد""]","forward_zero","3","[{""position"":0,""letter"":""م"",""remaining"":70},{""position"":3,""letter"":""د"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":2,""col"":8,""direction"":""across"",""length"":5}","??لر?","[""مع"",""عارض"",""ضع"",""علوم""]","forward_zero","4","[{""position"":2,""letter"":""ل"",""remaining"":40},{""position"":3,""letter"":""ر"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":1,""col"":12,""direction"":""down"",""length"":2}","ات","[""مع"",""عارض"",""ضع"",""موقع"",""الوالدان"",""ورقات""]","forward_zero","6","[{""position"":0,""letter"":""ا"",""remaining"":5},{""position"":1,""letter"":""ت"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":1,""col"":11,""direction"":""down"",""length"":2}","لا","[""مع"",""عارض"",""ضع"",""موقع"",""الوالدان"",""ارقام"",""لا""]","mrv_zero","7","[{""position"":0,""letter"":""ل"",""remaining"":6},{""position"":1,""letter"":""ا"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":1,""col"":8,""direction"":""down"",""length"":2}","لز","[""مع"",""عارض"",""ضع"",""موقع"",""الوالدان"",""زرقاء""]","forward_zero","6","[{""position"":0,""letter"":""ل"",""remaining"":7},{""position"":1,""letter"":""ز"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":1,""col"":12,""direction"":""down"",""length"":2}","ات","[""مع"",""عارض"",""ضع"",""موقع"",""الوالدين"",""ورقات""]","forward_zero","6","[{""position"":0,""letter"":""ا"",""remaining"":5},{""position"":1,""letter"":""ت"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":1,""col"":11,""direction"":""down"",""length"":2}","لا","[""مع"",""عارض"",""ضع"",""موقع"",""الوالدين"",""ارقام"",""لا""]","mrv_zero","7","[{""position"":0,""letter"":""ل"",""remaining"":6},{""position"":1,""letter"":""ا"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":1,""col"":8,""direction"":""down"",""length"":2}","لز","[""مع"",""عارض"",""ضع"",""موقع"",""الوالدين"",""زرقاء""]","forward_zero","6","[{""position"":0,""letter"":""ل"",""remaining"":7},{""position"":1,""letter"":""ز"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":1,""col"":12,""direction"":""down"",""length"":2}","ة?","[""مع"",""عارض"",""ضع"",""موقع"",""المحاولة""]","forward_zero","5","[{""position"":0,""letter"":""ة"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":1,""col"":5,""direction"":""across"",""length"":8}","ح?با????","[""مع"",""عارض"",""ضع"",""مبدع"",""قادرا"",""حق""]","forward_zero","6","[{""position"":0,""letter"":""ح"",""remaining"":0},{""position"":2,""letter"":""ب"",""remaining"":0},{""position"":3,""letter"":""ا"",""remaining"":0}]"
"poolShort","1","13","en_to_ar","approved-only","0","{""row"":1,""col"":5,""direction"":""across"",""length"":8}","ل?با????","[""مع"",""عارض"",""ضع"",""مبدع"",""قادرا"",""قل""]","forward_zero","6","[{""position"":0,""letter"":""ل"",""remaining"":6},{""position"":2,""letter"":""ب"",""remaining"":0},{""position"":3,""letter"":""ا"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","DT?","[""DOG"",""OWN"",""TWO""]","forward_zero","3","[{""position"":0,""letter"":""D"",""remaining"":13},{""position"":1,""letter"":""T"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","DO?","[""DOG"",""OWN"",""TWO""]","forward_zero","3","[{""position"":0,""letter"":""D"",""remaining"":13},{""position"":1,""letter"":""O"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","D?S","[""DOG"",""DUO"",""ISLANDS""]","forward_zero","3","[{""position"":0,""letter"":""D"",""remaining"":12},{""position"":2,""letter"":""S"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","G?A????","[""DOG"",""DUO"",""ALREADY""]","forward_zero","3","[{""position"":0,""letter"":""G"",""remaining"":26},{""position"":2,""letter"":""A"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","GRI????","[""DOG"",""DUO"",""EDITION"",""END"",""RUN""]","forward_zero","5","[{""position"":0,""letter"":""G"",""remaining"":26},{""position"":1,""letter"":""R"",""remaining"":1},{""position"":2,""letter"":""I"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","GSI????","[""DOG"",""DUO"",""EDITION"",""END"",""SUN""]","forward_zero","5","[{""position"":0,""letter"":""G"",""remaining"":26},{""position"":1,""letter"":""S"",""remaining"":0},{""position"":2,""letter"":""I"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","GFI????","[""DOG"",""DUO"",""EDITION"",""END"",""FUN""]","forward_zero","5","[{""position"":0,""letter"":""G"",""remaining"":26},{""position"":1,""letter"":""F"",""remaining"":0},{""position"":2,""letter"":""I"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":1,""col"":0,""direction"":""across"",""length"":3}","UU?","[""DOG"",""DUO"",""EDITION"",""DUE""]","forward_zero","4","[{""position"":0,""letter"":""U"",""remaining"":2},{""position"":1,""letter"":""U"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":0,""col"":6,""direction"":""down"",""length"":3}","?KO","[""DOG"",""DUO"",""OUTSIDE"",""END"",""USE"",""ASK""]","forward_zero","6","[{""position"":1,""letter"":""K"",""remaining"":0},{""position"":2,""letter"":""O"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":0,""col"":4,""direction"":""down"",""length"":7}","?KT????","[""DOG"",""DUO"",""OUTSIDE"",""END"",""USE"",""ASK""]","forward_zero","6","[{""position"":1,""letter"":""K"",""remaining"":0},{""position"":2,""letter"":""T"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","GRI????","[""DOG"",""DUO"",""OUTSIDE"",""END"",""YOU"",""RUN""]","forward_zero","6","[{""position"":0,""letter"":""G"",""remaining"":26},{""position"":1,""letter"":""R"",""remaining"":1},{""position"":2,""letter"":""I"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","GSI????","[""DOG"",""DUO"",""OUTSIDE"",""END"",""YOU"",""SUN""]","forward_zero","6","[{""position"":0,""letter"":""G"",""remaining"":26},{""position"":1,""letter"":""S"",""remaining"":0},{""position"":2,""letter"":""I"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","GFI????","[""DOG"",""DUO"",""OUTSIDE"",""END"",""YOU"",""FUN""]","forward_zero","6","[{""position"":0,""letter"":""G"",""remaining"":26},{""position"":1,""letter"":""F"",""remaining"":0},{""position"":2,""letter"":""I"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":1,""col"":0,""direction"":""across"",""length"":3}","UU?","[""DOG"",""DUO"",""OUTSIDE"",""DUE""]","forward_zero","4","[{""position"":0,""letter"":""U"",""remaining"":2},{""position"":1,""letter"":""U"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","G?A????","[""DOG"",""DUO"",""ADAPTOR""]","forward_zero","3","[{""position"":0,""letter"":""G"",""remaining"":26},{""position"":2,""letter"":""A"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","G?D????","[""DOG"",""DUO"",""ADDRESS""]","forward_zero","3","[{""position"":0,""letter"":""G"",""remaining"":26},{""position"":2,""letter"":""D"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","D?S","[""DOG"",""DUO"",""FRIENDS""]","forward_zero","3","[{""position"":0,""letter"":""D"",""remaining"":12},{""position"":2,""letter"":""S"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","D?S","[""DOG"",""DUO"",""RECORDS""]","forward_zero","3","[{""position"":0,""letter"":""D"",""remaining"":12},{""position"":2,""letter"":""S"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","D?S","[""DOG"",""DUO"",""METHODS""]","forward_zero","3","[{""position"":0,""letter"":""D"",""remaining"":12},{""position"":2,""letter"":""S"",""remaining"":0}]"
"poolShort","2","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","G?U????","[""DOG"",""DUO"",""INCLUDE""]","forward_zero","3","[{""position"":0,""letter"":""G"",""remaining"":26},{""position"":2,""letter"":""U"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":9}","M???I????","[""BLACKWELL"",""SKI"",""SAMBA""]","forward_zero","3","[{""position"":0,""letter"":""M"",""remaining"":19},{""position"":4,""letter"":""I"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":9}","J???I????","[""BLACKWELL"",""SKI"",""SBJCT""]","forward_zero","3","[{""position"":0,""letter"":""J"",""remaining"":2},{""position"":4,""letter"":""I"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":0,""col"":1,""direction"":""down"",""length"":5}","?LR??","[""BLACKWELL"",""SKI"",""ABOVE"",""ORIGINALS""]","forward_zero","4","[{""position"":1,""letter"":""L"",""remaining"":38},{""position"":2,""letter"":""R"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":0,""col"":1,""direction"":""down"",""length"":5}","?LB??","[""BLACKWELL"",""SKI"",""ABOVE"",""OBEDIENCE""]","forward_zero","4","[{""position"":1,""letter"":""L"",""remaining"":38},{""position"":2,""letter"":""B"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":0,""col"":2,""direction"":""down"",""length"":9}","?AA??????","[""BLACKWELL"",""SKI"",""VERBS"",""REALISTIC""]","forward_zero","4","[{""position"":1,""letter"":""A"",""remaining"":46},{""position"":2,""letter"":""A"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":0,""col"":5,""direction"":""down"",""length"":3}","?WG","[""BLACKWELL"",""SKI"",""VERBS"",""RODRIGUEZ""]","forward_zero","4","[{""position"":1,""letter"":""W"",""remaining"":12},{""position"":2,""letter"":""G"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":1,""col"":8,""direction"":""down"",""length"":3}","LR?","[""BLACKWELL"",""SKI"",""VERBS"",""RETRIEVER""]","forward_zero","4","[{""position"":0,""letter"":""L"",""remaining"":62},{""position"":1,""letter"":""R"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":0,""col"":5,""direction"":""down"",""length"":3}","?WR","[""BLACKWELL"",""SKI"",""VERBS"",""RETRIEVER""]","forward_zero","4","[{""position"":1,""letter"":""W"",""remaining"":12},{""position"":2,""letter"":""R"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":1,""col"":3,""direction"":""down"",""length"":3}","CL?","[""BLACKWELL"",""SKI"",""ARABS"",""APPLIANCE""]","forward_zero","4","[{""position"":0,""letter"":""C"",""remaining"":43},{""position"":1,""letter"":""L"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":1,""col"":8,""direction"":""down"",""length"":3}","LD?","[""BLACKWELL"",""SKI"",""ARABS"",""APPOINTED""]","forward_zero","4","[{""position"":0,""letter"":""L"",""remaining"":62},{""position"":1,""letter"":""D"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":9}","U???I????","[""BLACKWELL"",""SKI"",""DOUBT""]","forward_zero","3","[{""position"":0,""letter"":""U"",""remaining"":3},{""position"":4,""letter"":""I"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":1,""col"":3,""direction"":""down"",""length"":3}","CL?","[""BLACKWELL"",""SKI"",""KRABI"",""APPLIANCE""]","forward_zero","4","[{""position"":0,""letter"":""C"",""remaining"":43},{""position"":1,""letter"":""L"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":1,""col"":8,""direction"":""down"",""length"":3}","LD?","[""BLACKWELL"",""SKI"",""KRABI"",""APPOINTED""]","forward_zero","4","[{""position"":0,""letter"":""L"",""remaining"":62},{""position"":1,""letter"":""D"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":9}","B???I????","[""BLACKWELL"",""SKI"",""HOBBY""]","forward_zero","3","[{""position"":0,""letter"":""B"",""remaining"":12},{""position"":4,""letter"":""I"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":1,""col"":3,""direction"":""down"",""length"":3}","CS?","[""BLACKWELL"",""SKI"",""SAMBA"",""POTASSIUM""]","forward_zero","4","[{""position"":0,""letter"":""C"",""remaining"":43},{""position"":1,""letter"":""S"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":1,""col"":7,""direction"":""down"",""length"":8}","LR??????","[""BLACKWELL"",""SKI"",""SAMBA"",""MINISTERS""]","forward_zero","4","[{""position"":0,""letter"":""L"",""remaining"":15},{""position"":1,""letter"":""R"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":9}","J???S????","[""BLACKWELL"",""SKI"",""SBJCT""]","forward_zero","3","[{""position"":0,""letter"":""J"",""remaining"":2},{""position"":4,""letter"":""S"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":0,""col"":1,""direction"":""down"",""length"":5}","?LC??","[""BLACKWELL"",""SKI"",""ABOVE"",""OCCASIONS""]","forward_zero","4","[{""position"":1,""letter"":""L"",""remaining"":38},{""position"":2,""letter"":""C"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":0,""col"":2,""direction"":""down"",""length"":9}","?AG??????","[""BLACKWELL"",""SKI"",""VERBS"",""REGISTRAR""]","forward_zero","4","[{""position"":1,""letter"":""A"",""remaining"":45},{""position"":2,""letter"":""G"",""remaining"":0}]"
"poolShort","2","9","ar_to_en","compatibility","0","{""row"":1,""col"":3,""direction"":""down"",""length"":3}","CT?","[""BLACKWELL"",""SKI"",""VERBS"",""REGISTRAR""]","forward_zero","4","[{""position"":0,""letter"":""C"",""remaining"":43},{""position"":1,""letter"":""T"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":11}","???????OE??","[""BADGES"",""GREENHOUSES"",""FLOOD""]","forward_zero","3","[{""position"":7,""letter"":""O"",""remaining"":26},{""position"":8,""letter"":""E"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":11}","???????OE??","[""BADGES"",""GREENHOUSES"",""DOORS""]","forward_zero","3","[{""position"":7,""letter"":""O"",""remaining"":26},{""position"":8,""letter"":""E"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":11}","???????EE??","[""BADGES"",""GREENHOUSES"",""BREED""]","forward_zero","3","[{""position"":7,""letter"":""E"",""remaining"":38},{""position"":8,""letter"":""E"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":11}","???????EE??","[""BADGES"",""GREENHOUSES"",""BREAD""]","forward_zero","3","[{""position"":7,""letter"":""E"",""remaining"":38},{""position"":8,""letter"":""E"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":11}","???????UE??","[""BADGES"",""GREENHOUSES"",""SOUND""]","forward_zero","3","[{""position"":7,""letter"":""U"",""remaining"":10},{""position"":8,""letter"":""E"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":11}","???????ZE??","[""BADGES"",""GREENHOUSES"",""DIZZY""]","forward_zero","3","[{""position"":7,""letter"":""Z"",""remaining"":1},{""position"":8,""letter"":""E"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":11}","???????EE??","[""BADGES"",""GREENHOUSES"",""DRESS""]","forward_zero","3","[{""position"":7,""letter"":""E"",""remaining"":38},{""position"":8,""letter"":""E"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":4,""col"":4,""direction"":""across"",""length"":7}","???BN??","[""BADGES"",""GREENHOUSES"",""BAIRD""]","forward_zero","3","[{""position"":3,""letter"":""B"",""remaining"":4},{""position"":4,""letter"":""N"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":0,""col"":9,""direction"":""down"",""length"":7}","EGH????","[""BADGES"",""GREENHOUSES"",""DENSE"",""PHENTERMINE"",""BEE"",""ENERGY""]","forward_zero","6","[{""position"":0,""letter"":""E"",""remaining"":40},{""position"":1,""letter"":""G"",""remaining"":3},{""position"":2,""letter"":""H"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":1,""col"":5,""direction"":""across"",""length"":6}","Y?ER??","[""BADGES"",""GREENHOUSES"",""DENSE"",""PHENTERMINE"",""BYE""]","forward_zero","5","[{""position"":0,""letter"":""Y"",""remaining"":12},{""position"":2,""letter"":""E"",""remaining"":2},{""position"":3,""letter"":""R"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":4,""col"":4,""direction"":""across"",""length"":7}","???RN??","[""BADGES"",""GREENHOUSES"",""DINAR""]","forward_zero","3","[{""position"":3,""letter"":""R"",""remaining"":28},{""position"":4,""letter"":""N"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":11}","???????OE??","[""BADGES"",""GREENHOUSES"",""BLOND""]","forward_zero","3","[{""position"":7,""letter"":""O"",""remaining"":26},{""position"":8,""letter"":""E"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":4,""col"":4,""direction"":""across"",""length"":7}","???SN??","[""BADGES"",""GREENHOUSES"",""DUMPS""]","forward_zero","3","[{""position"":3,""letter"":""S"",""remaining"":14},{""position"":4,""letter"":""N"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":11}","???????AE??","[""BADGES"",""GREENHOUSES"",""DRAWS""]","forward_zero","3","[{""position"":7,""letter"":""A"",""remaining"":26},{""position"":8,""letter"":""E"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":1,""col"":5,""direction"":""across"",""length"":6}","??ERV?","[""BADGES"",""GREENHOUSES"",""ADDED"",""PREDICTIONS"",""DESERVE""]","forward_zero","5","[{""position"":2,""letter"":""E"",""remaining"":38},{""position"":3,""letter"":""R"",""remaining"":4},{""position"":4,""letter"":""V"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":1,""col"":5,""direction"":""across"",""length"":6}","??ERS?","[""BADGES"",""GREENHOUSES"",""ADDED"",""PREDICTIONS"",""REVERSE""]","forward_zero","5","[{""position"":2,""letter"":""E"",""remaining"":38},{""position"":3,""letter"":""R"",""remaining"":4},{""position"":4,""letter"":""S"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":1,""col"":5,""direction"":""across"",""length"":6}","??ERV?","[""BADGES"",""GREENHOUSES"",""ADDED"",""PREDOMINANT"",""DESERVE""]","forward_zero","5","[{""position"":2,""letter"":""E"",""remaining"":38},{""position"":3,""letter"":""R"",""remaining"":4},{""position"":4,""letter"":""V"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":1,""col"":5,""direction"":""across"",""length"":6}","??ERS?","[""BADGES"",""GREENHOUSES"",""ADDED"",""PREDOMINANT"",""REVERSE""]","forward_zero","5","[{""position"":2,""letter"":""E"",""remaining"":38},{""position"":3,""letter"":""R"",""remaining"":4},{""position"":4,""letter"":""S"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":1,""col"":5,""direction"":""across"",""length"":6}","??ERV?","[""BADGES"",""GREENHOUSES"",""ADDED"",""PREDECESSOR"",""DESERVE""]","forward_zero","5","[{""position"":2,""letter"":""E"",""remaining"":38},{""position"":3,""letter"":""R"",""remaining"":4},{""position"":4,""letter"":""V"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","compatibility","0","{""row"":1,""col"":5,""direction"":""across"",""length"":6}","??ERS?","[""BADGES"",""GREENHOUSES"",""ADDED"",""PREDECESSOR"",""REVERSE""]","forward_zero","5","[{""position"":2,""letter"":""E"",""remaining"":38},{""position"":3,""letter"":""R"",""remaining"":4},{""position"":4,""letter"":""S"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","approved-only","0","{""row"":6,""col"":5,""direction"":""across"",""length"":6}","???RK?","[""MAINTENANCE"",""INSTRUMENTS"",""USE"",""ASK""]","forward_zero","4","[{""position"":3,""letter"":""R"",""remaining"":32},{""position"":4,""letter"":""K"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","approved-only","0","{""row"":4,""col"":8,""direction"":""across"",""length"":3}","MK?","[""MAINTENANCE"",""INSTRUMENTS"",""USE"",""ASK""]","forward_zero","4","[{""position"":0,""letter"":""M"",""remaining"":7},{""position"":1,""letter"":""K"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":11}","??I?????I??","[""MAINTENANCE"",""INSTRUMENTS"",""YOU"",""ASSOCIATION""]","forward_zero","4","[{""position"":2,""letter"":""I"",""remaining"":12},{""position"":8,""letter"":""I"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":11}","??I?????N??","[""MAINTENANCE"",""INSTRUMENTS"",""YOU"",""RESTAURANTS""]","forward_zero","4","[{""position"":2,""letter"":""I"",""remaining"":13},{""position"":8,""letter"":""N"",""remaining"":0}]"
"poolShort","2","11","ar_to_en","approved-only","0","{""row"":3,""col"":2,""direction"":""across"",""length"":7}","T?????E","[""MAINTENANCE"",""INSTRUMENTS"",""YOU"",""RESPONSIBLE"",""PUBLICATION""]","forward_zero","5","[{""position"":0,""letter"":""T"",""remaining"":28},{""position"":6,""letter"":""E"",""remaining"":0}]"
